Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
Jaycob Megna,S.J,D,44,750.13333333333,2,6,3,3,8,29.63,40,5.00,1.4,83,50,30,3,2,8,16,8,8,0,0,2,21,16,66,68,25,0,0,-
Liam O'Brien,ARI,C,39,363.66666666667,2,1,1,0,3,42.86,35,5.71,3.84,66,50,33,18,3,7,106,26,13,10,3,20,8,6,139,54,10,4,5,44.44
Kurtis MacDermid,COL,D,58,422.41666666667,2,3,2,1,5,27.78,46,4.35,2.25,89,63,25,9,1,11,89,22,12,7,3,9,12,5,105,41,20,0,0,-
Jayson Megna,COL,C,20,193.46666666667,0,3,2,1,3,60.00,18,0.00,1.73,31,22,16,9,3,3,4,2,2,0,0,2,1,7,26,8,9,47,54,46.53
Scott Sabourin,OTT,R,7,52.916666666667,0,2,2,0,2,66.67,4,0.00,0.47,10,9,6,1,1,0,11,4,3,1,0,1,2,1,14,6,4,1,0,100.00
Andrej Sustr,"ANA, T.B",D,38,515.95,1,5,2,3,6,42.86,28,3.57,0.87,62,39,16,1,3,3,16,8,8,0,0,2,14,10,26,50,27,0,0,-
Buddy Robinson,ANA,R,32,276.41666666667,1,5,3,2,6,75.00,37,2.70,2.97,49,44,27,17,1,4,19,5,2,3,0,5,6,5,55,15,11,0,5,0.00
Danny DeKeyser,DET,D,59,949.88333333333,0,11,6,5,11,30.56,54,0.00,2.37,114,69,31,3,2,7,26,13,13,0,0,0,17,5,43,49,67,0,0,-
Nate Schmidt,WPG,D,77,1370.7333333333,3,17,9,8,20,37.04,93,3.23,4.81,219,143,51,7,2,9,10,5,5,0,0,10,59,28,36,75,81,0,0,-
Carter Rowney,DET,C,26,265.78333333333,4,1,0,1,5,45.45,14,28.57,1.74,26,20,19,9,0,3,0,0,0,0,0,2,5,3,34,23,15,73,85,46.20
Chad Ruhwedel,PIT,D,78,1056.0166666667,4,9,3,6,13,27.08,79,5.06,3.12,178,126,41,4,0,10,14,7,7,0,0,9,17,19,125,83,67,0,0,-
Michael Raffl,DAL,L,76,960.3,6,7,6,1,13,76.47,80,7.50,7.94,135,111,82,43,6,7,16,7,7,0,0,20,33,30,135,100,27,12,9,57.14
Anton Blidh,BOS,L,32,313.4,2,7,4,3,9,90.00,28,7.14,2.25,45,35,23,12,2,6,24,8,7,0,1,8,4,6,82,47,15,0,3,0.00
Dominik Kubalik,CHI,L,78,999.28333333333,12,11,1,10,23,67.65,125,9.60,13.48,220,171,123,54,8,10,16,7,7,0,0,11,23,18,89,47,28,8,12,40.00
Kyle Burroughs,VAN,D,42,517.78333333333,1,4,1,3,5,33.33,38,2.63,1.55,81,48,23,3,0,2,39,15,12,3,0,8,7,6,119,79,48,0,0,-
Andreas Johnsson,N.J,L,71,935.68333333333,12,22,18,4,34,60.71,107,11.21,11.2,167,136,112,61,7,11,28,14,14,0,0,20,21,26,60,84,13,2,8,20.00
Tyler Lewington,BOS,D,2,23.383333333333,0,0,0,0,0,-,2,0.00,0.06,3,3,0,0,0,0,7,2,1,1,0,2,0,0,0,3,2,0,0,-
MacKenzie Weegar,FLA,D,80,1594.5666666667,6,33,16,17,39,36.11,185,3.24,10.13,363,249,119,27,6,16,42,17,16,0,1,7,76,63,156,139,116,0,0,-
Tyler Motte,"NYR, VAN",C,58,699.7,6,8,5,3,14,48.28,92,6.52,8.42,163,132,95,32,4,7,18,8,8,0,0,12,16,23,114,72,47,11,7,61.11
Will Butcher,BUF,D,37,577.95,2,4,2,2,6,33.33,32,6.25,1.78,73,55,21,6,4,2,0,0,0,0,0,1,10,1,11,36,29,0,0,-
Tucker Poolman,VAN,D,40,611.6,1,2,1,1,3,14.29,46,2.17,2.04,102,60,33,8,2,9,10,1,0,0,1,4,14,6,30,40,52,0,0,-
Connor Clifton,BOS,D,60,882.5,2,8,3,5,10,28.57,80,2.50,2.72,148,107,32,3,2,7,32,13,11,2,0,12,13,15,143,161,51,0,0,-
Carson Soucy,SEA,D,64,980.48333333333,9,8,5,3,17,36.17,84,10.71,3.98,150,104,52,9,4,10,41,19,18,1,0,5,24,20,113,92,54,0,0,-
Jonny Brodzinski,NYR,C,22,218.25,1,1,0,1,2,40.00,34,2.94,2.16,52,46,28,9,0,3,6,3,3,0,0,1,4,5,8,25,5,44,41,51.76
Josh Brown,"BOS, OTT",D,52,643.41666666667,0,6,4,2,6,28.57,42,0.00,1.26,84,60,13,1,0,7,37,11,6,5,0,8,18,6,113,66,38,0,0,-
Hudson Fasching,ARI,R,11,105.9,0,0,0,0,0,-,2,0.00,0.61,15,10,9,7,2,1,0,0,0,0,0,0,0,2,16,11,6,1,0,100.00
John Hayden,BUF,C,55,561.58333333333,2,2,0,2,4,40.00,64,3.13,5.79,102,82,66,24,4,6,84,21,12,6,3,17,10,11,104,47,22,2,6,25.00
Pavel Buchnevich,STL,L,73,1051.2666666667,20,33,16,17,53,69.74,154,12.99,14.19,235,197,137,48,8,9,26,9,8,0,1,12,33,38,52,69,13,11,19,36.67
Jake Guentzel,PIT,L,76,1250.0,33,29,17,12,62,74.70,203,16.26,24.68,329,260,250,113,10,24,38,18,18,0,0,25,18,39,70,138,36,9,11,45.00
Mattias Janmark,VGK,C,67,844.65,7,15,7,8,22,61.11,79,8.86,9.35,133,111,88,43,2,15,21,9,8,1,0,9,17,25,17,84,21,10,14,41.67
Anthony Duclair,FLA,L,74,909.08333333333,22,15,13,2,37,57.81,125,17.60,15.13,185,151,136,68,8,17,28,10,9,0,1,22,49,36,36,92,14,1,1,50.00
Carter Verhaeghe,FLA,C,78,1139.7833333333,24,28,17,11,52,73.24,157,15.29,18.1,288,218,202,81,9,23,42,20,20,0,0,14,44,60,50,126,16,15,9,62.50
Oliver Bjorkstrand,CBJ,R,80,1177.45,19,19,15,4,38,76.00,164,11.59,17.01,303,243,160,65,11,22,14,7,7,0,0,19,31,54,80,82,27,9,11,45.00
Mason Geertsen,N.J,D,25,173.68333333333,0,0,0,0,0,0.00,12,0.00,0.99,20,17,13,7,2,0,75,14,5,5,4,13,3,4,58,16,1,0,0,-
Miles Wood,N.J,L,3,39.55,0,0,0,0,0,-,2,0.00,0.29,8,6,4,1,1,0,4,2,2,0,0,2,4,0,5,7,1,0,0,-
Nicholas Paul,"OTT, T.B",L,80,1112.4166666667,13,15,4,11,28,71.79,144,9.03,13.72,271,211,167,68,8,20,29,10,7,3,0,12,28,42,102,130,37,342,309,52.53
Andrew Copp,"NYR, WPG",C,72,1052.1333333333,16,24,12,12,40,67.80,131,12.21,13.38,201,170,138,51,5,8,16,8,8,0,0,7,36,25,43,67,26,256,223,53.44
Ben Harpur,NSH,D,19,234.81666666667,0,1,0,1,1,20.00,13,0.00,0.48,33,24,8,0,1,1,25,8,5,3,0,4,12,0,34,31,16,0,0,-
Ryan Graves,N.J,D,75,1362.75,6,22,14,8,28,40.58,107,5.61,5.11,235,157,79,18,11,19,24,12,12,0,0,14,44,22,80,111,68,0,0,-
Andre Burakovsky,COL,L,80,1138.5,18,32,20,12,50,64.94,121,14.88,10.42,255,174,130,37,5,17,18,9,9,0,0,14,29,28,47,99,32,8,12,40.00
Michael McCarron,NSH,R,51,465.55,6,6,4,2,12,57.14,49,12.24,4.95,82,65,57,30,1,4,68,18,9,8,1,13,17,13,114,77,26,177,131,57.47
Shea Theodore,VGK,D,78,1586.2,13,26,15,11,39,48.75,183,7.10,9.71,364,238,118,33,6,26,18,9,9,0,0,9,53,55,36,118,88,0,0,-
Jason Dickinson,VAN,C,62,710.43333333333,5,6,2,4,11,52.38,65,7.69,7.52,120,95,75,32,7,7,19,8,7,1,0,6,9,16,99,113,37,113,144,43.97
Ryan Hartman,MIN,R,82,1214.9666666667,33,24,18,6,57,61.96,190,17.37,18.37,327,262,181,62,11,22,87,35,31,3,1,33,26,27,65,79,41,434,539,44.60
Adam Erne,DET,L,79,973.51666666667,6,13,9,4,19,59.38,105,5.71,9.48,172,135,106,47,1,11,34,14,12,2,0,15,20,23,160,69,35,31,27,53.45
J.T. Compher,COL,L,70,898.81666666667,13,13,9,4,26,55.32,86,15.12,11.85,167,120,100,46,6,13,23,10,9,1,0,12,16,23,29,67,37,253,230,52.38
Laurent Dauphin,MTL,C,38,452.5,3,8,4,4,11,57.89,45,6.67,4.81,77,63,47,25,3,5,25,10,9,1,0,8,12,14,29,80,15,92,125,42.40
Remi Elie,T.B,L,1,9.7333333333333,0,0,0,0,0,-,2,0.00,0.16,3,2,2,1,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,-
Robert Hagg,"BUF, FLA",D,64,899.11666666667,1,8,4,4,9,24.32,57,1.75,2.7,138,93,31,5,4,3,35,16,15,1,0,9,22,10,128,78,82,0,0,-
Nic Petan,VAN,C,18,169.28333333333,0,1,1,0,1,50.00,18,0.00,1.75,34,26,12,5,0,3,2,1,1,0,0,1,6,7,6,14,3,12,26,31.58
Dillon Heatherington,OTT,D,9,95.6,0,0,0,0,0,0.00,3,0.00,0.73,8,5,2,0,1,0,7,2,1,1,0,1,1,0,15,7,2,0,0,-
Carl Dahlstrom,TOR,D,3,38.433333333333,0,2,2,0,2,100.00,4,0.00,0.07,5,4,0,0,0,1,2,1,1,0,0,0,3,2,1,3,1,0,0,-
Justin Bailey,VAN,R,14,108.6,0,0,0,0,0,0.00,14,0.00,0.56,22,15,8,3,0,0,4,1,1,0,0,3,4,4,10,5,5,0,0,-
Madison Bowey,VAN,D,2,26.35,0,0,0,0,0,-,0,-,0.01,3,1,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,-
Artturi Lehkonen,"COL, MTL",L,74,896.5,15,18,12,6,33,82.50,136,11.03,16.19,234,186,144,80,7,18,18,9,9,0,0,10,14,15,73,112,28,8,16,33.33
William Carrier,VGK,L,63,715.66666666667,9,11,5,6,20,55.56,119,7.56,14.12,192,160,141,88,6,21,34,13,12,0,1,10,12,24,157,119,21,4,4,50.00
Tyler Bertuzzi,DET,L,68,1098.0666666667,23,23,12,11,46,71.88,139,16.55,18.01,237,186,165,73,5,10,47,18,16,1,1,29,49,39,61,68,31,5,10,33.33
Zach Sanford,"OTT, WPG",L,80,1004.3666666667,8,10,5,5,18,56.25,90,8.89,10.91,185,145,118,58,7,10,43,16,13,3,0,18,17,33,166,105,59,5,13,27.78
Brett Pesce,CAR,D,70,1290.5166666667,6,19,8,11,25,36.76,135,4.44,5.21,288,196,59,12,4,20,37,13,11,1,1,9,25,35,37,57,76,0,0,-
Nathan MacKinnon,COL,C,65,1124.8333333333,25,36,27,9,61,70.11,222,11.26,17.22,365,278,210,65,9,26,38,16,14,2,0,36,45,35,63,64,36,355,429,45.28
Aleksander Barkov,FLA,C,67,981.0,23,34,19,15,57,75.00,156,14.74,16.23,236,195,157,79,5,17,18,9,9,0,0,8,37,45,45,65,29,519,379,57.80
Jonathan Drouin,MTL,L,34,485.95,6,10,7,3,16,80.00,53,11.32,4.31,87,71,48,20,4,4,19,4,2,1,1,3,14,6,27,17,8,28,30,48.28
Seth Jones,CHI,D,78,1627.65,5,26,7,19,31,51.67,159,3.14,7.2,290,210,87,27,3,12,22,11,11,0,0,10,55,25,91,137,118,0,0,-
Elias Lindholm,CGY,C,82,1222.3333333333,31,30,18,12,61,55.96,183,16.94,20.04,286,235,219,98,4,19,22,10,10,0,0,12,33,39,58,53,37,620,565,52.32
Sean Monahan,CGY,C,65,759.41666666667,3,7,5,2,10,45.45,82,3.66,8.79,154,119,97,41,5,9,20,10,10,0,0,8,24,32,55,41,21,333,314,51.47
Darnell Nurse,EDM,D,71,1497.0166666667,7,19,9,10,26,32.10,176,3.98,8.64,368,255,103,17,6,14,52,26,26,0,0,8,57,29,179,59,93,0,0,-
Rasmus Ristolainen,PHI,D,66,1243.7333333333,2,13,7,6,15,25.42,83,2.41,4.09,176,120,54,18,8,15,36,18,18,0,0,12,29,12,214,193,98,0,0,-
Bo Horvat,VAN,C,70,1051.35,17,15,11,4,32,66.67,135,12.59,14.94,211,180,129,58,10,9,40,20,20,0,0,14,16,25,93,54,42,615,492,55.56
Valeri Nichushkin,COL,R,62,925.81666666667,18,23,14,9,41,64.06,153,11.76,16.84,227,194,164,87,10,11,10,5,5,0,0,11,20,29,84,64,19,0,2,0.00
Max Domi,"CAR, CBJ",C,72,850.18333333333,11,24,16,8,35,68.63,84,13.10,9.21,171,120,78,33,5,13,53,25,24,1,0,17,31,36,23,36,9,34,44,43.59
Josh Morrissey,WPG,D,79,1584.35,6,16,10,6,22,27.85,131,4.58,9.19,270,194,94,19,6,14,50,24,24,0,0,19,56,24,143,78,86,0,0,-
Alex Wennberg,SEA,C,80,1190.1,9,21,13,8,30,62.50,73,12.33,6.47,113,89,66,38,2,9,24,12,12,0,0,10,32,40,46,79,35,463,551,45.66
Ryan Pulock,NYI,D,56,1011.8833333333,3,11,5,6,14,29.17,105,2.86,5.07,199,139,46,7,1,13,2,1,1,0,0,5,30,14,80,79,101,0,0,-
Nikita Zadorov,CGY,D,74,1178.5166666667,4,18,8,10,22,44.90,103,3.88,4.26,218,161,58,4,2,13,75,31,29,1,1,12,57,29,176,93,43,0,0,-
Curtis Lazar,BOS,C,70,724.06666666667,8,7,3,4,15,65.22,86,9.30,9.37,136,114,99,45,7,8,16,8,8,0,0,10,7,12,180,125,30,119,114,51.07
Anthony Mantha,WSH,R,37,491.4,9,12,10,2,21,70.00,74,12.16,7.0,118,93,71,30,4,8,14,7,7,0,0,4,10,11,46,27,18,2,1,66.67
Frederik Gauthier,N.J,C,8,66.233333333333,0,0,0,0,0,-,4,0.00,0.18,5,4,3,1,0,0,0,0,0,0,0,0,3,0,14,7,2,27,29,48.21
Ross Johnston,NYI,L,32,325.9,2,5,2,3,7,77.78,9,22.22,1.21,18,12,12,7,0,0,44,12,7,4,1,9,10,4,89,25,16,0,1,0.00
Dakota Mermis,MIN,D,2,27.8,0,0,0,0,0,0.00,1,0.00,0.01,5,2,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,0,-
Nathan Walker,STL,L,30,343.86666666667,8,4,3,1,12,80.00,38,21.05,4.43,64,55,46,19,3,4,2,1,1,0,0,5,6,8,58,47,20,8,15,34.78
Brandon Baddock,MTL,L,1,7.5333333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,-
Joel Hanley,DAL,D,44,495.15,2,4,3,1,6,42.86,18,11.11,0.72,56,32,15,3,0,1,4,2,2,0,0,1,14,5,58,64,34,0,0,-
Conor Sheary,WSH,L,71,933.2,17,20,10,10,37,82.22,110,15.45,12.46,188,159,117,50,6,6,14,7,7,0,0,16,10,37,41,93,34,7,11,38.89
Trevor van Riemsdyk,WSH,D,72,1053.8833333333,1,15,6,9,16,34.78,73,1.37,3.5,145,100,45,8,1,8,40,13,10,2,1,18,18,23,22,96,87,0,0,-
Ryan Carpenter,"CGY, CHI",C,67,686.71666666667,3,8,3,5,11,64.71,61,4.92,6.53,108,84,67,29,4,5,36,11,8,2,1,11,10,13,126,72,29,160,141,53.16
Jordan Oesterle,DET,D,45,760.01666666667,2,6,4,2,8,27.59,61,3.28,1.84,98,74,27,0,1,1,4,2,2,0,0,0,16,4,27,81,37,0,0,-
Patrick Brown,PHI,C,44,469.33333333333,4,5,4,1,9,64.29,46,8.70,4.69,78,64,43,20,2,11,11,4,3,1,0,5,12,7,96,36,27,209,132,61.29
Garnet Hathaway,WSH,R,76,917.11666666667,14,11,4,7,25,52.08,114,12.28,12.33,182,148,116,62,4,12,55,26,25,1,0,30,20,19,243,116,48,7,17,29.17
Frederick Gaudreau,MIN,C,76,985.41666666667,13,26,12,14,39,65.00,103,12.62,9.56,167,134,113,41,6,12,8,4,4,0,0,9,21,29,43,66,36,369,386,48.87
Pierre-Edouard Bellemare,T.B,L,80,888.85,8,11,5,6,19,47.50,66,12.12,7.32,122,97,82,33,3,8,17,7,6,1,0,8,15,20,81,107,15,378,324,53.85
Tomas Nosek,BOS,L,75,857.26666666667,3,12,7,5,15,51.72,81,3.70,9.34,152,124,98,47,9,8,30,15,15,0,0,10,19,18,83,89,23,314,259,54.80
Aaron Ekblad,FLA,D,61,1134.9666666667,12,22,6,16,34,40.48,132,9.09,6.97,226,169,76,24,7,19,22,11,11,0,0,9,52,33,52,48,49,0,0,-
Sam Reinhart,FLA,C,78,1072.5833333333,17,32,20,12,49,63.64,145,11.72,19.35,253,204,169,87,13,20,11,4,3,1,0,12,35,33,42,142,24,136,145,48.40
Leon Draisaitl,EDM,C,80,1403.1333333333,30,38,26,12,68,76.40,170,17.65,20.13,293,236,186,87,15,16,40,19,19,0,0,27,76,62,45,126,21,625,564,52.57
Sam Bennett,FLA,C,71,989.08333333333,23,16,12,4,39,56.52,191,12.04,19.16,317,235,209,88,9,20,62,28,26,2,0,25,45,37,115,93,24,350,420,45.45
Michael Dal Colle,NYI,L,1,13.733333333333,0,0,0,0,0,0.00,2,0.00,0.13,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-
Haydn Fleury,SEA,D,36,543.21666666667,2,2,1,1,4,21.05,51,3.92,1.83,104,72,22,7,2,7,13,5,4,1,0,3,14,6,57,46,53,0,0,-
William Nylander,TOR,"C, R",81,1208.85,21,28,25,3,49,70.00,199,10.55,17.69,353,274,211,86,14,27,10,5,5,0,0,8,22,57,18,83,28,29,30,49.15
Nikolaj Ehlers,WPG,L,62,978.9,24,22,16,6,46,71.88,203,11.82,17.73,372,283,209,63,13,26,18,9,9,0,0,22,39,39,31,54,21,2,1,66.67
Nick Ritchie,"ARI, TOR",L,57,637.83333333333,11,8,3,5,19,76.00,78,14.10,8.66,135,110,89,50,0,9,41,18,17,1,0,4,17,8,149,64,20,0,3,0.00
Kevin Fiala,MIN,L,82,1147.9,27,39,26,13,66,77.65,204,13.24,19.34,347,274,215,95,13,16,46,18,17,0,1,26,39,32,47,80,19,4,11,26.67
Brendan Perlini,EDM,L,23,188.98333333333,4,1,1,0,5,83.33,23,17.39,1.98,43,33,22,6,2,1,6,3,3,0,0,0,2,3,29,12,3,0,1,0.00
Jakub Vrana,DET,L,26,326.7,8,5,5,0,13,92.86,46,17.39,4.2,81,69,42,15,4,1,6,3,3,0,0,2,14,10,13,11,7,1,1,50.00
Dylan Larkin,DET,C,71,1153.5,25,30,20,10,55,74.32,173,14.45,15.59,305,226,175,73,4,23,39,14,12,1,1,18,35,35,72,57,18,491,459,51.68
Sonny Milano,ANA,L,66,866.53333333333,9,15,11,4,24,70.59,80,11.25,8.51,147,115,89,46,3,7,4,2,2,0,0,6,32,25,26,81,14,0,2,0.00
Travis Sanheim,PHI,D,80,1610.4,7,24,11,13,31,36.05,112,6.25,6.13,230,160,66,19,4,14,32,16,16,0,0,13,48,18,59,150,113,0,0,-
Alex Tuch,BUF,R,50,701.46666666667,9,20,13,7,29,63.04,116,7.76,11.5,181,150,103,43,11,11,10,5,5,0,0,8,20,35,28,22,40,7,10,41.18
Tony DeAngelo,CAR,D,64,1060.85,8,23,12,11,31,42.47,117,6.84,4.99,194,145,64,6,5,9,56,17,13,2,2,13,33,21,38,67,53,0,0,-
Nick Schmaltz,ARI,C,63,964.58333333333,19,32,25,7,51,79.69,97,19.59,12.16,169,134,98,42,7,8,12,6,6,0,0,9,32,49,12,68,24,57,77,42.54
Robby Fabbri,DET,C,56,810.91666666667,11,11,8,3,22,66.67,102,10.78,11.18,172,138,105,49,2,8,33,15,14,1,0,15,19,12,81,57,19,44,47,48.35
Kasperi Kapanen,PIT,R,79,1017.4,11,16,11,5,27,62.79,116,9.48,9.03,197,155,115,44,15,17,14,7,7,0,0,9,29,38,108,85,18,4,7,36.36
Jared McCann,SEA,"C, L",74,980.95,18,14,8,6,32,78.05,128,14.06,12.84,235,186,133,56,3,10,31,9,7,1,1,19,27,41,61,70,26,200,235,45.98
David Pastrnak,BOS,R,72,1075.5666666667,25,26,20,6,51,73.91,224,11.16,18.71,384,304,196,63,15,24,20,10,10,0,0,20,61,33,59,79,13,7,13,35.00
Adrian Kempe,L.A,"C, L",78,1102.0666666667,26,9,3,6,35,67.31,176,14.77,19.88,305,232,173,76,20,23,38,18,18,0,0,25,30,28,99,59,8,17,19,47.22
Brendan Lemieux,L.A,L,50,527.33333333333,8,5,3,2,13,56.52,62,12.90,6.98,129,99,77,34,6,10,97,27,16,9,2,22,16,11,120,61,6,10,12,45.45
Ivan Barbashev,STL,C,81,1122.2333333333,21,28,19,9,49,75.38,90,23.33,13.16,153,123,117,59,4,10,32,16,16,0,0,16,43,38,156,91,21,104,170,37.96
Marcus Pettersson,PIT,D,72,1080.7166666667,2,17,11,6,19,41.30,81,2.47,3.66,184,133,39,6,3,9,38,19,19,0,0,10,14,17,119,187,60,0,0,-
Ryan MacInnis,BUF,C,1,10.0,0,0,0,0,0,-,2,0.00,0.08,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-
Nicolas Aube-Kubel,"COL, PHI",R,74,719.95,11,12,9,3,23,76.67,87,12.64,8.08,151,119,85,42,5,13,47,22,21,1,0,9,20,17,139,101,15,3,8,27.27
Brandon Montour,FLA,D,81,1287.15,10,19,7,12,29,39.73,139,7.19,8.41,271,199,102,24,7,16,48,23,23,0,0,13,45,24,63,107,62,0,0,-
Ryan Donato,SEA,C,74,881.48333333333,15,15,11,4,30,71.43,126,11.90,12.19,224,182,125,67,4,13,40,13,10,2,1,15,23,39,62,104,16,7,16,30.43
Christian Dvorak,MTL,L,56,739.85,10,18,13,5,28,77.78,70,14.29,8.2,117,91,81,42,4,7,22,7,6,0,1,7,24,14,30,56,35,407,327,55.45
Juho Lammikko,VAN,L,75,810.66666666667,7,8,6,2,15,55.56,64,10.94,7.12,113,87,67,36,7,8,14,7,7,0,0,10,8,15,90,36,39,322,296,52.10
Warren Foegele,EDM,L,82,973.3,10,13,9,4,23,60.53,129,7.75,13.74,227,174,138,63,13,16,24,12,12,0,0,8,29,41,126,88,14,12,15,44.44
Brayden Point,T.B,C,66,1041.2666666667,18,18,10,8,36,50.70,119,15.13,15.22,209,181,179,85,11,5,31,11,8,3,0,16,19,31,69,70,16,282,299,48.54
Jake Walman,"DET, STL",D,51,661.63333333333,3,6,2,4,9,40.91,82,3.66,4.19,164,116,53,12,1,8,10,5,5,0,0,1,21,8,45,33,44,0,0,-
Mark Friedman,PIT,D,26,319.96666666667,1,4,1,3,5,35.71,26,3.85,2.04,48,40,20,9,2,5,23,9,8,1,0,12,4,4,24,56,19,0,0,-
Michael Amadio,"TOR, VGK",C,56,665.78333333333,11,7,4,3,18,64.29,64,17.19,6.76,108,83,65,34,6,6,13,5,4,1,0,10,11,24,41,75,13,30,42,41.67
William Lagesson,"EDM, MTL",D,33,383.21666666667,0,5,0,5,5,26.32,32,0.00,0.91,69,38,15,2,0,4,11,4,3,1,0,1,19,3,37,65,17,0,0,-
Chase De Leo,N.J,C,2,16.3,0,0,0,0,0,-,2,0.00,0.28,5,4,4,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,2,0.00
Devon Toews,COL,D,66,1375.7,11,34,9,25,45,44.12,136,8.09,6.65,230,175,65,19,3,13,20,10,10,0,0,4,23,33,49,37,62,0,0,-
Austin Poganski,WPG,R,16,148.6,0,0,0,0,0,0.00,9,0.00,1.31,19,16,13,6,0,1,7,2,1,1,0,1,1,1,23,22,5,0,0,-
Viktor Arvidsson,L.A,L,66,943.63333333333,16,25,16,9,41,78.85,194,8.25,17.39,357,277,205,66,6,21,18,9,9,0,0,14,15,24,22,107,20,12,19,38.71
Sam Lafferty,"CHI, PIT","C, R",56,648.73333333333,5,8,7,1,13,61.90,68,7.35,6.91,109,86,84,41,4,7,31,11,8,3,0,14,17,20,133,95,20,95,138,40.77
Danton Heinen,PIT,L,76,874.65,15,14,10,4,29,63.04,128,11.72,14.1,201,170,149,61,7,15,16,8,8,0,0,8,20,35,63,80,27,0,4,0.00
Michael Bunting,TOR,L,79,1116.8333333333,21,37,22,15,58,63.74,161,13.04,20.32,267,220,194,105,7,23,68,30,29,0,1,42,21,36,78,98,21,5,7,41.67
Max Willman,PHI,C,41,465.11666666667,4,2,0,2,6,50.00,65,6.15,4.29,99,80,50,19,4,6,14,7,7,0,0,4,8,14,53,74,9,2,5,28.57
Gustav Forsling,FLA,D,71,1314.8666666667,10,27,13,14,37,41.11,139,7.19,6.89,289,185,87,14,8,9,18,9,9,0,0,8,46,44,43,119,66,0,0,-
Clark Bishop,OTT,C,9,72.65,0,1,0,1,1,100.00,8,0.00,0.89,22,16,9,4,2,1,6,3,3,0,0,4,2,0,12,12,3,3,3,50.00
Dakota Joshua,STL,C,30,251.61666666667,3,5,3,2,8,53.33,30,10.00,4.17,48,40,41,24,1,6,16,5,3,2,0,6,8,7,77,42,9,40,35,53.33
CJ Suess,WPG,L,3,16.716666666667,0,0,0,0,0,-,0,-,0.06,2,2,2,0,0,0,2,1,1,0,0,1,0,1,2,0,5,2,2,50.00
Dysin Mayo,ARI,D,67,1195.9333333333,4,8,2,6,12,27.91,71,5.63,2.87,152,100,40,5,1,10,27,11,10,1,0,5,32,13,120,77,85,0,0,-
Oskar Lindblom,PHI,L,79,979.03333333333,12,13,7,6,25,65.79,118,10.17,10.77,196,151,95,45,5,17,22,11,11,0,0,12,17,18,77,83,41,7,11,38.89
Anthony Angello,PIT,R,4,26.516666666667,0,0,0,0,0,0.00,2,0.00,0.08,2,2,1,0,0,0,2,1,1,0,0,0,0,0,13,2,0,0,1,0.00
Anders Bjork,BUF,L,58,661.3,5,3,3,0,8,47.06,49,10.20,4.28,90,61,54,22,4,5,10,5,5,0,0,9,11,14,11,50,15,1,3,25.00
Kevin Labanc,S.J,R,21,238.76666666667,1,1,1,0,2,50.00,25,4.00,1.88,43,34,23,6,3,2,6,3,3,0,0,3,5,6,27,21,2,0,1,0.00
Sammy Blais,NYR,L,14,171.85,0,4,3,1,4,50.00,15,0.00,1.87,30,23,20,9,0,0,17,7,6,1,0,6,3,2,36,24,8,2,3,40.00
Dylan Sikura,COL,C,5,47.466666666667,0,1,1,0,1,50.00,3,0.00,0.41,4,4,3,2,0,2,0,0,0,0,0,0,0,2,0,4,3,0,0,-
Victor Olofsson,BUF,L,72,941.55,13,23,15,8,36,78.26,116,11.21,9.94,205,160,111,33,10,14,6,3,3,0,0,4,15,18,9,41,14,0,1,0.00
Pierre Engvall,TOR,L,78,912.31666666667,12,17,12,5,29,80.56,131,9.16,12.67,233,186,138,45,8,12,28,14,14,0,0,15,40,26,65,126,9,20,25,44.44
Ondrej Kase,TOR,R,50,589.95,9,9,4,5,18,81.82,100,9.00,8.63,176,133,97,39,14,4,12,6,6,0,0,7,15,23,24,60,21,2,3,40.00
Jake Evans,MTL,C,72,956.55,13,15,10,5,28,63.64,113,11.50,10.61,176,138,110,55,3,9,16,8,8,0,0,12,30,28,84,110,27,383,362,51.41
Jacob Middleton,"MIN, S.J",D,66,1113.0666666667,4,8,5,3,12,23.53,67,5.97,3.9,114,87,31,6,4,8,82,26,16,10,0,15,17,24,114,55,55,0,0,-
Matthew Highmore,VAN,C,46,527.95,4,7,3,4,11,61.11,54,7.41,5.44,86,73,57,28,2,5,14,7,7,0,0,8,5,16,40,65,35,3,5,37.50
Bokondji Imama,ARI,L,4,17.45,1,0,0,0,1,50.00,3,33.33,0.35,4,3,3,3,0,0,5,1,0,1,0,1,1,0,10,0,0,0,0,-
