Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
Vladimir Tarasenko,STL,R,75,1062.35,29,30,15,15,59,76.62,172,16.86,18.35,286,226,196,62,11,17,28,10,9,0,1,13,25,16,82,68,40,4,7,36.36
Austin Watson,OTT,L,67,702.56666666667,9,6,5,1,15,62.50,84,10.71,7.57,142,113,67,32,9,12,87,29,21,7,1,22,15,11,208,56,54,5,10,33.33
Jaden Schwartz,SEA,C,37,588.35,7,12,7,5,19,65.52,86,8.14,7.39,144,118,81,30,2,5,14,7,7,0,0,9,14,25,42,56,13,16,16,50.00
Riley Sheahan,SEA,C,69,676.98333333333,4,11,7,4,15,50.00,64,6.25,5.53,100,82,62,29,4,6,2,1,1,0,0,10,9,14,16,34,20,184,180,50.55
Chris Wagner,BOS,R,1,13.783333333333,0,0,0,0,0,-,2,0.00,0.17,3,3,2,1,0,0,0,0,0,0,0,1,0,0,11,4,0,0,0,-
Jeff Skinner,BUF,L,80,1140.35,28,24,20,4,52,74.29,216,12.96,21.76,331,272,220,115,11,19,40,16,15,0,1,23,47,49,26,60,18,58,96,37.66
Zach Hyman,EDM,"C, L",76,1160.2333333333,21,19,14,5,40,72.73,174,12.07,20.26,284,227,210,114,2,22,20,10,10,0,0,17,26,21,67,127,19,28,23,54.90
Erik Gudbranson,CGY,D,78,1180.0166666667,6,11,5,6,17,32.69,121,4.96,3.88,258,171,39,4,5,12,55,20,15,5,0,11,33,17,137,162,49,0,0,-
Taylor Hall,BOS,L,81,1091.6,13,33,21,12,46,70.77,175,7.43,14.12,263,209,158,65,13,12,38,19,19,0,0,14,38,33,48,153,33,18,21,46.15
Brett Connolly,CHI,R,9,68.6,0,1,1,0,1,100.00,5,0.00,0.48,11,8,6,2,0,1,15,2,0,1,1,0,0,2,6,2,3,0,0,-
Ryan Johansen,NSH,C,79,1050.0,15,24,9,15,39,60.94,75,20.00,7.21,117,98,80,31,3,6,47,22,21,1,0,8,35,37,69,40,29,535,532,50.14
Tyler Seguin,DAL,C,81,1222.95,21,15,11,4,36,70.59,168,12.50,14.74,263,222,153,72,10,10,28,14,14,0,0,15,41,22,93,39,32,407,319,56.06
Mark Pysyk,BUF,D,68,1068.6333333333,3,9,3,6,12,30.00,64,4.69,3.9,126,99,32,12,2,4,16,8,8,0,0,3,17,20,39,57,63,0,0,-
Jarred Tinordi,NYR,D,7,88.75,1,0,0,0,1,100.00,5,20.00,0.19,15,9,3,0,0,0,7,2,1,1,0,2,1,0,17,5,7,0,0,-
Mikael Granlund,NSH,C,80,1228.6166666667,8,28,16,12,36,55.38,85,9.41,9.23,162,123,107,38,5,13,27,12,11,1,0,23,38,44,89,102,31,492,533,48.00
Nino Niederreiter,CAR,R,75,1000.8666666667,20,19,11,8,39,59.09,126,15.87,19.07,217,181,148,86,7,26,30,11,10,0,1,18,43,20,118,126,14,17,20,45.95
Bryan Rust,PIT,R,60,872.7,15,22,14,8,37,64.91,128,11.72,14.53,212,173,139,65,11,12,10,5,5,0,0,9,27,19,39,67,19,0,4,0.00
Joonas Donskoi,SEA,R,75,866.68333333333,2,16,4,12,18,58.06,68,2.94,7.8,125,98,91,40,4,3,12,6,6,0,0,10,17,15,34,106,19,5,6,45.45
Jani Hakanpaa,DAL,D,80,1108.2833333333,4,7,3,4,11,23.91,63,6.35,3.05,151,93,34,5,0,9,43,16,14,1,1,6,30,7,210,164,74,0,0,-
Sam Carrick,ANA,C,64,669.33333333333,10,8,2,6,18,85.71,75,13.33,7.13,131,107,70,39,6,4,76,23,13,10,0,19,13,12,117,72,17,173,182,48.73
Brendan Gallagher,MTL,R,56,702.31666666667,2,15,11,4,17,47.22,116,1.72,12.89,210,159,128,65,6,22,61,21,18,1,2,24,19,16,52,66,25,11,14,44.00
Jesper Fast,CAR,R,82,1060.5666666667,13,18,13,5,31,51.67,90,14.44,14.51,163,134,114,69,5,8,4,2,2,0,0,4,22,15,105,132,28,10,14,41.67
John Klingberg,DAL,D,74,1410.9333333333,5,22,13,9,27,42.19,101,4.95,6.2,270,159,75,9,3,14,32,16,16,0,0,12,74,11,55,167,72,0,0,-
Mark Stone,VGK,R,37,553.8,6,17,12,5,23,69.70,57,10.53,7.63,93,75,65,27,3,4,6,3,3,0,0,7,24,50,19,26,23,11,11,50.00
Michael Sgarbossa,WSH,C,10,91.533333333333,2,2,2,0,4,66.67,11,18.18,1.77,14,13,9,6,2,2,0,0,0,0,0,2,3,1,7,6,2,41,31,56.94
Alex Belzile,MTL,R,11,98.116666666667,0,0,0,0,0,0.00,11,0.00,0.8,17,12,8,2,0,1,4,2,2,0,0,2,4,3,15,11,4,7,11,38.89
Colin Blackwell,"SEA, TOR",C,58,614.55,8,10,4,6,18,78.26,63,12.70,5.32,111,82,58,27,4,4,4,2,2,0,0,8,14,17,91,67,20,63,64,49.61
Matthew Peca,STL,C,5,46.966666666667,0,1,0,1,1,inf,3,0.00,0.15,8,4,4,1,0,0,0,0,0,0,0,2,2,0,3,4,1,5,7,41.67
Ryan Dzingel,"ARI, S.J",C,32,407.41666666667,5,3,3,0,8,61.54,28,17.86,3.22,52,41,37,20,2,3,35,9,5,3,1,5,8,13,20,14,7,62,83,42.76
Ondrej Palat,T.B,L,77,1078.8,17,25,16,9,42,62.69,124,13.71,14.67,216,173,154,71,6,17,20,10,10,0,0,9,21,28,119,126,25,2,16,11.11
Josh Manson,"ANA, COL",D,67,1125.0666666667,6,9,4,5,15,37.50,89,6.74,4.36,168,119,56,15,4,7,56,25,23,2,0,11,38,34,158,93,55,0,0,-
Max McCormick,SEA,L,10,78.316666666667,0,0,0,0,0,0.00,8,0.00,0.68,15,13,10,6,0,2,10,5,5,0,0,1,1,2,11,9,3,2,2,50.00
Josh Archibald,EDM,R,8,59.916666666667,0,1,1,0,1,50.00,3,0.00,0.27,8,5,6,2,1,0,7,2,1,1,0,3,1,3,27,8,0,2,1,66.67
Travis Boyd,ARI,C,74,1050.8666666667,15,16,9,7,31,51.67,75,20.00,10.56,136,114,106,61,3,7,28,14,14,0,0,10,25,19,68,116,48,364,433,45.67
Dylan DeMelo,WPG,D,76,1200.2333333333,0,11,6,5,11,22.45,75,0.00,2.94,136,93,29,7,3,9,26,13,13,0,0,5,42,14,110,103,86,0,0,-
Gregory Hofmann,CBJ,C,24,279.56666666667,2,5,2,3,7,50.00,31,6.45,2.7,48,33,32,18,1,2,8,4,4,0,0,4,9,7,23,12,9,0,6,0.00
Johnny Gaudreau,CGY,L,82,1273.45,34,56,43,13,90,76.27,183,18.58,21.67,325,249,205,74,18,14,24,8,7,0,1,23,67,46,7,36,9,1,0,100.00
Fredrik Claesson,T.B,D,9,85.583333333333,0,0,0,0,0,0.00,4,0.00,0.08,11,7,2,1,0,1,0,0,0,0,0,0,3,1,12,14,5,0,0,-
Nick Seeler,PHI,D,43,524.11666666667,1,2,0,2,3,15.79,32,3.13,1.29,66,48,13,2,1,4,29,10,7,3,0,14,16,4,72,79,53,0,0,-
Sean Kuraly,CBJ,C,77,1021.55,14,14,3,11,28,51.85,109,12.84,13.14,172,146,94,50,10,9,57,23,21,1,1,13,26,24,227,90,41,519,482,51.85
Vincent Trocheck,CAR,C,81,1069.25,15,24,12,12,39,66.10,124,12.10,15.42,231,192,153,73,9,17,72,29,26,2,1,25,35,37,178,100,30,532,451,54.12
Joseph Cramarossa,MIN,C,1,6.9166666666667,0,1,0,1,1,100.00,1,0.00,0.07,1,1,1,0,0,0,2,1,1,0,0,0,0,1,1,2,0,0,0,-
T.J. Tynan,L.A,C,2,17.3,0,0,0,0,0,-,2,0.00,0.04,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,7,46.15
Adam Lowry,WPG,"C, L",79,963.15,10,4,3,1,14,53.85,96,10.42,14.47,168,139,119,65,1,15,59,15,7,7,1,19,18,29,217,96,29,447,355,55.74
Nick Cousins,NSH,C,68,732.28333333333,6,12,6,6,18,72.00,89,6.74,8.4,147,123,87,36,4,7,29,10,7,3,0,25,20,15,64,110,27,18,20,47.37
Steven Fogarty,BOS,C,2,20.666666666667,0,0,0,0,0,-,2,0.00,0.14,2,2,2,0,0,0,2,1,1,0,0,0,1,1,0,0,0,7,9,43.75
Blake Coleman,CGY,C,81,1054.5666666667,15,16,8,8,31,63.27,198,7.58,18.82,306,249,178,77,5,15,58,26,24,2,0,18,43,26,161,63,33,2,13,13.33
Logan Shaw,OTT,R,17,140.05,1,2,1,1,3,50.00,17,5.88,1.25,21,19,13,6,1,1,2,1,1,0,0,1,3,5,11,12,2,48,37,56.47
Andy Andreoff,NYI,C,6,58.583333333333,1,0,0,0,1,100.00,6,16.67,0.34,9,8,4,1,0,0,0,0,0,0,0,0,3,1,11,3,1,9,8,52.94
Josh Leivo,CAR,L,7,64.583333333333,1,2,1,1,3,60.00,10,10.00,1.28,14,14,7,5,0,1,2,1,1,0,0,0,1,0,4,6,0,0,0,-
Kyle Rau,MIN,C,5,41.6,0,0,0,0,0,-,3,0.00,0.06,5,3,3,1,1,0,0,0,0,0,0,0,0,0,6,2,0,1,1,50.00
Jean-Gabriel Pageau,NYI,C,77,1049.2833333333,13,14,6,8,27,61.36,99,13.13,10.32,149,129,103,62,9,9,28,11,9,2,0,16,34,23,167,90,39,577,470,55.11
Mike Reilly,BOS,D,70,1217.0166666667,3,10,5,5,13,27.08,122,2.46,4.84,208,161,52,14,4,12,30,15,15,0,0,3,33,19,90,110,47,0,0,-
Rocco Grimaldi,NSH,R,7,64.166666666667,0,0,0,0,0,0.00,8,0.00,0.86,13,10,7,4,2,1,2,1,1,0,0,2,3,4,4,5,0,4,3,57.14
Scott Mayfield,NYI,D,61,1059.1833333333,3,14,8,6,17,41.46,77,3.90,3.56,199,122,56,8,1,11,43,16,13,3,0,6,51,10,71,50,71,0,0,-
Boone Jenner,CBJ,C,59,933.45,15,19,10,9,34,64.15,120,12.50,11.74,208,170,119,52,5,11,16,8,8,0,0,11,25,28,78,36,46,479,408,54.00
Dmitrij Jaskin,ARI,R,12,158.56666666667,0,1,1,0,1,25.00,20,0.00,1.91,37,29,20,11,0,2,4,2,2,0,0,1,8,3,45,18,9,3,4,42.86
Victor Rask,"MIN, SEA",C,47,532.21666666667,9,11,5,6,20,68.97,52,17.31,4.54,87,72,55,16,3,7,2,1,1,0,0,1,13,13,15,30,4,87,85,50.58
Brandon Saad,STL,L,78,1060.3166666667,15,18,11,7,33,60.00,111,13.51,13.82,182,147,127,50,7,9,8,4,4,0,0,9,22,38,17,46,18,7,9,43.75
Brett Ritchie,CGY,R,41,394.76666666667,3,1,1,0,4,30.77,55,5.45,4.81,91,75,55,23,5,3,29,12,11,1,0,7,11,3,78,39,5,1,3,25.00
Joel Edmundson,MTL,D,24,409.78333333333,3,3,2,1,6,27.27,29,10.34,0.9,56,38,11,1,1,2,33,11,9,1,1,5,26,4,57,29,30,0,0,-
Matt Nieto,S.J,L,70,875.35,6,11,8,3,17,65.38,71,8.45,6.33,108,95,67,32,1,5,19,8,7,1,0,15,16,19,94,99,10,2,9,18.18
William Karlsson,VGK,C,67,987.45,9,21,11,10,30,62.50,119,7.56,11.7,196,160,128,61,3,16,10,5,5,0,0,9,29,39,37,85,29,402,364,52.48
Scott Harrington,CBJ,D,7,91.783333333333,0,1,0,1,1,50.00,5,0.00,0.19,9,7,2,1,0,1,4,2,2,0,0,1,0,2,8,10,7,0,0,-
Nikita Kucherov,T.B,R,47,752.75,16,23,15,8,39,68.42,113,14.16,10.63,195,151,117,33,11,10,18,9,9,0,0,15,28,24,28,41,1,1,0,100.00
Ryan Nugent-Hopkins,EDM,C,63,870.86666666667,7,15,10,5,22,50.00,94,7.45,8.73,149,115,92,37,4,10,10,5,5,0,0,7,28,35,42,55,27,151,199,43.14
Gabriel Landeskog,COL,L,51,829.78333333333,23,21,11,10,44,66.67,109,21.10,15.49,195,143,132,69,7,10,57,20,16,3,1,14,24,17,89,55,30,190,159,54.44
Jonathan Huberdeau,FLA,"C, L",80,1110.7666666667,22,50,31,19,72,79.12,159,13.84,18.17,239,197,169,86,10,22,52,18,16,0,2,22,64,43,90,71,18,15,32,31.91
Adam Larsson,SEA,D,82,1597.9,8,16,10,6,24,38.10,113,7.08,4.4,252,168,68,9,2,11,47,22,21,1,0,6,33,19,166,88,98,0,0,-
Ryan Strome,NYR,C,74,1109.3666666667,15,24,13,11,39,60.00,123,12.20,12.97,196,163,111,60,8,10,67,28,26,1,1,14,27,28,41,57,13,333,425,43.93
Mika Zibanejad,NYR,C,81,1199.9666666667,13,35,23,12,48,66.67,142,9.15,13.86,238,193,123,53,10,13,12,6,6,0,0,12,46,49,62,64,38,534,462,53.61
Mark Scheifele,WPG,C,67,1174.3166666667,22,29,16,13,51,73.91,122,18.03,13.85,196,159,142,66,6,13,14,7,7,0,0,19,51,47,34,108,45,336,335,50.07
Sean Couturier,PHI,C,29,447.11666666667,4,7,5,2,11,57.89,64,6.25,6.48,99,78,56,25,5,9,12,6,6,0,0,6,15,17,21,24,16,178,134,57.05
Dougie Hamilton,N.J,D,62,1127.2166666667,7,15,6,9,22,32.84,167,4.19,8.55,327,239,114,30,19,17,22,11,11,0,0,5,46,17,82,48,57,0,0,-
Jonas Brodin,MIN,D,73,1403.2,4,18,6,12,22,28.95,109,3.67,4.02,199,136,59,9,3,11,18,9,9,0,0,5,23,17,36,105,91,0,0,-
Sven Baertschi,VGK,L,1,13.866666666667,0,0,0,0,0,-,1,0.00,0.03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-
Jamie Oleksiak,SEA,D,72,1250.05,1,15,9,6,16,27.59,92,1.09,6.42,173,125,57,19,4,14,54,17,12,4,1,7,46,30,168,94,60,0,0,-
J.T. Miller,VAN,C,80,1250.5666666667,23,35,17,18,58,78.38,143,16.08,17.54,250,208,185,83,8,24,37,17,16,1,0,18,44,38,158,72,42,527,422,55.53
Joel Armia,MTL,R,60,687.05,4,6,4,2,10,47.62,85,4.71,7.82,155,114,90,38,10,11,14,7,7,0,0,13,21,23,96,43,20,3,12,20.00
Nathan Beaulieu,WPG,D,24,208.7,0,3,3,0,3,60.00,22,0.00,0.85,50,36,9,1,2,4,25,8,5,3,0,4,11,0,16,15,13,0,0,-
Connor Murphy,CHI,D,57,1078.2833333333,4,6,2,4,10,23.26,67,5.97,2.81,146,94,31,2,1,7,45,21,20,1,0,11,42,16,122,129,119,0,0,-
Stefan Noesen,CAR,R,2,26.283333333333,0,0,0,0,0,0.00,4,0.00,0.65,10,8,5,4,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,-
Phillip Danault,L.A,"C, L",79,1133.2,25,19,10,9,44,68.75,159,15.72,19.47,249,214,170,89,4,21,30,12,10,2,0,14,23,18,67,90,21,550,467,54.08
Vladislav Namestnikov,"DAL, DET",C,75,953.7,15,13,7,6,28,66.67,88,17.05,13.24,143,115,98,62,4,9,43,17,14,3,0,17,20,18,61,88,34,22,26,45.83
Rickard Rakell,"ANA, PIT","L, R",70,1094.3666666667,15,16,9,7,31,52.54,152,9.87,14.88,289,223,172,68,8,10,10,5,5,0,0,8,30,27,98,90,42,34,41,45.33
Seth Griffith,EDM,C,1,5.6166666666667,0,0,0,0,0,0.00,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-
Turner Elson,DET,C,2,26.65,0,0,0,0,0,0.00,1,0.00,0.02,2,2,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,-
Colin Miller,BUF,D,38,624.23333333333,2,9,5,4,11,36.67,37,5.41,1.25,81,56,14,1,0,4,19,8,7,1,0,6,13,6,45,46,35,0,0,-
Jonathan Marchessault,VGK,C,76,1172.8666666667,25,21,16,5,46,75.41,209,11.96,21.67,353,275,180,72,11,19,34,13,12,0,1,8,35,37,59,112,15,41,52,44.09
Kurtis Gabriel,CHI,R,2,12.05,0,0,0,0,0,-,0,-,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,0,0,0,-
Barclay Goodrow,NYR,C,79,1090.15,12,17,11,6,29,58.00,95,12.63,14.16,154,131,103,61,4,10,57,23,20,3,0,18,28,28,126,74,38,249,251,49.80
Brad Hunt,VAN,D,50,704.71666666667,3,12,6,6,15,50.00,60,5.00,1.93,115,81,26,1,0,9,12,6,6,0,0,3,19,10,22,72,45,0,0,-
Torey Krug,STL,D,64,1121.3,5,18,9,9,23,30.67,88,5.68,4.48,195,134,54,9,2,11,46,23,23,0,0,6,27,16,52,47,59,0,0,-
Matt Tennyson,NSH,D,8,99.966666666667,0,3,2,1,3,60.00,5,0.00,0.19,11,8,5,0,0,1,4,2,2,0,0,0,7,1,12,14,3,0,0,-
Luke Glendening,DAL,C,82,968.71666666667,9,5,3,2,14,66.67,100,9.00,11.34,167,145,118,66,3,6,15,6,5,1,0,11,13,11,176,104,46,340,217,61.04
Yanni Gourde,SEA,C,74,1100.85,17,20,17,3,37,72.55,106,16.04,12.37,195,155,116,62,7,9,36,15,13,2,0,17,36,42,66,88,26,372,385,49.14
Ryan Murray,COL,D,37,478.7,0,3,1,2,3,16.67,26,0.00,1.01,45,33,13,3,1,2,2,1,1,0,0,3,8,4,30,29,38,0,0,-
Alex Galchenyuk,ARI,C,60,737.43333333333,6,14,7,7,20,62.50,80,7.50,9.02,133,112,88,47,4,12,28,14,14,0,0,4,26,18,67,61,20,205,189,52.03
Morgan Rielly,TOR,D,82,1564.8,8,34,21,13,42,40.00,181,4.42,7.66,317,240,99,14,5,14,34,17,17,0,0,7,63,35,83,128,68,0,0,-
Hampus Lindholm,"ANA, BOS",D,71,1381.9666666667,4,17,9,8,21,32.31,124,3.23,6.31,240,174,68,15,5,9,44,21,21,0,0,13,44,32,62,104,72,0,0,-
Matt Dumba,MIN,D,57,1097.5666666667,6,16,9,7,22,36.67,95,6.32,5.81,202,123,47,11,3,15,45,21,20,1,0,9,22,14,100,54,64,0,0,-
Brendan Gaunce,CBJ,C,30,242.5,5,2,1,1,7,63.64,44,11.36,4.44,71,62,44,13,1,2,12,6,6,0,0,2,3,8,42,13,9,66,60,52.38
Brady Skjei,CAR,D,82,1518.8666666667,9,30,16,14,39,47.56,173,5.20,7.94,319,242,83,18,5,25,44,21,21,0,0,7,53,44,89,110,58,0,0,-
Stefan Matteau,COL,C,1,3.65,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Tanner Pearson,VAN,L,68,934.1,13,18,8,10,31,64.58,143,9.09,14.57,217,177,136,53,6,15,21,8,7,1,0,13,14,21,81,82,34,12,20,37.50
Scott Laughton,PHI,C,67,942.65,9,18,9,9,27,69.23,96,9.38,9.91,178,131,114,60,5,10,31,14,13,1,0,22,32,27,148,54,36,344,301,53.33
Mark Jankowski,BUF,C,19,220.61666666667,2,3,1,2,5,71.43,13,15.38,1.36,27,20,19,7,2,2,4,2,2,0,0,5,10,4,5,12,5,66,61,51.97
Olli Maatta,L.A,D,66,1079.8333333333,1,7,2,5,8,17.02,60,1.67,2.34,134,84,32,2,5,3,10,4,4,0,0,1,32,10,57,118,25,0,0,-
Mike Matheson,PIT,D,74,1318.5166666667,11,18,9,9,29,40.85,130,8.46,6.47,275,196,85,13,4,17,33,14,13,1,0,18,42,43,93,132,73,0,0,-
Zemgus Girgensons,BUF,L,56,691.0,7,7,6,1,14,66.67,80,8.75,7.27,130,106,81,38,4,9,25,7,5,1,1,9,9,18,79,76,18,106,110,49.07
Cody Ceci,EDM,D,78,1421.3166666667,5,20,7,13,25,35.71,98,5.10,3.37,209,134,44,5,2,9,12,6,6,0,0,1,37,13,103,140,82,0,0,-
Tom Wilson,WSH,R,78,1126.1,18,21,10,11,39,56.52,112,16.07,12.68,202,164,122,64,8,10,88,27,19,6,2,28,38,28,214,129,36,10,13,43.48
Tomas Hertl,S.J,C,82,1294.4833333333,24,23,15,8,47,61.84,158,15.19,18.06,295,218,201,104,18,23,24,11,11,0,0,13,24,47,97,93,11,585,548,51.63
Teuvo Teravainen,CAR,L,77,1013.1333333333,11,20,13,7,31,51.67,121,9.09,12.32,205,164,110,47,1,12,20,10,10,0,0,6,35,25,13,43,23,24,19,55.81
Derrick Pouliot,"SEA, VGK",D,11,168.58333333333,0,4,3,1,4,40.00,8,0.00,0.5,30,17,11,2,0,2,4,2,2,0,0,0,10,3,10,7,11,0,0,-
Jacob Trouba,NYR,D,81,1549.1166666667,10,23,13,10,33,42.86,176,5.68,9.42,343,238,108,29,8,26,77,31,26,5,0,21,55,19,183,103,132,0,0,-
Slater Koekkoek,EDM,D,19,205.98333333333,0,4,2,2,4,33.33,11,0.00,0.33,26,19,6,2,2,1,16,8,8,0,0,1,1,1,21,24,17,0,0,-
Filip Forsberg,NSH,L,69,1027.7666666667,32,25,15,10,57,78.08,170,18.82,18.13,307,249,184,70,14,9,20,10,10,0,0,23,44,44,105,52,42,1,0,100.00
Radek Faksa,DAL,C,77,1061.9666666667,3,13,7,6,16,69.57,86,3.49,10.62,146,127,83,45,1,18,50,21,19,2,0,16,25,20,125,112,57,332,268,55.33
Matt Grzelcyk,BOS,D,73,1244.35,4,15,6,9,19,28.36,112,3.57,3.74,193,141,48,7,3,3,22,11,11,0,0,2,39,21,36,68,79,0,0,-
Colton Parayko,STL,D,80,1695.8166666667,5,28,9,19,33,34.02,123,4.07,6.54,229,170,70,17,3,12,18,9,9,0,0,17,51,48,67,116,133,0,0,-
Oskar Sundqvist,"DET, STL",C,59,685.46666666667,8,15,12,3,23,58.97,62,12.90,6.34,106,80,65,22,3,8,29,9,7,1,1,10,23,10,67,58,20,72,84,46.15
Esa Lindell,DAL,D,76,1437.4333333333,3,16,11,5,19,32.76,120,2.50,3.59,192,141,53,7,3,10,12,6,6,0,0,6,48,17,106,105,116,0,0,-
Chandler Stephenson,VGK,C,79,1225.1,14,34,13,21,48,63.16,89,15.73,11.1,143,115,91,47,3,10,26,13,13,0,0,11,24,32,64,128,35,530,507,51.11
Shayne Gostisbehere,ARI,D,82,1512.4833333333,12,20,8,12,32,50.00,113,10.62,5.41,228,161,69,12,6,8,24,12,12,0,0,20,71,38,55,73,96,0,0,-
Mackenzie MacEachern,STL,L,14,111.48333333333,0,2,2,0,2,66.67,14,0.00,1.57,19,16,13,9,1,4,4,2,2,0,0,0,2,7,19,13,1,0,0,-
Devin Shore,EDM,C,49,409.61666666667,4,6,4,2,10,62.50,30,13.33,3.6,58,45,38,16,2,4,10,5,5,0,0,2,8,13,64,51,17,89,97,47.85
Jujhar Khaira,CHI,L,27,315.3,3,0,0,0,3,60.00,31,9.68,2.75,50,38,29,14,0,1,13,5,4,1,0,4,1,2,86,36,13,46,36,56.10
Adam Pelech,NYI,D,78,1460.5333333333,3,23,10,13,26,38.24,101,2.97,5.04,216,131,69,13,1,17,38,15,14,0,1,4,39,43,94,117,99,0,0,-
Jimmy Vesey,N.J,L,68,823.61666666667,6,7,3,4,13,61.90,97,6.19,10.5,160,137,98,47,8,6,10,5,5,0,0,5,27,42,83,33,13,12,30,28.57
Chris Tierney,OTT,C,70,757.83333333333,3,10,1,9,13,56.52,59,5.08,6.93,100,83,69,36,3,10,12,6,6,0,0,3,26,20,42,46,26,230,228,50.22
Jordan Martinook,CAR,L,59,627.53333333333,6,9,6,3,15,62.50,72,8.33,7.58,146,116,87,44,8,6,18,9,9,0,0,6,14,10,83,104,11,21,27,43.75
Damon Severson,N.J,D,80,1494.6,6,23,13,10,29,43.94,117,5.13,7.24,240,173,68,17,7,11,45,21,20,1,0,5,51,29,81,90,41,0,0,-
Martin Frk,L.A,R,6,62.9,0,0,0,0,0,-,7,0.00,0.63,16,12,9,3,1,0,2,1,1,0,0,1,5,0,10,3,0,0,0,-
Colton Sissons,NSH,C,79,1010.6166666667,6,18,8,10,24,60.00,74,8.11,9.17,143,116,81,42,4,8,30,15,15,0,0,4,21,15,184,76,23,539,409,56.86
Teddy Blueger,PIT,C,65,821.76666666667,8,18,7,11,26,66.67,81,9.88,7.54,120,101,77,36,6,8,10,5,5,0,0,7,19,28,85,79,21,290,245,54.21
Jake McCabe,CHI,D,75,1319.9666666667,4,18,7,11,22,44.00,76,5.26,4.17,175,107,55,7,3,9,31,14,13,1,0,12,51,15,145,137,118,0,0,-
Brock McGinn,PIT,L,64,825.45,12,10,7,3,22,73.33,92,13.04,10.43,147,120,96,44,7,9,14,7,7,0,0,8,18,16,90,83,31,14,22,38.89
Dominic Toninato,WPG,C,77,526.38333333333,6,3,3,0,9,64.29,39,15.38,5.06,79,58,56,23,2,0,20,10,10,0,0,3,9,9,90,52,20,81,104,43.78
Jaccob Slavin,CAR,D,79,1493.05,3,30,12,18,33,37.08,139,2.16,6.59,293,200,82,15,6,14,10,5,5,0,0,6,37,52,37,110,86,0,0,-
Andreas Athanasiou,L.A,C,28,377.9,11,5,3,2,16,69.57,60,18.33,8.16,105,89,62,30,7,5,2,1,1,0,0,11,8,15,11,27,5,6,5,54.55
Gemel Smith,DET,C,3,20.116666666667,0,1,0,1,1,100.00,1,0.00,0.01,1,1,0,0,0,0,5,1,0,1,0,1,0,0,0,3,0,6,3,66.67
Brett Kulak,"EDM, MTL",D,74,1221.8166666667,5,15,6,9,20,36.36,89,5.62,3.12,176,116,43,10,4,15,45,21,20,1,0,12,49,18,95,111,55,0,0,-
Cedric Paquette,MTL,C,24,166.16666666667,0,2,1,1,2,66.67,14,0.00,1.06,24,19,12,5,0,0,25,7,5,1,1,1,3,1,58,13,7,22,51,30.14
Erik Gustafsson,CHI,D,59,833.73333333333,3,11,7,4,14,35.00,59,5.08,2.54,136,88,30,3,3,5,14,7,7,0,0,2,34,8,43,68,48,0,0,-
Josh Anderson,MTL,R,69,1035.45,17,12,6,6,29,64.44,134,12.69,15.52,249,195,163,75,12,17,54,20,17,2,1,23,27,29,146,71,34,17,19,47.22
Danny O'Regan,ANA,C,5,50.283333333333,0,1,1,0,1,100.00,2,0.00,0.27,6,2,5,1,0,1,0,0,0,0,0,0,0,1,3,5,4,11,17,39.29
Paul LaDue,NYI,D,1,11.05,0,0,0,0,0,-,0,-,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,-
Matthew Benning,NSH,D,65,913.55,0,11,7,4,11,37.93,60,0.00,2.11,113,78,31,6,1,7,29,13,12,1,0,11,27,8,75,110,41,0,0,-
Petteri Lindbohm,FLA,D,9,123.68333333333,0,1,0,1,1,20.00,9,0.00,0.4,25,16,6,1,1,0,5,1,0,1,0,2,8,4,24,19,8,0,0,-
Vinnie Hinostroza,BUF,C,62,825.75,12,12,8,4,24,77.42,90,13.33,7.93,150,120,63,30,5,6,24,11,11,0,0,14,25,21,25,58,10,12,13,48.00
Riley Barber,DET,R,4,29.95,0,0,0,0,0,0.00,3,0.00,0.1,5,4,2,0,0,0,2,1,1,0,0,0,3,1,3,8,0,0,0,-
Connor Brown,OTT,R,64,983.53333333333,9,17,11,6,26,63.41,91,9.89,9.69,174,126,104,40,5,10,8,4,4,0,0,9,38,38,13,73,26,18,26,40.91
Ben Hutton,VGK,D,58,852.11666666667,3,10,6,4,13,33.33,78,3.85,3.37,165,102,33,5,4,7,32,10,6,4,0,8,16,16,49,143,60,0,0,-
Alexander Kerfoot,TOR,C,82,1095.3,13,34,17,17,47,68.12,107,12.15,10.96,175,144,119,56,8,9,18,9,9,0,0,20,38,27,70,154,54,59,72,45.04
