"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"177","Greg McKegg","NYR","C","43","2.5833333333333","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","-","-","2","1","0","9","100.00","3","1","0","100.00"
"182","Tyler Pitlick","CGY, MTL","C","39","2.7666666666667","2","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.08","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","0","1","1","8","0.00","2","1","1","66.67"
"201","Jarred Tinordi","NYR","D","7","0.68333333333333","2","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.39","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","0","1","0","3","-","0","1","0","-"
"206","Jani Hakanpaa","DAL","D","80","4.15","4","0","100.00","4","0","100.00","2","0","100.00","0","0","-","0.39","0","100.00","2","0","100.00","0","0","-","0","0","-","2","0","100.00","0","0","-","2","0","100.00","0","0","-","0.00","-","0.00","7","2","3","13","70.00","8","2","3","72.73"
"221","Dylan DeMelo","WPG","D","76","1.7333333333333","2","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.09","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","4","2","0","8","100.00","4","3","0","100.00"
"227","T.J. Tynan","L.A","C","2","4.3833333333333","4","0","100.00","4","0","100.00","2","0","100.00","0","0","-","0.28","0","100.00","2","0","100.00","0","0","-","0","0","-","2","0","100.00","0","0","-","2","0","100.00","0","0","-","0.00","-","0.00","1","3","0","2","100.00","1","3","0","100.00"
"242","Brett Ritchie","CGY","R","41","2.5","2","0","100.00","2","0","100.00","1","0","100.00","1","0","100.00","0.35","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","100.00","-","1.00","2","0","0","10","100.00","3","0","0","100.00"
"264","Stefan Noesen","CAR","R","2","2.3666666666667","5","0","100.00","4","0","100.00","3","0","100.00","1","0","100.00","0.3","0","100.00","3","0","100.00","1","0","100.00","0","0","-","2","0","100.00","1","0","100.00","4","0","100.00","0","0","-","33.33","-","0.33","1","0","0","0","100.00","5","0","0","100.00"
"277","Ryan Murray","COL","D","37","1.8166666666667","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","-","-","0","0","0","4","-","0","0","0","-"
"286","Mark Jankowski","BUF","C","19","1.4333333333333","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0.03","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","-","-","0","2","0","3","-","1","2","0","100.00"
"290","Cody Ceci","EDM","D","78","4.7333333333333","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.05","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","2","0","100.00","0","0","-","0.00","-","0.00","10","2","0","3","100.00","10","2","0","100.00"
"294","Derrick Pouliot","SEA, VGK","D","11","0.6","2","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","1","0","1","-","1","1","0","100.00"
"307","Jujhar Khaira","CHI","L","27","1.0333333333333","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","-","-","-","4","0","0","1","100.00","4","0","0","100.00"
"308","Adam Pelech","NYI","D","78","15.366666666667","14","0","100.00","12","0","100.00","10","0","100.00","1","0","100.00","1","0","100.00","4","0","100.00","3","0","100.00","0","0","-","1","0","100.00","0","0","-","11","0","100.00","0","0","-","10.00","-","0.10","15","1","1","52","93.75","21","1","1","95.45"
"318","Dominic Toninato","WPG","C","77","3.9333333333333","6","0","100.00","6","0","100.00","5","0","100.00","1","0","100.00","0.68","0","100.00","3","0","100.00","3","0","100.00","1","0","100.00","0","0","-","0","0","-","3","0","100.00","0","0","-","20.00","-","0.20","1","1","0","10","100.00","4","1","0","100.00"
"321","Gemel Smith","DET","C","3","0.18333333333333","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0.05","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","-","-","1","0","0","0","100.00","1","0","0","100.00"
"323","Cedric Paquette","MTL","C","24","1.8666666666667","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.13","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","1","1","0","6","100.00","1","1","0","100.00"
"331","Ben Hutton","VGK","D","58","1.5166666666667","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.29","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0.00","-","0.00","2","3","1","6","66.67","2","3","1","66.67"
"334","Liam O'Brien","ARI","C","39","3.4666666666667","4","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.09","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","2","0","100.00","0","0","-","0.00","-","0.00","1","0","2","5","33.33","1","0","2","33.33"
