Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
Drake Batherson,OTT,R,46,150.11666666667,3,11,8,3,14,56.00,16,18.75,3.6,29,22,25,14,0,6,4,2,2,0,0,0,4,0,3,3,1,1,2,33.33
Jacob Peterson,DAL,C,65,45.783333333333,0,1,0,1,1,50.00,4,0.00,0.85,7,5,6,2,0,1,0,0,0,0,0,0,3,0,0,2,0,0,2,0.00
Noah Cates,PHI,L,16,0.73333333333333,1,0,0,0,1,100.00,1,100.00,0.15,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Sebastian Aho,NYI,D,36,25.916666666667,0,2,2,0,2,66.67,5,0.00,0.48,10,8,5,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,-
Marian Studenic,"DAL, N.J","L, R",33,4.8166666666667,0,0,0,0,0,-,0,-,0.1,3,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-
Jakub Galvas,CHI,D,6,9.4666666666667,0,0,0,0,0,-,1,0.00,0.06,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-
Ben Jones,VGK,C,2,0.033333333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Alexei Toropchenko,STL,R,28,0.43333333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Morgan Barron,"NYR, WPG",C,27,0.63333333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.00
Carson Meyer,CBJ,R,13,0.083333333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Wyatt Kalynuk,CHI,D,5,0.033333333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Jayden Halbgewachs,S.J,L,3,2.2166666666667,0,0,0,0,0,-,0,-,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Grant Hutton,NYI,D,16,0.65,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Sheldon Dries,VAN,C,11,9.35,1,0,0,0,1,50.00,1,100.00,0.18,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,25.00
Sean Walker,L.A,D,6,10.6,0,1,0,1,1,100.00,2,0.00,0.08,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Mark Kastelic,OTT,C,16,3.6333333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,100.00
Alexander True,SEA,C,8,0.15,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
Sean Durzi,L.A,D,64,158.38333333333,2,13,6,7,15,93.75,33,6.06,2.84,67,46,30,4,0,10,4,2,2,0,0,0,4,2,4,3,1,0,0,-
Kristian Reichel,WPG,C,13,0.05,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Parker Kelly,OTT,"C, L",41,2.7833333333333,0,0,0,0,0,-,1,0.00,0.08,1,1,1,0,0,0,15,2,0,1,1,0,0,0,1,0,0,0,0,-
Pius Suter,DET,C,82,111.61666666667,0,3,2,1,3,75.00,14,0.00,2.7,26,22,19,11,0,3,0,0,0,0,0,0,3,2,0,2,0,32,28,53.33
Austin Strand,L.A,D,8,0.21666666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Zach Whitecloud,VGK,D,59,4.1333333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Kiefer Sherwood,COL,L,11,6.3166666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Eric Robinson,CBJ,L,67,2.6166666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Oliver Wahlstrom,NYI,R,73,106.73333333333,5,3,0,3,8,66.67,37,13.51,3.72,66,48,30,8,1,2,6,3,3,0,0,0,1,1,0,4,0,1,0,100.00
Martin Fehervary,WSH,D,79,2.6333333333333,0,0,0,0,0,0.00,0,-,0.06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-
Joel Farabee,PHI,L,63,156.1,1,2,1,1,3,33.33,19,5.26,2.93,41,29,17,8,0,2,6,3,3,0,0,1,2,1,1,8,0,6,8,42.86
Philipp Kurashev,CHI,C,67,81.066666666667,2,3,3,0,5,83.33,5,40.00,0.86,12,8,9,4,0,1,2,1,1,0,0,0,0,2,1,7,0,2,6,25.00
Quinn Hughes,VAN,D,76,262.96666666667,0,31,12,19,31,72.09,46,0.00,2.88,101,59,27,2,1,6,4,2,2,0,0,0,4,5,3,8,0,0,0,-
Brady Tkachuk,OTT,L,79,251.53333333333,9,8,7,1,17,45.95,87,10.34,14.14,119,106,103,74,1,13,11,4,3,1,0,3,12,0,7,16,3,123,109,53.02
Ryan McLeod,EDM,C,71,56.166666666667,2,3,2,1,5,100.00,8,25.00,1.06,12,11,10,5,0,0,0,0,0,0,0,0,0,0,0,3,0,25,27,48.08
Evan Bouchard,EDM,D,81,107.45,2,5,1,4,7,53.85,25,8.00,2.09,43,35,10,1,0,5,2,1,1,0,0,0,2,2,1,1,1,0,0,-
Isac Lundestrom,ANA,C,80,35.683333333333,0,0,0,0,0,0.00,2,0.00,0.15,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,3,0,5,4,55.56
Mattias Samuelsson,BUF,D,42,2.1333333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
Joe Veleno,DET,C,66,26.466666666667,0,0,0,0,0,0.00,4,0.00,0.48,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,6,10,37.50
K'Andre Miller,NYR,D,82,34.95,1,0,0,0,1,100.00,6,16.67,0.83,11,8,3,2,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,-
Filip Zadina,DET,R,74,137.4,4,4,1,3,8,80.00,33,12.12,4.44,58,46,36,12,1,1,2,1,1,0,0,1,9,1,0,5,0,0,2,0.00
Martin Kaut,COL,R,6,10.216666666667,0,0,0,0,0,-,0,-,0.16,3,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-
Jesperi Kotkaniemi,CAR,C,66,78.85,0,4,2,2,4,44.44,7,0.00,1.27,13,10,10,5,0,1,4,2,2,0,0,1,1,0,0,1,0,18,11,62.07
Andrei Svechnikov,CAR,R,78,223.88333333333,9,13,5,8,22,56.41,67,13.43,9.51,116,92,71,20,1,8,4,2,2,0,0,0,10,2,3,7,2,0,0,-
Alec Regula,CHI,D,15,12.533333333333,0,0,0,0,0,-,4,0.00,0.16,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-
Rasmus Dahlin,BUF,D,80,245.71666666667,3,18,9,9,21,80.77,30,10.00,2.19,62,40,12,2,0,4,6,3,3,0,0,1,4,2,5,1,2,0,0,-
Grigori Denisenko,FLA,L,1,1.0166666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Rasmus Kupari,L.A,C,57,30.2,1,2,0,2,3,60.00,4,25.00,0.51,5,5,4,3,0,0,2,1,1,0,0,0,1,0,0,1,0,5,9,35.71
Sampo Ranta,COL,L,10,14.683333333333,0,0,0,0,0,-,1,0.00,0.31,2,2,2,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0.00
Ryan Merkley,S.J,D,39,54.366666666667,0,2,1,1,2,66.67,4,0.00,0.12,9,4,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,-
Barrett Hayton,ARI,C,60,92.45,2,3,1,2,5,62.50,10,20.00,2.01,17,15,13,8,0,2,2,1,1,0,0,2,3,0,4,4,0,48,37,56.47
Jack McBain,ARI,C,10,5.7,0,0,0,0,0,-,2,0.00,0.75,3,3,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Cameron Hillis,MTL,C,1,0.66666666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Kevin Bahl,N.J,D,17,0.53333333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Gabriel Fortier,T.B,L,10,0.033333333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Noah Dobson,NYI,D,80,210.68333333333,3,19,7,12,22,75.86,34,8.82,2.77,80,56,14,1,1,6,4,2,2,0,0,0,7,3,1,2,3,0,0,-
Benoit-Olivier Groulx,ANA,C,18,1.3833333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
Adam Boqvist,CBJ,D,52,100.76666666667,3,3,1,2,6,75.00,10,30.00,1.0,22,15,9,1,0,1,0,0,0,0,0,0,2,2,2,3,3,0,0,-
Rasmus Sandin,TOR,D,51,70.9,0,3,1,2,3,33.33,5,0.00,0.39,14,10,4,0,0,0,2,1,1,0,0,1,4,1,0,2,2,0,0,-
Nils Lundkvist,NYR,D,25,31.016666666667,1,1,0,1,2,100.00,11,9.09,0.64,18,14,3,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,-
Jacob Bernard-Docker,OTT,D,8,0.11666666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Ty Smith,N.J,D,66,86.216666666667,0,4,2,2,4,57.14,4,0.00,0.55,19,11,5,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,-
Calen Addison,MIN,D,15,22.866666666667,0,0,0,0,0,0.00,1,0.00,0.05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-
Jordan Harris,MTL,D,10,4.5,0,0,0,0,0,-,0,-,0.0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,-
Jan Jenik,ARI,R,13,7.8166666666667,0,0,0,0,0,-,2,0.00,0.38,4,4,4,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-
Karson Kuhlman,"BOS, SEA",C,44,1.2333333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Juuso Riikola,PIT,D,5,8.7166666666667,0,0,0,0,0,-,0,-,0.12,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-
Ilya Lyubushkin,"ARI, TOR",D,77,2.4666666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Nathan Smith,ARI,C,10,17.6,0,0,0,0,0,0.00,0,-,0.04,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,50.00
Connor Dewar,MIN,C,35,1.9333333333333,0,1,0,1,1,100.00,0,-,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,50.00
Riley Damiani,DAL,C,7,3.4333333333333,0,0,0,0,0,-,0,-,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
Josiah Slavin,CHI,L,15,0.38333333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
Alexander Romanov,MTL,D,79,9.1666666666667,0,0,0,0,0,-,0,-,0.04,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-
Paul Cotter,VGK,C,7,0.15,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Jesse Ylonen,MTL,R,14,17.616666666667,0,0,0,0,0,-,2,0.00,0.09,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Scott Perunovich,STL,D,19,38.533333333333,0,3,2,1,3,50.00,4,0.00,0.22,5,4,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-
Jasper Weatherby,S.J,C,50,60.016666666667,1,1,1,0,2,25.00,4,25.00,0.41,5,4,4,2,0,0,0,0,0,0,0,0,0,2,0,4,0,4,5,44.44
Yegor Sharangovich,N.J,C,76,91.933333333333,2,2,1,1,4,66.67,12,16.67,1.9,24,19,20,4,0,0,0,0,0,0,0,0,5,1,0,2,0,10,12,45.45
John Leonard,S.J,L,14,11.333333333333,0,1,1,0,1,100.00,1,0.00,0.36,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-
Rafael Harvey-Pinard,MTL,L,4,7.4666666666667,0,0,0,0,0,-,1,0.00,0.29,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-
Egor Sokolov,OTT,L,8,6.0,0,0,0,0,0,-,2,0.00,0.44,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-
Simon Benoit,ANA,D,53,0.43333333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Reese Johnson,CHI,C,37,0.48333333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.00
Jake Christiansen,CBJ,D,8,0.28333333333333,0,0,0,0,0,-,0,-,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Egor Zamula,PHI,D,10,0.11666666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Logan O'Connor,COL,R,81,2.7666666666667,0,0,0,0,0,-,0,-,0.03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Samuel Fagemo,L.A,L,4,5.3166666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Taro Hirose,DET,L,15,24.616666666667,1,1,1,0,2,100.00,2,50.00,0.43,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-
Joe Snively,WSH,C,12,3.6333333333333,1,0,0,0,1,100.00,2,50.00,0.39,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-
Corey Schueneman,MTL,D,24,11.866666666667,0,1,1,0,1,100.00,3,0.00,0.12,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-
Nico Sturm,"COL, MIN",C,74,4.9333333333333,1,1,1,0,2,100.00,1,100.00,0.17,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,28.57
Blake Lizotte,L.A,C,70,9.3833333333333,0,0,0,0,0,-,1,0.00,0.11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,11,7,61.11
Brett Leason,WSH,R,36,0.41666666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Nolan Foote,N.J,L,7,3.8,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Ronnie Attard,PHI,D,15,13.483333333333,0,0,0,0,0,-,3,0.00,0.28,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-
Peyton Krebs,"BUF, VGK",C,57,118.88333333333,0,10,6,4,10,62.50,10,0.00,1.12,18,14,9,2,0,0,0,0,0,0,0,1,3,0,1,3,0,6,3,66.67
Kirby Dach,CHI,C,70,132.83333333333,2,4,1,3,6,50.00,20,10.00,3.89,32,26,24,17,1,3,0,0,0,0,0,0,2,3,2,9,0,6,11,35.29
Bowen Byram,COL,D,30,29.366666666667,1,0,0,0,1,100.00,4,25.00,0.33,8,7,1,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,-
Dylan Cozens,BUF,C,79,152.23333333333,2,7,5,2,9,37.50,20,10.00,2.71,30,26,19,9,1,4,8,4,4,0,0,1,3,1,1,3,0,31,32,49.21
Alex Turcotte,L.A,C,8,2.1166666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
Trevor Zegras,ANA,C,75,196.83333333333,9,8,4,4,17,73.91,34,26.47,3.4,67,45,26,6,2,3,2,1,1,0,0,0,8,1,7,14,1,16,18,47.06
Nils Hoglander,VAN,L,60,58.9,1,2,1,1,3,75.00,19,5.26,3.05,24,23,20,9,0,7,0,0,0,0,0,0,4,1,0,2,0,0,0,-
Nikita Okhotiuk,N.J,D,5,0.16666666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Cole Caufield,MTL,R,67,190.13333333333,5,8,5,3,13,76.47,47,10.64,5.45,85,67,50,12,1,7,0,0,0,0,0,1,8,4,1,7,0,0,0,-
Moritz Seider,DET,D,82,239.53333333333,2,19,10,9,21,67.74,51,3.92,3.45,89,64,22,1,1,10,0,0,0,0,0,1,5,5,11,6,1,0,0,-
Cam York,PHI,D,30,68.783333333333,1,3,3,0,4,66.67,6,16.67,0.52,16,10,2,0,0,2,0,0,0,0,0,0,2,1,0,0,2,0,0,-
Adam Beckman,MIN,L,3,2.3,0,0,0,0,0,0.00,0,-,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,-
Bobby Brink,PHI,R,10,30.283333333333,0,1,0,1,1,100.00,2,0.00,0.18,3,3,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,-
Kaapo Kakko,NYR,R,43,53.05,1,1,1,0,2,25.00,8,12.50,1.18,13,10,10,8,0,2,4,2,2,0,0,0,2,0,0,2,0,0,0,-
Mattias Norlinder,MTL,D,6,1.8833333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Matt Boldy,MIN,L,47,110.83333333333,3,7,4,3,10,55.56,25,12.00,2.56,42,31,27,4,0,2,0,0,0,0,0,0,0,2,1,8,0,1,0,100.00
Jack Hughes,N.J,C,49,140.05,7,8,7,1,15,75.00,28,25.00,3.22,55,39,31,6,0,1,0,0,0,0,0,0,10,2,1,11,0,3,4,42.86
Arthur Kaliyev,L.A,R,80,154.8,6,3,3,0,9,60.00,44,13.64,4.1,74,60,34,6,1,8,2,1,1,0,0,0,0,2,3,3,0,0,0,-
Alex Vlasic,CHI,D,15,0.083333333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Ville Heinola,WPG,D,12,8.2166666666667,0,0,0,0,0,-,3,0.00,0.21,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-
Lassi Thomson,OTT,D,16,18.683333333333,0,1,1,0,1,50.00,7,0.00,0.32,11,8,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-
Philip Tomasino,NSH,C,76,103.55,3,6,3,3,9,100.00,18,16.67,1.79,31,24,15,4,0,3,0,0,0,0,0,0,3,1,1,6,0,5,5,50.00
Connor McMichael,WSH,C,68,5.9166666666667,0,0,0,0,0,-,0,-,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,66.67
Thomas Harley,DAL,D,34,1.0166666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Nicholas Robertson,TOR,L,10,4.8166666666667,0,0,0,0,0,-,1,0.00,0.04,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-
Shane Pinto,OTT,C,5,5.3166666666667,0,1,1,0,1,50.00,0,-,0.12,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,33.33
Philip Broberg,EDM,D,23,9.1,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Victor Soderstrom,ARI,D,16,13.65,0,0,0,0,0,-,1,0.00,0.06,4,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-
Tobias Bjornfot,L.A,D,70,6.4833333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Jordan Spence,L.A,D,24,40.616666666667,0,2,2,0,2,66.67,6,0.00,0.34,10,7,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,-
Vladislav Kolyachonok,ARI,D,32,1.2,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Vasily Podkolzin,VAN,R,79,52.316666666667,2,1,0,1,3,50.00,4,50.00,1.04,8,6,7,7,0,1,0,0,0,0,0,0,2,3,0,0,0,0,2,0.00
Alex Newhook,COL,C,71,97.266666666667,3,3,2,1,6,54.55,13,23.08,1.8,29,20,20,4,0,1,2,1,1,0,0,0,1,0,1,3,0,10,22,31.25
Ilya Mikheyev,TOR,R,53,58.483333333333,4,1,0,1,5,55.56,13,30.77,1.32,17,15,12,4,0,0,10,1,0,0,1,0,2,1,3,6,0,0,1,0.00
Arttu Ruotsalainen,BUF,C,18,14.6,0,0,0,0,0,-,1,0.00,0.05,1,1,1,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0,2,0.00
Joel Kiviranta,DAL,L,56,0.65,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Cole Schwindt,FLA,C,3,0.88333333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Aliaksei Protas,WSH,C,33,32.483333333333,0,1,0,1,1,50.00,2,0.00,0.28,2,2,2,2,0,0,0,0,0,0,0,1,2,0,1,1,0,3,6,33.33
Viktor Lodin,OTT,C,1,1.5666666666667,0,0,0,0,0,-,1,0.00,0.05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Santeri Hatakka,S.J,D,9,0.16666666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Valtteri Puustinen,PIT,R,1,1.1,0,0,0,0,0,-,0,-,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Zac Jones,NYR,D,12,10.966666666667,0,0,0,0,0,-,1,0.00,0.13,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-
Matias Maccelli,ARI,L,23,28.433333333333,0,1,0,1,1,100.00,0,-,0.11,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,-
Nicholas Abruzzese,TOR,C,9,9.2166666666667,0,0,0,0,0,-,1,0.00,0.15,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-
Tyce Thompson,N.J,R,2,0.25,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-
Drew O'Connor,PIT,L,22,19.766666666667,0,0,0,0,0,-,2,0.00,0.26,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,5,28.57
Brandon Biro,BUF,L,1,1.7833333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-
Cole Smith,NSH,L,8,0.16666666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Connor Mackey,CGY,D,3,0.51666666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Jack Ahcan,BOS,D,6,3.1666666666667,1,0,0,0,1,100.00,1,100.00,0.15,4,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Braden Schneider,NYR,D,43,4.0166666666667,0,1,0,1,1,100.00,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Lucas Raymond,DET,L,82,230.21666666667,5,13,4,9,18,64.29,33,15.15,4.33,54,41,38,12,1,2,4,2,2,0,0,2,10,0,1,14,0,3,6,33.33
Marco Rossi,MIN,C,2,6.3666666666667,0,0,0,0,0,-,2,0.00,0.08,2,2,0,0,0,1,2,1,1,0,0,0,0,1,0,1,0,0,1,0.00
Jake Neighbours,STL,L,9,0.016666666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Seth Jarvis,CAR,C,68,93.316666666667,2,4,1,3,6,75.00,13,15.38,1.87,30,24,17,4,0,2,0,0,0,0,0,0,5,1,1,8,1,0,1,0.00
Jack Quinn,BUF,R,2,5.9666666666667,1,0,0,0,1,100.00,3,33.33,0.14,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Alexis Lafrenière,NYR,L,79,94.183333333333,0,2,1,1,2,28.57,13,0.00,1.44,24,20,14,7,2,1,0,0,0,0,0,1,6,3,0,7,0,2,8,20.00
Dawson Mercer,N.J,C,82,152.58333333333,2,4,2,2,6,42.86,18,11.11,3.17,29,23,25,14,0,3,0,0,0,0,0,1,5,1,1,11,0,15,17,46.88
Justin Barron,"COL, MTL",D,7,6.25,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-
Anton Lundell,FLA,C,65,45.266666666667,1,3,0,3,4,57.14,4,25.00,0.94,13,11,9,2,0,1,2,1,1,0,0,0,3,0,0,2,0,12,8,60.00
Tim Stützle,OTT,L,79,256.58333333333,7,19,10,9,26,70.27,48,14.58,6.42,88,66,56,24,1,8,2,1,1,0,0,2,12,2,5,11,0,3,1,75.00
Lukas Reichel,CHI,L,11,16.7,0,0,0,0,0,0.00,5,0.00,0.62,9,8,6,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.00
Quinton Byfield,L.A,C,40,22.4,0,1,0,1,1,50.00,3,0.00,0.31,4,4,2,2,0,1,0,0,0,0,0,0,1,0,0,6,0,4,4,50.00
Alexander Holtz,N.J,R,9,19.6,0,1,0,1,1,100.00,4,0.00,0.22,8,5,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-
Thomas Bordeleau,S.J,C,8,13.3,0,1,0,1,1,33.33,3,0.00,0.16,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-
Jamie Drysdale,ANA,D,81,167.2,0,12,6,6,12,70.59,18,0.00,1.47,48,28,17,0,1,5,2,1,1,0,0,0,1,1,1,2,0,0,0,-
Hendrix Lapierre,WSH,C,6,5.7333333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
