"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"249","Boone Jenner","CBJ","C","59","1207.05","23","21","11","10","44","57.89","160","14.38","18.86","266","221","165","87","6","13","22","11","11","0","0","13","29","33","80","45","54","644","554","53.76"
"366","MacKenzie Weegar","FLA","D","80","1869.8166666667","8","36","17","19","44","36.67","203","3.94","10.95","391","271","129","27","9","18","81","27","23","1","3","9","85","74","179","141","145","0","0","-"
"437","Frederick Gaudreau","MIN","C","76","1239.65","14","30","15","15","44","62.86","132","10.61","13.2","227","179","148","53","9","12","8","4","4","0","0","11","25","38","48","69","41","461","461","50.00"
"693","Brandon Hagel","CHI, T.B","L","77","1259.4666666667","25","19","15","4","44","61.97","125","20.00","16.03","223","166","141","66","9","8","31","14","13","1","0","24","33","53","63","175","28","24","33","42.11"
"793","Drake Batherson","OTT","R","46","870.71666666667","17","27","19","8","44","68.75","111","15.32","12.14","189","149","120","51","8","15","32","12","11","0","1","7","30","21","89","52","15","18","25","41.86"
"968","Anton Lundell","FLA","C","65","1022.9166666667","18","26","14","12","44","57.89","125","14.40","14.1","223","171","138","50","8","15","18","9","9","0","0","13","35","59","26","80","53","334","414","44.65"
"83","Evgenii Dadonov","VGK","R","78","1233.15","20","23","17","6","43","57.33","177","11.30","18.92","300","232","187","94","9","25","18","9","9","0","0","12","30","17","65","128","23","1","4","20.00"
"286","Torey Krug","STL","D","64","1315.5833333333","9","34","14","20","43","38.39","119","7.56","6.72","245","173","71","11","2","14","48","24","24","0","0","6","32","16","53","48","64","0","0","-"
"431","Conor Sheary","WSH","L","71","1085.3","19","24","14","10","43","74.14","129","14.73","16.17","214","182","136","64","7","8","14","7","7","0","0","16","12","38","45","97","37","11","16","40.74"
"572","Anthony Cirelli","T.B","C","76","1389.9666666667","17","26","13","13","43","58.90","146","11.64","17.64","260","202","186","86","12","18","70","24","20","2","2","40","13","60","75","113","29","440","507","46.46"
"574","Evan Rodrigues","PIT","C","82","1298.6333333333","19","24","15","9","43","58.90","244","7.79","21.76","393","310","218","78","13","27","14","7","7","0","0","17","32","33","89","123","29","183","203","47.41"
"828","Evan Bouchard","EDM","D","81","1604.1666666667","12","31","12","19","43","48.31","205","5.85","9.39","400","278","74","13","4","24","28","14","14","0","0","10","79","37","80","86","106","0","0","-"
"911","Cole Caufield","MTL","R","67","1117.5833333333","23","20","12","8","43","66.15","188","12.23","17.96","327","259","197","55","12","22","10","5","5","0","0","17","27","32","18","45","7","5","5","50.00"
"20","Evgeni Malkin","PIT","C","41","751.51666666667","20","22","10","12","42","73.68","129","15.50","13.1","203","158","126","48","2","16","24","11","11","0","0","13","48","41","21","46","15","164","212","43.62"
"114","Adam Henrique","ANA","C","58","1010.3333333333","19","23","15","8","42","59.15","141","13.48","18.46","233","194","169","88","10","20","14","7","7","0","0","6","20","18","22","43","42","276","221","55.53"
"157","Marcus Foligno","MIN","L","74","1215.15","23","19","15","4","42","58.33","99","23.23","12.96","163","134","110","63","7","11","112","32","20","10","2","24","27","28","238","90","34","12","8","60.00"
"193","Cam Fowler","ANA","D","76","1854.1","9","33","16","17","42","44.21","124","7.26","7.2","300","170","100","14","4","13","14","7","7","0","0","5","46","31","37","86","104","0","0","-"
