"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"236","Alex Kerfoot","ARI","C","81","147.6","2","9","5","4","11","64.71","18","11.11","4.77","28","26","26","23","0","3","2","1","1","0","0","1","2","1","1","7","0","51","64","44.35"
"280","Elias Lindholm","CGY, VAN","C","74","213.2","5","6","4","2","11","68.75","37","13.51","7.72","68","58","45","26","0","9","0","0","0","0","0","0","5","2","2","9","1","87","52","62.59"
"318","Alex Tuch","BUF","R","75","197.96666666667","2","9","4","5","11","44.00","28","7.14","5.29","50","45","37","18","0","2","2","1","1","0","0","0","5","1","1","2","1","1","5","16.67"
"433","Mason Marchment","DAL","L","80","115.31666666667","6","5","2","3","11","68.75","16","37.50","4.14","33","25","28","23","1","6","8","4","4","0","0","2","4","1","6","9","1","0","0","-"
"485","Filip Hronek","VAN","D","81","139.13333333333","2","9","1","8","11","64.71","22","9.09","2.88","64","41","19","3","0","3","0","0","0","0","0","0","2","0","4","2","0","0","0","-"
"539","Morgan Frost","PHI","C","71","186.63333333333","3","8","5","3","11","78.57","33","9.09","5.21","69","49","40","19","0","8","4","2","2","0","0","1","6","1","0","4","1","63","47","57.27"
"758","Cole Perfetti","WPG","C","70","151.7","5","6","4","2","11","61.11","30","16.67","4.8","47","41","38","17","0","7","2","1","1","0","0","0","0","2","1","6","0","12","10","54.55"
"64","Adam Henrique","ANA, EDM","C","80","151.73333333333","5","5","3","2","10","45.45","25","20.00","4.84","50","42","41","19","1","5","7","2","1","1","0","1","1","0","5","1","1","74","71","51.03"
"112","Jason Zucker","ARI, NSH","L","69","111.96666666667","5","5","2","3","10","76.92","25","20.00","3.09","39","34","19","7","0","3","4","2","2","0","0","0","5","0","4","7","0","0","1","0.00"
"126","Jaden Schwartz","SEA","C","61","142.76666666667","7","3","2","1","10","50.00","30","23.33","5.23","37","34","33","28","0","4","6","3","3","0","0","1","4","2","1","3","0","60","33","64.52"
"202","Tom Wilson","WSH","R","74","163.8","5","5","0","5","10","52.63","34","14.71","8.64","59","49","55","37","0","8","18","5","4","0","1","0","6","1","18","12","0","2","3","40.00"
"268","J.T. Compher","DET","L","77","193.41666666667","5","5","4","1","10","38.46","31","16.13","7.01","41","37","39","29","0","6","0","0","0","0","0","2","5","0","0","6","0","33","41","44.59"
"402","Lawson Crouse","ARI","L","80","126.98333333333","7","3","3","0","10","71.43","19","36.84","2.71","32","25","28","10","0","2","0","0","0","0","0","0","1","0","4","3","0","4","8","33.33"
"407","Jake DeBrusk","BOS","L","80","136.06666666667","2","8","7","1","10","55.56","23","8.70","5.34","47","38","37","26","0","6","2","1","1","0","0","0","3","2","2","9","0","0","0","-"
"414","Evan Rodrigues","FLA","C","80","148.41666666667","3","7","4","3","10","76.92","34","8.82","5.87","63","48","44","20","0","10","4","2","2","0","0","1","3","2","3","6","0","7","8","46.67"
"529","Eeli Tolvanen","SEA","R","80","192.2","1","9","4","5","10","58.82","40","2.50","4.59","90","62","40","5","0","5","2","1","1","0","0","0","3","1","3","5","1","0","1","0.00"
