"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","ixG/60","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"404","Artemi Panarin","NYR","L","75","2.8","0.037333333333333","0","21.43","0","21.43","21.43","100.00","0","-","0.36","21.43","21.43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"728","Ilya Solovyov","CGY","D","6","5.05","0.84166666666667","0","11.88","0","11.88","11.88","50.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.88","0","0","-"
"707","Jamie Drysdale","ANA, PHI","D","28","6.3166666666667","0.22559523809524","0","9.5","0","9.5","9.5","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"129","Ryan Johansen","COL","C","63","19.516666666667","0.30978835978836","0","3.07","0","3.07","3.07","100.00","3.07","0.00","0.02","3.07","3.07","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.22","119.9","98.38","168.87"
"524","Josh Norris","OTT","C","50","35.783333333333","0.71566666666667","0","1.68","0","1.68","1.68","100.00","1.68","0.00","0.06","3.35","3.35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.68","16.77","25.15","67.07"
"521","Timothy Liljegren","TOR","D","52","55.35","1.0644230769231","0","1.08","0","1.08","1.08","100.00","1.08","0.00","0.14","2.17","2.17","1.08","1.08","1.08","0","0","0","0","0","0","1.08","2.17","2.17","6.5","1.08","9.76","0","0","-"
"518","Henri Jokiharju","BUF","D","68","57.916666666667","0.85171568627451","0","1.04","0","1.04","1.04","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1.04","0","0","1.04","2.07","2.07","0","0","-"
"326","Warren Foegele","EDM","L","73","65.233333333333","0.89360730593607","0.92","0.92","0","0.92","1.84","100.00","8.28","11.11","0.68","12.88","11.96","7.36","2.76","1.84","0","0","0","0","0","0","0","0","2.76","1.84","0","5.52","0","0","-"
"148","Nick Seeler","PHI","D","65","135.68333333333","2.0874358974359","0","1.33","0.44","0.88","1.33","60.00","0.88","0.00","0.09","2.21","1.77","0.88","0","0","0","0","0","0","0","0","0.88","2.21","0.88","4.42","0.44","19.01","0","0","-"
"238","MacKenzie Weegar","CGY","D","73","151.46666666667","2.0748858447489","0","0.79","0","0.79","0.79","40.00","0.79","0.00","0.03","0.79","0.79","0","0","0","0","1.58","0.4","0.4","0","0","0.79","2.38","1.58","4.36","0.79","15.05","0","0","-"
"169","Sean Couturier","PHI","C","70","83.033333333333","1.1861904761905","0","1.45","0.72","0.72","1.45","100.00","6.5","0.00","0.59","6.5","6.5","3.61","1.45","0.72","0","1.45","0.72","0.72","0","0","0","2.89","5.78","0","0","2.17","20.96","31.79","28.71"
"191","Brady Skjei","CAR","D","75","168","2.24","0.36","0.71","0","0.71","1.07","60.00","2.86","12.50","0.07","3.21","2.86","0.71","0","0.36","0","0","0","0","0","0","0.71","1.07","1.79","2.5","0.71","6.07","0","0","-"
"735","J.J. Moser","ARI","D","72","178.41666666667","2.4780092592593","0","0.67","0","0.67","0.67","50.00","0.67","0.00","0.08","1.01","1.01","0.34","0.34","0","0","0","0","0","0","0","0.34","1.01","1.35","1.35","1.01","8.07","0","0","-"
"50","Zach Bogosian","MIN, T.B","D","59","90.233333333333","1.5293785310734","0","0.66","0","0.66","0.66","100.00","0","-","0.01","0.66","0.66","0","0","0","0","2.66","1.33","1.33","0","0","0.66","1.33","1.33","4.65","0.66","7.98","0","0","-"
"526","Cale Makar","COL","D","70","182.65","2.6092857142857","0.33","0.99","0.33","0.66","1.31","80.00","3.61","9.09","0.14","4.93","4.27","1.64","0","0.99","0.33","0","0","0","0","0","0.66","1.31","2.3","0.99","0","7.56","0","0","-"
"641","Cam York","PHI","D","76","185.26666666667","2.4377192982456","0","0.65","0","0.65","0.65","28.57","1.94","0.00","0.03","2.27","1.94","0.32","0","0.32","0","0","0","0","0","0","0","1.3","0.65","1.94","0.97","10.69","0","0","-"
"291","Trevor van Riemsdyk","WSH","D","62","102.53333333333","1.6537634408602","0","0.59","0","0.59","0.59","100.00","2.34","0.00","0.23","3.51","2.93","1.17","0.59","0.59","0.59","0","0","0","0","0","1.17","0.59","0.59","0","0","5.85","0","0","-"
"419","Matt Roy","L.A","D","73","208.25","2.8527397260274","0","0.58","0","0.58","0.58","33.33","1.15","0.00","0","1.44","1.15","0.29","0","0.58","0","1.15","0.58","0.58","0","0","0.29","1.73","0.86","4.61","0.86","13.25","0","0","-"
"563","Martin Fehervary","WSH","D","58","103.23333333333","1.7798850574713","0","0.58","0","0.58","0.58","100.00","0","-","0","0","0","0","0","0","0","1.16","0.58","0.58","0","0","0.58","0","0","2.91","0","10.46","0","0","-"
"406","Derek Ryan","EDM","C","66","105.71666666667","1.6017676767677","1.14","0.57","0","0.57","1.7","100.00","2.84","40.00","0.36","3.97","3.41","2.27","2.27","0.57","0.57","1.14","0.57","0.57","0","0","1.7","0.57","2.84","2.84","0","1.7","35.19","39.16","26.86"
"209","Chandler Stephenson","VGK","C","70","111.05","1.5864285714286","1.08","0.54","0","0.54","1.62","75.00","3.78","28.57","0.47","4.32","4.32","2.7","2.7","2.16","0","0","0","0","0","0","0.54","0","3.24","1.08","1.08","1.08","16.75","20.53","24.27"
"26","Jeff Petry","DET","D","66","113.16666666667","1.7146464646465","0","0.53","0","0.53","0.53","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0.53","0.53","3.71","0.53","10.07","0","0","-"
"373","Travis Konecny","PHI","R","70","115.53333333333","1.6504761904762","2.6","0.52","0","0.52","3.12","85.71","11.94","21.74","0.98","15.58","14.02","8.83","2.6","3.12","1.04","2.08","1.04","1.04","0","0","0.52","1.56","4.15","7.27","0.52","2.08","1.56","3.12","17.31"
"503","Urho Vaakanainen","ANA","D","64","124.8","1.95","0","0.48","0","0.48","0.48","25.00","1.44","0.00","0.04","1.44","1.44","0.48","0","0.96","0","0","0","0","0","0","0","1.92","0","0.96","0.48","9.13","0","0","-"
"132","Mikael Granlund","S.J","C","61","131.38333333333","2.153825136612","0","0.46","0","0.46","0.46","100.00","1.83","0.00","0.18","2.74","2.28","2.28","1.83","0","0.46","1.83","0.91","0.91","0","0","1.37","0.46","4.57","0.91","0.91","4.57","19.18","19.64","22.57"
"212","Adam Pelech","NYI","D","51","130.88333333333","2.566339869281","0","0.46","0","0.46","0.46","50.00","1.83","0.00","0.28","1.83","1.83","1.38","0","0.92","0","0","0","0","0","0","0.46","1.83","1.38","1.38","0","14.67","0","0","-"
"144","Josh Manson","COL","D","69","136.33333333333","1.975845410628","0.44","0.44","0","0.44","0.88","100.00","2.2","20.00","0.16","3.08","3.08","0.88","0","0","0","2.2","0.44","0","0.44","0","1.32","0.44","3.52","7.48","2.2","9.24","0","0.44","0.00"
"193","Scott Laughton","PHI","C","76","136.66666666667","1.7982456140351","0.88","2.2","1.76","0.44","3.07","100.00","8.34","10.53","1.07","10.98","10.1","7.9","3.51","1.32","0.44","3.51","1.76","1.76","0","0","2.2","0.88","1.76","1.32","0.88","3.95","29.41","30.29","21.63"
"573","K'Andre Miller","NYR","D","73","139.56666666667","1.9118721461187","0","0.43","0","0.43","0.43","25.00","0.86","0.00","0.37","3.01","2.58","1.29","1.29","0.43","0","1.72","0.86","0.86","0","0","0.86","0.86","2.58","0.86","0.86","4.73","0","0","-"
"219","Jake McCabe","TOR","D","67","143.71666666667","2.1450248756219","0","0.42","0","0.42","0.42","33.33","0.42","0.00","0.03","0.42","0.42","0.42","0","0","0","0","0","0","0","0","0.83","1.67","0","7.93","1.67","9.18","0","0","-"
"480","Vincent Desharnais","EDM","D","69","141.43333333333","2.0497584541063","0","0.42","0","0.42","0.42","33.33","0","-","0","0","0","0","0","0","0","2.55","1.27","1.27","0","0","0.42","0.85","0.42","5.09","1.27","14","0","0","-"
"522","Dylan Samberg","WPG","D","71","143.86666666667","2.0262910798122","0","0.42","0","0.42","0.42","33.33","1.25","0.00","0.02","1.25","1.25","0","0","0.42","0","1.67","0.83","0.83","0","0","0.83","2.92","2.5","2.92","2.09","9.18","0","0","-"
"80","Dmitry Kulikov","FLA","D","70","155.28333333333","2.2183333333333","0","0.77","0.39","0.39","0.77","50.00","1.55","0.00","0.04","1.93","1.55","0","0","0.39","0","0.77","0.39","0.39","0","0","0.77","0.77","1.55","6.96","0.77","6.18","0","0","-"
"329","Jake Walman","DET","D","62","153.81666666667","2.4809139784946","0","0.39","0","0.39","0.39","20.00","1.95","0.00","0.08","3.12","2.34","0.78","0.78","1.56","0.39","0.78","0.39","0.39","0","0","1.95","1.95","1.95","0.78","0.39","12.87","0","0","-"
"554","Sean Walker","COL, PHI","D","74","153.7","2.077027027027","0.78","0.39","0","0.39","1.17","100.00","3.51","22.22","0.31","4.29","3.9","1.56","0.39","0","0.39","0","0","0","0","0","0.39","1.17","2.34","6.64","1.17","5.47","0","0","-"
"692","Seth Jarvis","CAR","C","75","154.4","2.0586666666667","0.39","0.39","0","0.39","0.78","200.00","3.89","10.00","0.25","5.44","4.66","3.5","1.17","0","0.39","0.78","0.39","0.39","0","0","1.17","1.94","3.5","1.55","1.17","6.22","17.1","27.2","15.00"
"683","Cole Smith","NSH","L","74","156.56666666667","2.1157657657658","0.38","0.77","0.38","0.38","1.15","100.00","6.13","6.25","0.46","7.66","6.51","4.98","0.77","1.53","1.53","0","0","0","0","0","1.15","1.92","4.6","3.45","2.3","4.98","0.38","0.77","12.77"
"416","Vladislav Gavrikov","L.A","D","69","171.41666666667","2.4842995169082","0","0.35","0","0.35","0.35","33.33","0.35","0.00","0.16","0.7","0.7","0.7","0.35","0.35","0","0","0","0","0","0","0.35","1.05","3.5","2.1","0.35","7.35","0","0","-"
"49","Alex Pietrangelo","VGK","D","63","174.4","2.768253968254","0","0.34","0","0.34","0.34","14.29","1.38","0.00","0.06","2.75","2.06","0.34","0","0.34","0","1.38","0.69","0.69","0","0","0.34","1.72","2.75","1.38","0.69","9.29","0","0","-"
"103","Radko Gudas","ANA","D","60","183.88333333333","3.0647222222222","0","0.33","0","0.33","0.33","16.67","2.61","0.00","0","2.61","2.61","0","0","1.31","0","1.96","0.65","0.65","0","0","0","2.28","0","0.98","1.96","13.38","0","0","-"
"536","Jan Rutta","S.J","D","63","180.16666666667","2.8597883597884","0","0.67","0.33","0.33","0.67","100.00","1.67","0.00","0","2","2","0","0","0.67","0","0","0","0","0","0","0","0","0.67","1.33","0","8.33","0","0","-"
"198","Cody Ceci","EDM","D","72","187.78333333333","2.6081018518519","0","0.32","0","0.32","0.32","25.00","0.96","0.00","0","1.28","0.96","0","0","0.32","0","0","0","0","0","0","0","0.96","0.96","3.51","0.32","7.35","0","0","-"
"640","Moritz Seider","DET","D","75","193.28333333333","2.5771111111111","0","0.31","0","0.31","0.31","25.00","1.24","0.00","0","1.24","1.24","0","0","0.93","0","1.86","0.93","0.93","0","0","1.86","0.93","1.24","8.38","1.86","14.9","0","0","-"
"206","Colton Parayko","STL","D","75","203.3","2.7106666666667","0.3","0.3","0","0.3","0.59","28.57","1.77","16.67","0.04","1.77","1.77","0","0","0.3","0","0","0","0","0","0","0.3","0.89","3.25","1.77","0","8.26","0","0","-"
"222","Jaccob Slavin","CAR","D","75","199.93333333333","2.6657777777778","0.6","0.3","0","0.3","0.9","60.00","4.5","13.33","0.22","5.4","4.8","1.5","1.2","1.2","0.3","0.6","0.3","0.3","0","0","1.2","1.8","4.5","0.9","0.3","6.3","0","0","-"
"127","Erik Gudbranson","CBJ","D","71","211.95","2.9852112676056","0","0.28","0","0.28","0.28","50.00","1.98","0.00","0.01","2.26","1.98","0","0","0","0","0","0","0","0","0","0.28","0.57","1.98","1.13","0.28","14.15","0","0","-"
"310","Travis Sanheim","PHI","D","75","211.6","2.8213333333333","0.28","0.85","0.57","0.28","1.13","44.44","2.55","11.11","0.27","3.69","3.4","2.55","1.42","1.42","0","0","0","0","0","0","0","1.98","2.84","1.98","0.85","9.92","0","0","-"
"334","Devon Toews","COL","D","75","216.98333333333","2.8931111111111","0","0.55","0.28","0.28","0.55","33.33","0.83","0.00","0","1.11","0.83","0","0","0.28","0","0","0","0","0","0","0.28","1.11","1.94","1.11","0.28","5.81","0","0","-"
"172","Jamie Oleksiak","SEA","D","74","224.85","3.0385135135135","0","0.27","0","0.27","0.27","50.00","0.8","0.00","0.05","1.07","1.07","0.27","0.27","0.27","0.27","1.07","0.53","0.53","0","0","0.27","1.33","0.53","2.67","0.27","13.61","0","0","-"
"208","Esa Lindell","DAL","D","75","270.51666666667","3.6068888888889","0","0.22","0","0.22","0.22","16.67","3.11","0.00","0.15","4.21","4.21","0.89","0.44","1.33","0.22","0","0","0","0","0","0.44","0.44","1.55","0.67","0.89","7.98","0","0","-"
"1","Ryan Suter","DAL","D","75","97","1.2933333333333","0","0.62","0.62","0","0.62","16.67","1.24","0.00","0.05","3.71","1.86","0.62","0","0","0.62","1.24","0.62","0.62","0","0","0","1.24","1.24","3.09","0","8.04","0","0","-"
"2","Jeff Carter","PIT","C","65","86.1","1.3246153846154","0.7","0","0","0","0.7","100.00","2.09","33.33","0.28","2.79","2.79","2.09","0.7","1.39","0","0","0","0","0","0","0.7","0","3.48","2.09","0.7","4.88","25.78","27.18","33.93"
"3","Zach Parise","COL","L","23","27.183333333333","1.181884057971","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.41","4.41","17.66","44.14"
"4","Brent Burns","CAR","D","75","174.5","2.3266666666667","0.34","0","0","0","0.34","25.00","2.06","16.67","0.07","3.09","3.09","0","0","0.69","0","0","0","0","0","0","0.34","2.06","0.69","1.03","0.34","2.75","0","0","-"
"5","Joe Pavelski","DAL","C","75","6.4666666666667","0.086222222222222","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18.56","46.39","265.10"
"6","Mark Giordano","TOR","D","41","99.466666666667","2.4260162601626","0","0","0","0","0","0.00","3.62","0.00","0.09","4.22","4.22","0.6","0","2.41","0","0","0","0","0","0","1.21","3.02","0.6","1.21","0.6","11.46","0","0","-"
"7","Alex Ovechkin","WSH","L","71","0.36666666666667","0.0051643192488263","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"8","Evgeni Malkin","PIT","C","75","3.0166666666667","0.040222222222222","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"9","Blake Wheeler","NYR","R","54","0.033333333333333","0.00061728395061728","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"10","Alex Goligoski","MIN","D","30","2.6166666666667","0.087222222222222","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.93","0","0","-"
"11","Sidney Crosby","PIT","C","75","8.1","0.108","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.3","74.07","418.68"
"12","Jack Johnson","COL","D","73","69.233333333333","0.94840182648402","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1.73","0.87","1.73","0","6.07","0","0","-"
"13","Anze Kopitar","L.A","C","74","136.13333333333","1.8396396396396","0.44","0.88","0.88","0","1.32","75.00","1.76","25.00","0.15","1.76","1.76","1.32","0.88","0","0","0","0","0","0","0","0","0.44","1.76","0.44","0","3.53","34.82","42.31","19.90"
"14","Marc Staal","PHI","D","33","33.2","1.0060606060606","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","3.61","1.81","1.81","0","7.23","0","0","-"
"15","T.J. Oshie","WSH","R","47","4.6","0.097872340425532","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.04","0","0","-"
"16","Andrew Cogliano","COL","C","68","152.38333333333","2.240931372549","0.39","1.18","1.18","0","1.57","100.00","1.97","20.00","0.27","2.76","2.76","1.97","0.79","0","0","0","0","0","0","0","2.36","0.79","0.79","0.39","0.39","5.12","13.39","26.38","13.25"
"17","Marc-Edouard Vlasic","S.J","D","49","80.55","1.6438775510204","0","0","0","0","0","-","4.47","0.00","0.11","4.47","4.47","0.74","0.74","2.23","0","0","0","0","0","0","0.74","1.49","1.49","0.74","0","11.17","0","0","-"
"18","Kris Letang","PIT","D","75","185.71666666667","2.4762222222222","0","0.32","0.32","0","0.32","100.00","1.62","0.00","0.04","1.94","1.94","0.32","0","0.97","0","0.65","0.32","0.32","0","0","0.32","0.65","0.97","4.2","0.65","8.4","0","0","-"
"19","Ryan Reaves","TOR","R","43","0.35","0.0081395348837209","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"20","Brad Marchand","BOS","L","76","140.8","1.8526315789474","0.85","0.43","0.43","0","1.28","75.00","5.11","16.67","0.42","6.82","6.39","3.84","1.28","1.28","0","3.41","1.7","1.7","0","0","0.43","2.56","2.98","3.84","2.13","3.84","1.28","1.7","18.26"
"21","Nick Foligno","CHI","L","68","95.416666666667","1.4031862745098","0.63","0","0","0","0.63","100.00","2.52","25.00","0.12","3.14","3.14","1.26","0.63","0","0","4.4","1.26","0.63","0.63","0","2.52","0.63","3.14","1.89","0","2.52","6.92","7.55","30.07"
"22","Erik Johnson","BUF, PHI","D","62","160.73333333333","2.5924731182796","0","0","0","0","0","0.00","2.99","0.00","0.04","2.99","2.99","0.37","0","1.49","0","0","0","0","0","0","0.37","1.49","0.37","4.85","1.12","8.21","0","0","-"
"23","Kyle Okposo","BUF, FLA","R","65","52.35","0.80538461538462","1.15","0","0","0","1.15","100.00","3.44","33.33","0.22","6.88","4.58","3.44","0","0","1.15","0","0","0","0","0","0","0","2.29","2.29","1.15","3.44","5.73","21.78","23.88"
"24","Trevor Lewis","L.A","C","74","130","1.7567567567568","0.46","0.46","0.46","0","0.92","66.67","4.15","11.11","0.6","5.08","4.62","1.85","0.92","1.85","0.46","1.85","0.92","0.92","0","0","0","1.85","0.46","1.85","1.38","7.85","13.38","27.23","15.21"
"25","Cal Clutterbuck","NYI","R","75","143.43333333333","1.9124444444444","0","0","0","0","0","-","0.84","0.00","0.2","1.67","1.67","0.42","0","0.42","0","5.86","1.25","0.84","0","0.42","1.25","1.25","1.67","6.27","0.84","4.18","0.84","0.42","27.89"
"27","Claude Giroux","OTT","R","74","134.25","1.8141891891892","0.89","0.45","0.45","0","1.34","100.00","9.39","9.52","0.59","10.28","9.83","4.02","2.68","2.68","1.34","0.89","0.45","0.45","0","0","0.89","1.79","2.23","0.89","0.45","1.79","64.36","44.69","26.38"
"28","Jordan Staal","CAR","C","75","160.11666666667","2.1348888888889","0.37","0.75","0.75","0","1.12","100.00","4.87","7.69","0.53","7.12","6.37","3.75","2.25","1.5","0.37","0","0","0","0","0","0.75","1.5","3","2.25","0.37","5.62","38.22","38.22","18.74"
"29","Nicklas Backstrom","WSH","C","8","0.55","0.06875","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","109.09","0.00"
