"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"754","Jamie Drysdale","ANA, PHI","D","34","83.25","159","19","89.33","111","16","87.40","78","11","87.64","5","0","100.00","10.59","0.99","91.47","78","7","91.76","34","5","87.18","1","0","100.00","44","2","95.65","2","0","100.00","117","11","91.41","2","0","100.00","6.41","100.00","1.064","36","10","2","28","94.74","74","11","4","94.87"
"335","Brayden Point","T.B","C","80","291.61666666667","585","70","89.31","444","61","87.92","311","46","87.11","56","5","91.80","45.38","5.57","89.07","329","34","90.63","116","18","86.57","16","3","84.21","213","16","93.01","22","2","91.67","402","25","94.15","18","0","100.00","18.01","89.13","1.071","130","28","1","14","99.24","297","45","8","97.38"
"541","Henri Jokiharju","BUF","D","74","20.45","25","3","89.29","16","2","88.89","12","2","85.71","0","1","0.00","1.33","0.14","90.70","12","1","92.31","2","1","66.67","0","1","0.00","10","0","100.00","0","0","-","19","1","95.00","0","0","-","0.00","50.00","0.500","14","3","1","36","93.33","14","3","1","93.33"
"686","Arthur Kaliyev","L.A","R","51","74.833333333333","125","15","89.29","91","15","85.85","58","12","82.86","8","1","88.89","8.43","0.86","90.78","69","6","92.00","31","3","91.18","4","1","80.00","38","3","92.68","3","0","100.00","75","7","91.46","1","0","100.00","13.79","91.67","1.055","33","6","2","51","94.29","45","8","4","91.84"
"746","Tim Stützle","OTT","C","75","258.33333333333","483","58","89.28","357","51","87.50","249","45","84.69","29","3","90.63","36.88","3.4","91.57","287","19","93.79","94","5","94.95","6","2","75.00","193","14","93.24","17","0","100.00","344","22","93.99","6","0","100.00","11.65","93.33","1.050","124","18","1","53","99.20","261","29","7","97.39"
"194","Brady Skjei","CAR","D","80","80.7","133","16","89.26","108","13","89.26","84","11","88.42","19","0","100.00","11.37","0.93","92.44","68","9","88.31","33","4","89.19","6","0","100.00","35","5","87.50","6","0","100.00","95","6","94.06","6","0","100.00","22.62","100.00","1.226","33","10","3","82","91.67","58","12","5","92.06"
"593","Quinn Hughes","VAN","D","81","317.85","623","75","89.26","461","70","86.82","313","56","84.82","51","6","89.47","51.76","5.23","90.82","355","37","90.56","169","24","87.56","21","6","77.78","186","13","93.47","12","0","100.00","437","13","97.11","17","0","100.00","16.29","89.29","1.056","121","17","1","20","99.18","267","30","6","97.80"
"303","Frederick Gaudreau","MIN","C","66","86.3","141","17","89.24","109","14","88.62","77","12","86.52","7","3","70.00","10.2","1.34","88.36","72","8","90.00","30","4","88.24","4","1","80.00","42","4","91.30","2","1","66.67","95","4","95.96","1","0","100.00","9.09","75.00","0.841","32","11","4","87","88.89","58","14","6","90.63"
"375","Mikko Rantanen","COL","R","79","364.26666666667","713","86","89.24","540","75","87.80","385","60","86.52","63","5","92.65","54.27","7.5","87.85","388","46","89.40","162","30","84.38","38","5","88.37","226","16","93.39","9","0","100.00","505","21","96.01","16","0","100.00","16.36","91.67","1.080","132","16","0","14","100.00","348","31","6","98.31"
"552","Alexandre Texier","CBJ","C","78","30.583333333333","58","7","89.23","40","7","85.11","19","6","76.00","3","0","100.00","4.18","0.47","89.94","35","2","94.59","15","2","88.24","2","0","100.00","20","0","100.00","1","0","100.00","35","2","94.59","0","0","-","15.79","100.00","1.158","12","3","1","27","92.31","21","7","1","95.45"
"278","Jonathan Drouin","COL","L","78","288.61666666667","546","66","89.22","415","57","87.92","290","47","86.05","48","3","94.12","41.46","5.96","87.44","289","35","89.20","124","21","85.52","28","3","90.32","165","14","92.18","6","0","100.00","398","16","96.14","14","0","100.00","16.55","93.62","1.102","127","11","0","39","100.00","262","21","3","98.87"
