"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"769","Tristan Luneau","ANA","D","7","0.066666666666667","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0.05","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","2","0","100.00","0","0","-","-","-","-","1","0","0","1","100.00","1","0","0","100.00"
"781","Filip Roos","CHI","D","4","0.05","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","1","0","0","1","100.00","1","0","0","100.00"
"785","Connor Bedard","CHI","C","67","3.6833333333333","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","-","-","2","0","0","11","100.00","2","0","0","100.00"
"796","Collin Graf","S.J","R","6","0.05","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","0","-","0","0","0","-"
"153","Nick Cousins","FLA","C","69","2.2166666666667","2","1","66.67","1","0","100.00","0","0","-","0","0","-","0.1","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","1","0","4","-","0","1","0","-"
"791","Sam Malinski","COL","D","23","1.8666666666667","2","1","66.67","2","1","66.67","2","1","66.67","0","1","0.00","0.3","0.17","64.12","2","1","66.67","2","1","66.67","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0.00","0.00","0.000","0","0","1","3","0.00","0","0","1","0.00"
"623","Egor Zamula","PHI","D","66","8.4666666666667","10","6","62.50","8","3","72.73","6","2","75.00","4","0","100.00","0.37","0.25","59.38","3","3","50.00","0","1","0.00","0","0","-","3","2","60.00","3","0","100.00","6","4","60.00","1","0","100.00","66.67","100.00","1.667","2","1","2","14","50.00","2","4","2","50.00"
"110","Tyler Toffoli","N.J, WPG","C, R","78","1.2833333333333","1","1","50.00","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","-","-","-","0","1","1","8","0.00","0","1","1","0.00"
"163","Nikita Kucherov","T.B","R","80","3.3833333333333","1","1","50.00","1","1","50.00","0","1","0.00","0","1","0.00","0.06","0.38","14.05","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","-","0.00","0.00","1","0","0","10","100.00","1","0","0","100.00"
"313","Tony DeAngelo","CAR","D","31","3.5","2","2","50.00","1","2","33.33","1","1","50.00","1","0","100.00","0.09","0.04","69.73","2","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","2","0.00","0","0","-","100.00","100.00","2.000","0","0","0","12","-","0","2","0","-"
