"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"130","Jeff Skinner","BUF","L","68","911.68333333333","1006","914","52.40","749","682","52.34","514","463","52.61","47","43","52.22","44.15","51.35","46.23","473","463","50.53","171","208","45.12","16","29","35.56","302","255","54.22","25","8","75.76","588","476","55.26","5","5","50.00","9.14","90.71","0.999","215","221","95","621","69.35","354","274","205","63.33"
"332","Jared McCann","SEA","L","73","932.66666666667","1004","912","52.40","678","677","50.04","481","452","51.55","45","49","47.87","40.61","46.27","46.74","442","376","54.03","160","152","51.28","22","22","50.00","282","224","55.73","13","11","54.17","631","598","51.34","9","9","50.00","9.36","89.16","0.985","187","174","138","750","57.54","331","242","304","52.13"
"490","Pierre-Luc Dubois","L.A","C","74","1006.5166666667","1057","960","52.40","790","695","53.20","526","461","53.29","39","48","44.83","48.74","46.84","50.99","503","445","53.06","192","184","51.06","20","27","42.55","311","261","54.37","9","12","42.86","653","551","54.24","10","7","58.82","7.41","89.59","0.970","189","181","112","768","62.79","343","271","264","56.51"
"412","Thomas Chabot","OTT","D","44","887.48333333333","970","882","52.38","698","608","53.45","474","427","52.61","56","59","48.70","46.35","41.94","52.49","447","409","52.22","187","165","53.13","26","29","47.27","260","244","51.59","22","15","59.46","583","492","54.23","6","10","37.50","11.81","86.18","0.980","107","158","95","658","52.97","327","266","220","59.78"
"711","Ryan Johnson","BUF","D","41","561.53333333333","553","503","52.37","391","365","51.72","269","241","52.75","22","18","55.00","23.29","21.87","51.57","253","237","51.63","98","86","53.26","7","13","35.00","155","151","50.65","9","2","81.82","310","286","52.01","6","3","66.67","8.18","92.53","1.007","89","110","54","449","62.24","161","157","113","58.76"
"139","Nino Niederreiter","WPG","R","75","990.03333333333","1051","959","52.29","750","690","52.08","501","476","51.28","41","27","60.29","51.53","39.93","56.34","490","412","54.32","212","177","54.50","24","14","63.16","278","235","54.19","8","8","50.00","559","631","46.97","9","4","69.23","8.18","94.33","1.025","128","282","174","674","42.38","208","376","349","37.34"
"80","Evander Kane","EDM","L","71","1082.7","1141","1042","52.27","806","757","51.57","559","550","50.41","48","53","47.52","57.96","54.44","51.57","548","531","50.79","257","204","55.75","27","28","49.09","291","327","47.09","13","14","48.15","673","540","55.48","6","8","42.86","8.59","90.36","0.990","195","227","132","637","59.63","385","328","313","55.16"
"467","Jesse Puljujarvi","PIT","R","18","172.38333333333","175","160","52.24","127","117","52.05","94","80","54.02","9","6","60.00","7.73","6.26","55.27","72","63","53.33","33","24","57.89","4","3","57.14","39","39","50.00","2","0","100.00","105","97","51.98","3","3","50.00","9.57","92.50","1.021","24","29","31","169","43.64","48","39","55","46.60"
"327","Alex Tuch","BUF","R","69","1032.1666666667","1123","1027","52.23","828","739","52.84","582","490","54.29","61","53","53.51","53.77","57.15","48.48","512","493","50.95","204","216","48.57","25","32","43.86","308","277","52.65","21","14","60.00","697","584","54.41","12","6","66.67","10.48","89.18","0.997","249","252","141","611","63.85","415","338","309","57.32"
"805","Gage Goncalves","T.B","C","2","19.916666666667","12","11","52.17","8","5","61.54","4","4","50.00","0","0","-","0.47","0.26","64.08","8","2","80.00","2","1","66.67","0","0","-","6","1","85.71","0","0","-","3","8","27.27","0","0","-","0.00","100.00","1.000","3","5","1","19","75.00","3","6","4","42.86"
"734","Ilya Mikheyev","VAN","R","70","878.13333333333","856","785","52.16","610","562","52.05","392","386","50.39","41","36","53.25","38.72","33.1","53.91","410","343","54.45","181","159","53.24","22","20","52.38","229","184","55.45","10","10","50.00","493","484","50.46","9","6","60.00","10.46","90.67","1.011","133","153","118","782","52.99","253","215","244","50.91"
"259","Pavel Buchnevich","STL","L","73","1098.7166666667","1176","1079","52.15","854","809","51.35","591","558","51.44","64","58","52.46","62.48","63.6","49.56","575","513","52.85","219","243","47.40","29","29","50.00","356","270","56.87","27","14","65.85","682","646","51.36","3","8","27.27","10.83","89.61","1.004","173","247","174","697","49.86","386","359","371","50.99"
"827","Owen Power","BUF","D","70","1357.4","1420","1304","52.13","999","953","51.18","677","655","50.83","75","70","51.72","60.22","67.56","47.13","639","611","51.12","233","265","46.79","27","34","44.26","406","346","53.99","31","27","53.45","863","759","53.21","15","6","71.43","11.08","89.31","1.004","214","211","190","969","52.97","451","313","383","54.08"
"33","Jamie Benn","DAL","L","75","878.68333333333","1006","924","52.12","693","649","51.64","473","442","51.69","43","40","51.81","49.64","41.08","54.71","471","396","54.33","183","154","54.30","21","19","52.50","288","242","54.34","13","11","54.17","623","566","52.40","9","6","60.00","9.09","90.95","1.000","187","193","167","722","52.82","351","290","326","51.85"
"48","Ryan McDonagh","NSH","D","68","1211.6833333333","1317","1210","52.12","934","842","52.59","649","596","52.13","58","42","58.00","64.91","49.36","56.80","647","531","54.92","273","195","58.33","32","21","60.38","374","336","52.68","9","15","37.50","735","742","49.76","11","5","68.75","8.94","92.95","1.019","128","248","147","881","46.55","395","405","352","52.88"
"78","Victor Hedman","T.B","D","71","1345.0666666667","1470","1351","52.11","1049","991","51.42","700","700","50.00","87","71","55.06","72.58","78.44","48.06","695","628","52.53","284","262","52.01","43","31","58.11","411","366","52.90","23","22","51.11","892","756","54.13","20","13","60.61","12.43","89.86","1.023","193","232","152","953","55.94","514","383","354","59.22"
"291","Darnell Nurse","EDM","D","73","1346.2","1436","1320","52.10","1018","968","51.26","713","686","50.96","59","58","50.43","71.07","59.7","54.35","710","647","52.32","306","249","55.14","27","33","45.00","404","398","50.37","23","19","54.76","773","754","50.62","6","6","50.00","8.27","91.55","0.998","172","298","178","823","49.14","382","424","418","47.75"
"495","Michael McLeod","N.J","C","45","620.93333333333","638","587","52.08","451","413","52.20","319","293","52.12","37","30","55.22","29.7","28.42","51.10","278","279","49.91","127","124","50.60","19","19","50.00","151","155","49.35","12","6","66.67","374","318","54.05","4","4","50.00","11.60","89.76","1.014","91","170","153","466","37.30","158","218","252","38.54"
"762","Marco Rossi","MIN","C","74","1056.8833333333","1062","977","52.08","747","693","51.88","497","482","50.77","42","37","53.16","44.43","39.57","52.89","482","429","52.91","204","156","56.67","25","16","60.98","278","273","50.45","10","12","45.45","623","580","51.79","6","9","40.00","8.45","92.32","1.008","146","185","84","717","63.48","328","268","224","59.42"
"370","Dryden Hunt","CGY","L","22","234.63333333333","240","221","52.06","173","147","54.06","114","102","52.78","12","10","54.55","9.64","10.17","48.66","89","98","47.59","36","45","44.44","4","5","44.44","53","53","50.00","5","3","62.50","157","136","53.58","3","2","60.00","10.53","90.20","1.007","31","47","26","206","54.39","65","57","60","52.00"
"111","Calle Jarnkrok","TOR","C","52","649.51666666667","681","628","52.02","509","450","53.08","373","301","55.34","39","24","61.90","35.11","31.68","52.57","317","276","53.46","149","119","55.60","24","12","66.67","168","157","51.69","11","5","68.75","420","369","53.23","4","6","40.00","10.46","92.03","1.025","113","130","71","533","61.41","220","178","198","52.63"
"499","Alex Nylander","CBJ, PIT","L","22","305.96666666667","364","336","52.00","245","243","50.20","166","192","46.37","19","19","50.00","16.37","16.37","50.00","175","164","51.62","53","60","46.90","9","8","52.94","122","104","53.98","5","8","38.46","212","188","53.00","5","2","71.43","11.45","90.10","1.015","58","62","44","208","56.86","104","81","101","50.73"
"87","Chris Kreider","NYR","L","75","1034.2166666667","1117","1032","51.98","815","738","52.48","545","500","52.15","66","45","59.46","54.15","54.45","49.86","503","484","50.96","216","208","50.94","26","24","52.00","287","276","50.98","22","15","59.46","698","597","53.90","12","3","80.00","12.11","91.00","1.031","234","282","152","727","60.62","394","365","315","55.57"
"62","Justin Schultz","SEA","D","63","879.55","859","794","51.97","587","562","51.09","382","373","50.60","21","40","34.43","32.08","34.96","47.86","393","337","53.84","131","136","49.06","12","19","38.71","262","201","56.59","5","9","35.71","516","477","51.96","4","10","28.57","5.50","89.28","0.948","128","152","106","825","54.70","284","236","204","58.20"
"385","Timo Meier","N.J","R","62","927.68333333333","1015","938","51.97","711","683","51.00","472","482","49.48","46","68","40.35","48.62","59.55","44.95","486","462","51.27","206","185","52.69","23","34","40.35","280","277","50.27","15","19","44.12","588","495","54.29","8","11","42.11","9.75","85.89","0.956","171","223","132","686","56.44","301","300","257","53.94"
"552","Owen Tippett","PHI","R","72","994.95","1104","1021","51.95","825","686","54.60","581","479","54.81","53","58","47.75","46.34","47.22","49.53","477","452","51.35","197","180","52.25","27","31","46.55","280","272","50.72","12","19","38.71","702","601","53.88","12","8","60.00","9.12","87.89","0.970","209","235","123","808","62.95","413","330","275","60.03"
"514","Vincent Desharnais","EDM","D","69","921.83333333333","844","781","51.94","594","550","51.92","425","390","52.15","27","24","52.94","39.58","33.26","54.34","388","362","51.73","184","134","57.86","19","11","63.33","204","228","47.22","2","9","18.18","490","461","51.52","6","4","60.00","6.35","93.85","1.002","120","205","133","663","47.43","264","294","271","49.35"
"301","Anthony Mantha","VGK, WSH","R","68","850.83333333333","862","799","51.90","618","550","52.91","416","373","52.72","47","34","58.02","40.28","35.68","53.03","377","355","51.50","172","128","57.33","29","19","60.42","205","227","47.45","11","13","45.83","493","437","53.01","7","2","77.78","11.30","90.88","1.022","104","174","112","637","48.15","197","233","206","48.88"
"76","Jakob Silfverberg","ANA","R","74","718.83333333333","663","615","51.88","472","461","50.59","303","322","48.48","16","14","53.33","27.85","27.77","50.07","278","266","51.10","119","130","47.79","9","10","47.37","159","136","53.90","3","3","50.00","409","395","50.87","4","1","80.00","5.28","95.65","1.009","116","172","103","595","52.97","193","228","229","45.73"
"741","Valtteri Puustinen","PIT","R","45","469.53333333333","484","449","51.88","353","322","52.30","244","212","53.51","22","18","55.00","22.23","17.59","55.82","227","194","53.92","98","71","57.99","12","10","54.55","129","123","51.19","5","4","55.56","262","270","49.25","5","4","55.56","9.02","91.51","1.005","60","103","47","470","56.07","108","147","113","48.87"
"320","William Nylander","TOR","R","74","1153.5666666667","1320","1225","51.87","949","875","52.03","685","601","53.27","75","68","52.45","66.55","61.6","51.93","673","578","53.80","300","245","55.05","34","39","46.58","373","333","52.83","27","16","62.79","798","669","54.40","10","11","47.62","10.95","88.69","0.996","208","248","142","811","59.43","438","370","326","57.33"
"894","Uvis Balinskis","FLA","D","22","297.55","270","251","51.82","186","191","49.34","131","138","48.70","9","9","50.00","10.17","11.39","47.17","114","124","47.90","42","55","43.30","6","6","50.00","72","69","51.06","2","1","66.67","169","133","55.96","1","2","33.33","6.87","93.48","1.003","41","60","46","252","47.13","91","90","76","54.49"
"896","Nikolas Matinpalo","OTT","D","4","27.333333333333","29","27","51.79","23","17","57.50","14","16","46.67","2","1","66.67","1.17","1.21","49.03","14","12","53.85","3","5","37.50","0","0","-","11","7","61.11","1","1","50.00","15","13","53.57","1","0","100.00","14.29","93.75","1.080","6","7","4","26","60.00","6","11","7","46.15"
"158","Adam Lowry","WPG","C","75","1016.6666666667","1061","988","51.78","784","698","52.90","540","480","52.94","42","30","58.33","55.68","44.32","55.68","505","410","55.19","224","177","55.86","25","15","62.50","281","233","54.67","11","9","55.00","580","684","45.89","6","4","60.00","7.78","93.75","1.015","147","311","211","713","41.06","244","408","416","36.97"
"329","Nick Schmaltz","ARI","C","71","1095.0333333333","1069","996","51.77","774","730","51.46","507","497","50.50","49","62","44.14","51.57","56.42","47.75","512","478","51.72","210","206","50.48","23","27","46.00","302","272","52.61","17","17","50.00","621","568","52.23","7","10","41.18","9.66","87.53","0.972","179","242","161","739","52.65","346","328","300","53.56"
"602","Sean Durzi","ARI","D","68","1240.0666666667","1260","1174","51.77","895","824","52.07","599","577","50.94","64","64","50.00","60.26","59.8","50.19","635","575","52.48","260","232","52.85","35","30","53.85","375","343","52.23","18","17","51.43","686","675","50.40","9","10","47.37","10.68","88.91","0.996","164","272","196","901","45.56","392","388","366","51.72"
"226","Damon Severson","CBJ","D","60","1114.9166666667","1199","1119","51.73","840","811","50.88","571","591","49.14","56","65","46.28","55.75","56.63","49.61","530","533","49.86","213","217","49.53","30","31","49.18","317","316","50.08","18","22","45.00","724","658","52.39","6","10","37.50","9.81","89.00","0.988","128","231","149","688","46.21","351","368","322","52.15"
"46","Evgenii Dadonov","DAL","R","50","614.18333333333","632","590","51.72","430","423","50.41","284","306","48.14","28","34","45.16","24.95","25.86","49.10","292","259","52.99","118","93","55.92","14","15","48.28","174","166","51.18","11","11","50.00","379","345","52.35","3","7","30.00","9.86","88.89","0.987","103","125","93","479","52.55","194","194","189","50.65"
"193","Morgan Rielly","TOR","D","65","1341","1477","1379","51.72","1070","994","51.84","754","671","52.91","85","74","53.46","69.89","71.7","49.36","715","662","51.92","330","278","54.28","51","36","58.62","385","384","50.07","25","19","56.82","913","756","54.70","8","17","32.00","11.27","88.97","1.002","242","278","187","998","56.41","512","406","403","55.96"
"728","Pavel Dorofeyev","VGK","L","39","471.76666666667","515","481","51.71","364","332","52.30","256","217","54.12","25","15","62.50","22.32","19.04","53.97","230","205","52.87","89","80","52.66","14","8","63.64","141","125","53.01","10","4","71.43","322","289","52.70","1","3","25.00","9.77","93.09","1.029","87","92","80","316","52.10","173","142","148","53.89"
"417","Joel Eriksson Ek","MIN","C","69","987.75","1031","964","51.68","740","682","52.04","521","443","54.05","67","47","58.77","47.97","42.82","52.84","463","442","51.16","199","171","53.78","27","20","57.45","264","271","49.35","24","11","68.57","619","616","50.12","8","12","40.00","12.86","89.39","1.023","190","258","175","530","52.05","343","365","352","49.35"
"95","Marcus Foligno","MIN","L","55","651.45","609","570","51.65","425","394","51.89","289","253","53.32","28","20","58.33","25.72","22.05","53.84","263","232","53.13","104","89","53.89","15","12","55.56","159","143","52.65","6","4","60.00","354","412","46.21","3","4","42.86","9.69","92.09","1.018","93","152","134","409","40.97","171","218","240","41.61"
"506","Hardy Haman Aktell","WSH","D","6","63.366666666667","63","59","51.64","47","44","51.65","31","33","48.44","2","4","33.33","3.11","2.79","52.71","28","26","51.85","14","12","53.85","1","3","25.00","14","14","50.00","0","1","0.00","38","31","55.07","1","0","100.00","6.45","87.88","0.943","4","7","4","73","50.00","15","16","11","57.69"
"486","Jordan Kyrou","STL","C","75","1159.5833333333","1202","1127","51.61","891","829","51.80","616","564","52.20","60","64","48.39","55.57","62.92","46.90","589","533","52.50","224","236","48.70","28","31","47.46","365","297","55.14","26","16","61.90","743","645","53.53","6","10","37.50","9.74","88.65","0.984","199","245","157","746","55.90","427","332","293","59.31"
"333","David Pastrnak","BOS","R","76","1224.25","1274","1195","51.60","951","892","51.60","670","623","51.82","81","56","59.12","67.48","57.36","54.05","646","576","52.86","262","234","52.82","45","28","61.64","384","342","52.89","19","17","52.78","739","668","52.52","14","8","63.64","12.09","91.01","1.031","292","210","136","893","68.22","472","284","328","59.00"
"128","Jaden Schwartz","SEA","C","54","756.2","745","699","51.59","510","520","49.51","351","349","50.14","28","36","43.75","32.65","35.3","48.05","339","292","53.72","139","126","52.45","14","19","42.42","200","166","54.64","4","6","40.00","449","475","48.59","10","5","66.67","7.98","89.68","0.977","151","143","136","557","52.61","248","197","264","48.44"
"633","Ty Dellandrea","DAL","C","41","438.9","423","397","51.59","302","276","52.25","212","192","52.48","18","27","40.00","18.88","15.08","55.59","197","173","53.24","79","69","53.38","5","17","22.73","118","104","53.15","7","6","53.85","229","254","47.41","6","4","60.00","8.49","85.94","0.944","50","87","71","371","41.32","116","130","140","45.31"
"825","Matty Beniers","SEA","C","69","1056.3166666667","1038","975","51.56","714","737","49.21","504","496","50.40","40","48","45.45","44.84","47.74","48.43","473","414","53.33","183","178","50.69","17","24","41.46","290","236","55.13","11","11","50.00","638","653","49.42","10","7","58.82","7.94","90.32","0.983","212","221","156","717","57.61","362","290","327","52.54"
"266","Nicholas Paul","T.B","L","74","1000.6333333333","998","938","51.55","685","671","50.52","463","495","48.33","50","60","45.45","45.83","46.54","49.62","455","407","52.78","183","162","53.04","23","29","44.23","272","245","52.61","16","17","48.48","585","586","49.96","8","12","40.00","10.80","87.88","0.987","159","209","177","710","47.32","271","306","309","46.72"
"271","Shea Theodore","VGK","D","39","724.11666666667","783","736","51.55","560","506","52.53","397","359","52.51","40","33","54.79","36.57","34.56","51.41","371","353","51.24","137","128","51.70","20","12","62.50","234","225","50.98","15","9","62.50","492","404","54.91","4","7","36.36","10.08","90.81","1.009","149","153","115","458","56.44","307","231","218","58.48"
"423","Yakov Trenin","COL, NSH","C","70","887.11666666667","888","836","51.51","638","601","51.49","432","429","50.17","39","27","59.09","44.57","35.32","55.79","411","354","53.73","172","160","51.81","19","19","50.00","239","194","55.20","8","3","72.73","473","581","44.88","7","5","58.33","9.03","93.71","1.027","65","205","150","724","30.23","156","283","320","32.77"
"228","Teddy Blueger","VAN","C","60","763.63333333333","723","681","51.50","531","477","52.68","360","343","51.21","35","28","55.56","39.99","27.99","58.83","373","307","54.85","185","134","57.99","19","17","52.78","188","173","52.08","12","4","75.00","372","423","46.79","2","7","22.22","9.72","91.84","1.016","84","188","126","669","40.00","169","264","262","39.21"
"471","Sam Steel","DAL","C","70","797.46666666667","740","697","51.50","529","487","52.07","353","324","52.14","27","30","47.37","28.75","26.52","52.01","306","296","50.83","111","115","49.12","9","14","39.13","195","181","51.86","13","13","50.00","429","415","50.83","5","3","62.50","7.65","90.74","0.984","78","188","96","651","44.83","157","261","224","41.21"
"732","Vasily Podkolzin","VAN","R","12","119.2","120","113","51.50","84","82","50.60","54","61","46.96","4","4","50.00","4.59","4.8","48.89","52","40","56.52","25","18","58.14","1","1","50.00","27","22","55.10","2","0","100.00","82","70","53.95","1","3","25.00","7.41","93.44","1.009","15","12","12","130","55.56","34","22","26","56.67"
"608","Kiefer Sherwood","NSH","L","61","696.45","690","650","51.49","504","469","51.80","336","340","49.70","34","18","65.38","31.9","29.27","52.15","310","308","50.16","129","119","52.02","15","8","65.22","181","189","48.92","13","6","68.42","386","349","52.52","5","4","55.56","10.12","94.71","1.048","83","193","86","580","49.11","150","259","188","44.38"
"19","Kris Letang","PIT","D","75","1506.8","1679","1583","51.47","1214","1158","51.18","843","775","52.10","91","73","55.49","84.73","79.08","51.72","786","766","50.64","310","298","50.99","40","46","46.51","476","468","50.42","26","19","57.78","1033","895","53.58","19","7","73.08","10.79","90.58","1.014","220","329","198","908","52.63","558","500","511","52.20"
"73","Marcus Johansson","MIN","L","70","943.61666666667","947","893","51.47","673","632","51.57","457","431","51.46","36","43","45.57","39.91","36.88","51.97","449","386","53.77","183","143","56.13","13","20","39.39","266","243","52.26","16","10","61.54","538","558","49.09","6","11","35.29","7.88","90.02","0.979","138","195","129","612","51.69","270","281","278","49.27"
"84","Calvin de Haan","T.B","D","57","833.5","789","744","51.47","534","502","51.54","357","354","50.21","29","40","42.03","36.27","30.78","54.10","392","329","54.37","152","130","53.90","18","21","46.15","240","199","54.67","7","13","35.00","386","433","47.13","3","5","37.50","8.12","88.70","0.968","66","192","97","715","40.49","148","275","225","39.68"
"110","Mats Zuccarello","MIN","R","64","938.08333333333","954","900","51.46","673","626","51.81","449","437","50.68","47","45","51.09","41.24","38.15","51.94","443","389","53.25","182","149","54.98","26","17","60.47","261","240","52.10","11","16","40.74","556","539","50.78","7","7","50.00","10.47","89.70","1.002","160","188","81","592","66.39","327","287","205","61.47"
"89","Reilly Smith","PIT","R","69","929.26666666667","977","923","51.42","687","673","50.51","472","456","50.86","39","33","54.17","43.72","37.25","54.00","452","421","51.78","193","156","55.30","21","24","46.67","259","265","49.43","11","2","84.62","561","538","51.05","7","6","53.85","8.26","92.76","1.010","154","191","100","788","60.63","290","277","248","53.90"
"293","Bo Horvat","NYI","C","74","1184.8","1358","1284","51.40","1015","921","52.43","729","632","53.56","67","72","48.20","63.02","67.46","48.30","622","608","50.57","258","249","50.89","26","33","44.07","364","359","50.35","25","17","59.52","877","713","55.16","16","15","51.61","9.19","88.61","0.978","229","203","160","899","58.87","462","304","355","56.55"
"338","Andreas Englund","L.A","D","74","907.88333333333","907","860","51.33","651","621","51.18","450","432","51.02","35","39","47.30","40.44","36.18","52.78","425","392","52.02","164","169","49.25","18","24","42.86","261","223","53.93","9","10","47.37","532","490","52.05","8","5","61.54","7.78","90.97","0.988","123","154","106","705","53.71","297","251","235","55.83"
"168","William Karlsson","VGK","C","62","813.75","886","841","51.30","642","573","52.84","454","383","54.24","55","37","59.78","42.65","37.28","53.36","419","354","54.20","156","124","55.71","18","16","52.94","263","230","53.35","24","12","66.67","523","505","50.88","7","5","58.33","12.11","90.34","1.025","144","148","132","557","52.17","289","223","256","53.03"
"273","Ryan Hartman","MIN","R","68","922.78333333333","954","907","51.26","663","621","51.64","438","424","50.81","50","42","54.35","40.09","40.82","49.55","425","412","50.78","169","160","51.37","22","20","52.38","256","252","50.39","14","16","46.67","558","561","49.87","6","4","60.00","11.42","90.09","1.015","156","202","134","532","53.79","305","290","299","50.50"
"868","Simon Nemec","N.J","D","53","938.56666666667","1012","963","51.24","724","677","51.68","500","458","52.19","52","53","49.52","50.83","45.22","52.92","474","438","51.97","197","168","53.97","23","26","46.94","277","270","50.64","19","15","55.88","597","539","52.55","9","11","45.00","10.40","88.43","0.988","111","163","105","731","51.39","280","246","238","54.05"
"337","Marcus Pettersson","PIT","D","75","1468.1166666667","1577","1501","51.23","1147","1106","50.91","807","733","52.40","85","63","57.43","78.3","67.55","53.69","747","694","51.84","315","276","53.30","41","41","50.00","432","418","50.82","26","11","70.27","917","922","49.86","14","11","56.00","10.53","91.41","1.019","175","301","214","928","44.99","467","513","518","47.41"
"371","Andrew Mangiapane","CGY","L","69","976.65","1065","1014","51.23","791","698","53.12","536","486","52.45","60","50","54.55","57.6","44.04","56.67","496","478","50.92","206","173","54.35","28","23","54.90","290","305","48.74","22","16","57.89","615","621","49.76","7","9","43.75","11.19","89.71","1.009","151","236","216","687","41.14","304","326","389","43.87"
"373","Noah Hanifin","CGY, VGK","D","73","1420.5833333333","1490","1419","51.22","1075","989","52.08","757","692","52.24","83","66","55.70","74.76","67.13","52.69","683","682","50.04","281","261","51.85","44","24","64.71","402","421","48.85","20","25","44.44","893","835","51.68","14","9","60.87","10.96","90.46","1.014","179","310","233","1136","43.45","457","473","516","46.97"
"887","Leo Carlsson","ANA","C","48","749.66666666667","735","700","51.22","542","515","51.28","374","344","52.09","27","35","43.55","34.35","36.49","48.48","350","313","52.79","137","135","50.37","18","19","48.65","213","178","54.48","6","10","37.50","400","444","47.39","3","3","50.00","7.22","89.83","0.970","109","158","90","494","54.77","215","212","212","50.35"
"422","John Marino","N.J","D","70","1256.8833333333","1205","1148","51.21","850","869","49.45","585","623","48.43","67","76","46.85","65.27","57.19","53.30","595","535","52.65","251","254","49.70","41","44","48.24","344","281","55.04","14","22","38.89","669","668","50.04","9","8","52.94","11.45","87.80","0.993","128","320","189","949","40.38","315","459","405","43.75"
"654","Declan Chisholm","MIN, WPG","D","23","334.36666666667","317","302","51.21","232","209","52.61","155","131","54.20","10","14","41.67","13.74","12.71","51.94","151","132","53.36","62","55","52.99","3","5","37.50","89","77","53.61","4","5","44.44","183","178","50.69","2","3","40.00","6.45","89.31","0.958","36","51","38","256","48.65","93","88","80","53.76"
"365","Pierre Engvall","NYI","L","68","941.81666666667","991","945","51.19","717","671","51.66","508","463","52.32","35","35","50.00","47.39","40.19","54.11","484","443","52.21","200","166","54.64","18","17","51.43","284","277","50.62","16","12","57.14","550","517","51.55","1","6","14.29","6.89","92.44","0.993","161","202","88","748","64.66","282","282","206","57.79"
"597","Morgan Barron","WPG","C","74","662.81666666667","627","598","51.18","439","412","51.59","302","289","51.10","25","19","56.82","26.07","25.32","50.73","261","263","49.81","105","118","47.09","9","9","50.00","156","145","51.83","9","7","56.25","353","328","51.84","6","3","66.67","8.28","93.43","1.017","80","155","73","573","52.29","145","215","153","48.66"
"324","Dylan Larkin","DET","C","61","918.1","964","920","51.17","697","690","50.25","467","484","49.11","60","59","50.42","42.98","47.67","47.41","416","417","49.94","142","174","44.94","14","30","31.82","274","243","53.00","26","16","61.90","600","567","51.41","15","10","60.00","12.85","87.81","1.007","129","240","151","622","46.07","264","316","308","46.15"
"555","Robert Thomas","STL","C","75","1199.35","1271","1213","51.17","943","911","50.86","648","603","51.80","67","58","53.60","68.58","69.17","49.79","629","582","51.94","246","265","48.14","31","25","55.36","383","317","54.71","28","18","60.87","763","722","51.38","3","8","27.27","10.34","90.38","1.007","205","274","212","693","49.16","445","377","416","51.68"
"192","Yanni Gourde","SEA","C","72","1080.2666666667","1164","1113","51.12","796","820","49.26","531","545","49.35","37","50","42.53","49.25","48","50.64","526","501","51.22","201","178","53.03","24","22","52.17","325","323","50.15","3","17","15.00","666","685","49.30","8","7","53.33","6.97","90.83","0.978","146","251","158","752","48.03","295","320","332","47.05"
"1","Ryan Suter","DAL","D","75","1326.4666666667","1330","1272","51.11","953","936","50.45","629","632","49.88","63","53","54.31","59.34","50.99","53.79","600","550","52.17","255","223","53.35","31","33","48.44","345","327","51.34","19","14","57.58","812","817","49.85","12","6","66.67","10.02","91.61","1.016","157","266","174","944","47.43","411","401","443","48.13"
"408","Nicolas Roy","VGK","C","65","820.71666666667","835","799","51.10","550","565","49.33","389","388","50.06","39","34","53.42","36.73","32.31","53.20","383","357","51.76","148","128","53.62","20","12","62.50","235","229","50.65","9","17","34.62","460","463","49.84","7","4","63.64","10.03","91.24","1.013","108","200","145","590","42.69","207","270","257","44.61"
"446","Mason Marchment","DAL","L","74","1007.3333333333","1042","998","51.08","762","732","51.00","505","498","50.35","57","37","60.64","47.93","42.02","53.28","521","458","53.22","199","174","53.35","31","24","56.36","322","284","53.14","20","10","66.67","630","582","51.98","5","2","71.43","11.29","92.57","1.039","180","217","119","735","60.20","349","305","307","53.20"
"155","Nick Seeler","PHI","D","65","962.75","1097","1052","51.05","801","667","54.56","578","446","56.45","50","40","55.56","47.58","38.83","55.06","474","467","50.37","205","172","54.38","30","21","58.82","269","295","47.70","14","13","51.85","623","625","49.92","6","6","50.00","8.65","91.03","0.997","104","164","136","935","43.33","298","267","283","51.29"
"586","Drake Batherson","OTT","R","74","1106.7666666667","1172","1124","51.05","835","806","50.88","571","562","50.40","54","59","47.79","52.2","53.64","49.32","528","547","49.12","213","217","49.53","29","29","50.00","315","330","48.84","18","18","50.00","711","611","53.78","7","9","43.75","9.46","89.50","0.990","182","243","109","923","62.54","373","342","280","57.12"
"745","Dmitri Voronkov","CBJ","L","69","775.7","853","818","51.05","586","569","50.74","417","392","51.55","39","36","52.00","38.93","44.36","46.74","392","386","50.39","153","160","48.88","19","12","61.29","239","226","51.40","13","12","52.00","506","481","51.27","7","10","41.18","9.35","90.82","1.002","180","191","114","624","61.22","320","254","214","59.93"
"466","Clayton Keller","ARI","R","70","1109.75","1060","1017","51.04","773","746","50.89","498","526","48.63","51","67","43.22","50.21","58.89","46.02","511","493","50.90","199","216","47.95","22","29","43.14","312","277","52.97","18","18","50.00","624","582","51.74","9","13","40.91","10.24","87.26","0.975","188","255","166","797","53.11","351","356","300","53.92"
"548","Eeli Tolvanen","SEA","R","74","983.98333333333","1044","1003","51.00","702","722","49.30","473","476","49.84","40","48","45.45","43.52","43.21","50.18","485","452","51.76","181","149","54.85","23","21","52.27","304","303","50.08","5","14","26.32","594","599","49.79","10","10","50.00","8.46","89.92","0.984","158","227","138","744","53.38","299","305","284","51.29"
