"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"762","Mikael Pyyhtia","CBJ","L","10","1.5833333333333","0.15833333333333","0","37.89","0.00","0","37.89","0.00","0","37.89","0.00","0","37.89","0.00","0","5.74","0.00","0","37.89","0.00","0","37.89","0.00","0","37.89","0.00","0","0","-","0","0","-","0","0","-","0","0","-","-","0.00","0.00","0","0","0","113.68","-","0","37.89","0","-"
"728","Tyler Kleven","OTT","D","8","1.6","0.2","37.5","37.5","50.00","37.5","37.5","50.00","0","37.5","0.00","0","0","-","1.96","0.02","99.10","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","54.17","0","100.00","0","0","-","-","100.00","1.00","37.5","0","0","37.5","100.00","37.5","0","0","100.00"
"370","Travis Dermott","ARI","D","47","1.6166666666667","0.034397163120567","148.45","37.11","80.00","111.34","0","100.00","74.23","0","100.00","0","0","-","11.36","0","100.00","111.34","0","100.00","37.11","0","100.00","0","0","-","98.97","0","100.00","0","0","-","107.22","107.22","50.00","0","0","-","0.00","-","0.00","148.45","37.11","37.11","296.91","80.00","148.45","37.11","37.11","80.00"
"606","Ty Dellandrea","DAL","C","41","3.2666666666667","0.079674796747967","0","36.73","0.00","0","36.73","0.00","0","18.37","0.00","0","0","-","0","2.37","0.00","0","18.37","0.00","0","0","-","0","0","-","0","24.49","0.00","0","0","-","26.53","26.53","50.00","0","0","-","-","100.00","1.00","18.37","18.37","0","146.94","100.00","18.37","18.37","0","100.00"
"518","Mikey Anderson","L.A","D","66","1.6666666666667","0.025252525252525","144","36","80.00","108","36","75.00","72","36","66.67","0","0","-","7.84","0.04","99.49","36","0","100.00","36","0","100.00","0","0","-","0","0","-","0","0","-","208","0","100.00","0","0","-","0.00","100.00","1.000","72","72","0","144","100.00","72","72","0","100.00"
"250","Hudson Fasching","NYI","R","43","6.7666666666667","0.15736434108527","70.94","35.47","66.67","26.6","26.6","50.00","26.6","17.73","60.00","8.87","0","100.00","1.05","2.73","27.87","17.73","26.6","40.00","0","8.87","0.00","0","0","-","23.65","23.65","50.00","11.82","0","100.00","64.04","0","100.00","0","0","-","33.33","100.00","1.333","8.87","8.87","0","124.14","100.00","8.87","8.87","8.87","50.00"
"767","Nils Aman","VAN","C","39","1.7","0.043589743589744","70.59","35.29","66.67","35.29","35.29","50.00","0","0","-","0","0","-","3.26","1.65","66.33","35.29","0","100.00","35.29","0","100.00","0","0","-","0","0","-","0","0","-","152.94","101.96","60.00","0","0","-","-","-","-","141.18","35.29","35.29","317.65","80.00","141.18","35.29","35.29","80.00"
"436","Kevin Rooney","CGY","C","24","3.4166666666667","0.14236111111111","35.12","35.12","50.00","17.56","17.56","50.00","17.56","17.56","50.00","0","0","-","0.9","0.01","98.59","0","17.56","0.00","0","0","-","0","0","-","0","23.41","0.00","0","0","-","101.46","0","100.00","0","0","-","0.00","100.00","1.000","52.68","35.12","0","245.85","100.00","52.68","35.12","17.56","75.00"
"398","Jeremy Lauzon","NSH","D","72","5.1666666666667","0.071759259259259","104.52","34.84","75.00","92.9","34.84","72.73","58.06","23.23","71.43","11.61","11.61","50.00","6.19","3.41","64.47","46.45","11.61","80.00","11.61","11.61","50.00","0","11.61","0.00","46.45","0","100.00","15.48","0","100.00","134.19","67.1","66.67","0","0","-","20.00","50.00","0.700","34.84","23.23","34.84","197.42","50.00","69.68","46.45","46.45","60.00"
"648","Kyle MacLean","NYI","C","25","1.7333333333333","0.069333333333333","0","34.62","0.00","0","34.62","0.00","0","34.62","0.00","0","0","-","0","2.41","0.00","0","34.62","0.00","0","0","-","0","0","-","0","46.15","0.00","0","0","-","100","0","100.00","0","0","-","-","100.00","1.00","103.85","0","0","173.08","100.00","138.46","0","0","100.00"
