"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"145","John Klingberg","TOR","D","14","287.71666666667","0","5","3","2","5","26.32","14","0.00","0.74","52","25","11","0","1","1","8","4","4","0","0","1","12","7","11","29","14","0","0","-"
"163","Scott Mayfield","NYI","D","41","769.35","0","5","3","2","5","22.73","36","0.00","1.24","107","53","26","4","2","12","35","16","15","1","0","13","35","7","58","35","106","0","0","-"
"231","Dominic Toninato","WPG","C","15","152.86666666667","1","4","3","1","5","62.50","12","8.33","1.8","28","21","19","8","2","4","6","3","3","0","0","2","4","3","23","15","9","52","57","47.71"
"305","Joel Hanley","CGY, DAL","D","41","579.86666666667","1","4","2","2","5","22.73","19","5.26","1.09","66","37","18","3","2","7","30","12","10","2","0","3","10","2","45","84","47","0","0","-"
"314","Tomas Nosek","N.J","L","31","345.06666666667","2","3","3","0","5","71.43","33","6.06","3.04","60","47","25","15","3","4","4","2","2","0","0","3","6","9","32","41","19","91","85","51.70"
"335","Brendan Lemieux","CAR","L","30","236.23333333333","3","2","2","0","5","45.45","26","11.54","2.79","60","39","23","11","1","4","62","13","6","4","3","7","5","2","50","23","5","4","11","26.67"
"391","Oliver Kylington","CGY","D","25","415.55","2","3","1","2","5","33.33","31","6.45","1.75","76","50","28","5","2","5","8","4","4","0","0","0","18","11","16","43","44","0","0","-"
"404","Caleb Jones","COL","D","23","272.75","0","5","3","2","5","41.67","18","0.00","0.87","36","23","11","3","0","4","8","4","4","0","0","1","7","4","26","24","25","0","0","-"
"509","Axel Jonsson-Fjallby","WPG","L","26","210.93333333333","2","3","3","0","5","62.50","23","8.70","2.09","55","40","24","9","2","2","0","0","0","0","0","1","3","3","28","18","7","1","1","50.00"
"513","Matthew Phillips","PIT, WSH","R","31","315.65","1","4","3","1","5","45.45","21","4.76","3.58","41","29","28","18","1","12","0","0","0","0","0","2","4","5","5","31","15","1","2","33.33"
"673","Simon Benoit","TOR","D","56","953.96666666667","1","4","1","3","5","11.90","48","2.08","2.07","110","67","18","1","3","6","48","18","14","4","0","13","25","16","197","131","87","0","0","-"
"674","Reese Johnson","CHI","C","42","459.18333333333","2","3","0","3","5","50.00","51","3.92","4.83","88","68","47","20","8","3","40","10","5","4","1","19","9","7","90","26","16","42","39","51.85"
"676","Brayden Pachal","CGY, VGK","D","41","600.8","1","4","2","2","5","22.73","42","2.38","2.07","111","64","24","6","1","8","43","20","19","1","0","12","17","5","106","58","53","0","0","-"
"679","John Ludvig","PIT","D","33","382.15","3","2","1","1","5","41.67","24","12.50","1.17","52","37","14","2","0","6","47","12","6","5","1","8","9","3","60","37","32","0","0","-"
