"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"407","Frank Vatrano","ANA","R","81","131.05","229","32","87.74","169","27","86.22","118","24","83.10","10","3","76.92","15.76","1.94","89.02","107","17","86.29","49","8","85.96","5","1","83.33","58","9","86.57","3","2","60.00","115","6","95.04","2","0","100.00","8.47","87.50","0.960","53","18","2","91","96.36","83","21","6","93.26"
"508","Dillon Dube","CGY","C","82","111.35","186","26","87.74","137","19","87.82","101","16","86.32","8","2","80.00","13.8","1.55","89.93","110","16","87.30","47","6","88.68","5","1","83.33","63","10","86.30","2","1","66.67","74","7","91.36","1","0","100.00","7.92","87.50","0.954","40","11","3","91","93.02","65","19","5","92.86"
"384","Devon Toews","COL","D","80","162.43333333333","243","34","87.73","184","32","85.19","137","30","82.04","17","2","89.47","19.29","2.11","90.13","145","16","90.06","59","7","89.39","8","1","88.89","86","9","90.53","6","1","85.71","99","4","96.12","3","0","100.00","12.41","93.33","1.057","49","14","3","101","94.23","114","23","6","95.00"
"715","Rafael Harvey-Pinard","MTL","L","34","63.65","100","14","87.72","72","13","84.71","53","12","81.54","9","0","100.00","7.75","0.5","93.90","52","5","91.23","25","1","96.15","5","0","100.00","27","4","87.10","2","0","100.00","49","1","98.00","2","0","100.00","16.98","100.00","1.170","40","6","1","8","97.56","57","11","2","96.61"
"112","Tyson Barrie","EDM, NSH","D","85","262.26666666667","464","65","87.71","365","55","86.90","271","48","84.95","56","3","94.92","40.92","3.97","91.15","292","33","89.85","138","18","88.46","27","2","93.10","154","15","91.12","18","1","94.74","181","13","93.30","11","0","100.00","20.66","93.75","1.144","137","21","0","24","100.00","261","39","3","98.86"
"276","Nate Schmidt","WPG","D","71","117.06666666667","164","23","87.70","121","21","85.21","77","13","85.56","9","0","100.00","12.89","1.3","90.86","93","11","89.42","46","7","86.79","6","0","100.00","47","4","92.16","3","0","100.00","67","3","95.71","0","0","-","11.69","100.00","1.117","39","17","4","102","90.70","56","21","8","87.50"
"491","Luke Kunin","S.J","C","31","44.25","64","9","87.67","49","7","87.50","41","7","85.42","5","0","100.00","4.81","0.35","93.14","41","3","93.18","16","2","88.89","4","0","100.00","25","1","96.15","1","0","100.00","32","4","88.89","0","0","-","12.20","100.00","1.122","17","3","2","35","89.47","32","4","5","86.49"
"731","Kirby Dach","MTL","C","58","197.85","284","40","87.65","212","36","85.48","151","30","83.43","23","0","100.00","22.41","4.01","84.83","155","21","88.07","62","13","82.67","5","0","100.00","93","8","92.08","14","0","100.00","138","8","94.52","4","0","100.00","15.23","100.00","1.152","109","17","2","24","98.20","185","26","6","96.86"
"166","Mark Stone","VGK","R","43","116.56666666667","219","31","87.60","171","26","86.80","130","25","83.87","20","2","90.91","16.54","1.85","89.93","137","12","91.95","45","6","88.24","8","2","80.00","92","6","93.88","9","0","100.00","87","7","92.55","3","0","100.00","15.38","92.00","1.074","66","7","0","16","100.00","148","14","6","96.10"
"379","Brayden Point","T.B","C","82","311.86666666667","576","82","87.54","438","70","86.22","314","54","85.33","56","8","87.50","45.34","5.4","89.36","366","48","88.41","139","20","87.42","23","6","79.31","227","28","89.02","24","2","92.31","354","21","94.40","9","0","100.00","17.83","85.19","1.030","150","24","1","22","99.34","311","53","12","96.28"
"92","Marcus Johansson","MIN, WSH","L","80","222.7","386","55","87.53","290","49","85.55","204","42","82.93","27","1","96.43","30.22","3.41","89.87","206","24","89.57","93","12","88.57","15","1","93.75","113","12","90.40","7","0","100.00","183","20","90.15","5","0","100.00","13.24","97.62","1.109","109","16","1","59","99.09","199","33","8","96.14"
"268","Connor Brown","WSH","R","4","6.5166666666667","14","2","87.50","8","2","80.00","4","1","80.00","0","0","-","0.54","0.43","55.64","5","1","83.33","1","1","50.00","0","0","-","4","0","100.00","0","0","-","9","0","100.00","0","0","-","0.00","100.00","1.000","2","0","0","7","100.00","3","0","0","100.00"
"317","Zach Sanford","NSH","L","16","21.583333333333","28","4","87.50","20","4","83.33","13","4","76.47","2","1","66.67","1.57","0.3","84.13","12","3","80.00","6","1","85.71","2","0","100.00","6","2","75.00","0","1","0.00","15","1","93.75","0","0","-","15.38","75.00","0.904","5","1","0","23","100.00","9","2","0","100.00"
"386","Sam Lafferty","CHI, TOR","C","70","46.75","49","7","87.50","36","4","90.00","22","3","88.00","0","1","0.00","2.4","0.45","84.13","27","4","87.10","7","2","77.78","0","0","-","20","2","90.91","0","1","0.00","22","2","91.67","0","0","-","0.00","66.67","0.667","13","5","3","49","81.25","19","7","3","86.36"
"626","Eetu Luostarinen","FLA","C","82","72.583333333333","119","17","87.50","93","13","87.74","72","11","86.75","7","3","70.00","9.55","2.05","82.34","61","8","88.41","29","6","82.86","3","3","50.00","32","2","94.12","3","0","100.00","58","5","92.06","1","0","100.00","9.72","72.73","0.824","26","3","6","77","81.25","46","9","8","85.19"
"644","Sean Walker","L.A","D","70","15.233333333333","28","4","87.50","20","3","86.96","15","3","83.33","2","0","100.00","1.94","0.09","95.49","13","2","86.67","8","0","100.00","2","0","100.00","5","2","71.43","0","0","-","22","1","95.65","0","0","-","13.33","100.00","1.133","5","5","0","13","100.00","10","5","0","100.00"
"650","Pius Suter","DET","C","79","6.2","7","1","87.50","5","1","83.33","4","1","80.00","0","1","0.00","0.25","0.1","71.56","3","1","75.00","1","0","100.00","0","0","-","2","1","66.67","0","1","0.00","4","0","100.00","0","0","-","0.00","0.00","0.000","3","3","2","16","60.00","7","4","2","77.78"
"708","Paul Cotter","VGK","C","55","18.716666666667","35","5","87.50","25","2","92.59","16","2","88.89","4","0","100.00","2.18","0.16","93.07","21","3","87.50","8","1","88.89","2","0","100.00","13","2","86.67","0","0","-","14","3","82.35","2","0","100.00","25.00","100.00","1.250","11","2","1","13","91.67","20","2","1","95.24"
"768","Jordan Spence","L.A","D","6","6.7166666666667","7","1","87.50","5","1","83.33","3","0","100.00","0","0","-","0.39","0.06","87.01","2","1","66.67","1","0","100.00","0","0","-","1","1","50.00","0","0","-","8","0","100.00","0","0","-","0.00","-","0.00","2","0","0","4","100.00","4","0","0","100.00"
"774","Aliaksei Protas","WSH","C","58","5.7833333333333","7","1","87.50","5","1","83.33","3","1","75.00","0","0","-","0.48","0.04","92.99","5","0","100.00","3","0","100.00","0","0","-","2","0","100.00","0","0","-","3","1","75.00","0","0","-","0.00","100.00","1.000","5","2","1","9","83.33","6","3","1","85.71"
"798","Danil Gushchin","S.J","L","2","4.95","7","1","87.50","5","1","83.33","3","0","100.00","2","0","100.00","0.56","0.1","84.43","5","0","100.00","1","0","100.00","1","0","100.00","4","0","100.00","1","0","100.00","4","2","66.67","0","0","-","66.67","-","0.67","2","1","0","3","100.00","2","2","1","66.67"
"799","Jake Sanderson","OTT","D","77","192.1","329","47","87.50","248","37","87.02","173","31","84.80","25","2","92.59","27.25","3.18","89.53","196","24","89.09","103","9","91.96","19","0","100.00","93","15","86.11","2","2","50.00","139","12","92.05","4","0","100.00","14.45","93.55","1.080","81","26","4","100","95.29","163","34","11","93.68"
"818","Tristen Robins","S.J","C","3","2.9833333333333","7","1","87.50","6","1","85.71","2","1","66.67","0","0","-","0.47","0.07","86.44","3","1","75.00","2","0","100.00","0","0","-","1","1","50.00","0","0","-","5","0","100.00","0","0","-","0.00","100.00","1.000","2","0","0","2","100.00","2","0","0","100.00"
"836","Matty Beniers","SEA","C","80","187.9","286","41","87.46","209","36","85.31","138","26","84.15","20","3","86.96","20.52","2.66","88.51","136","21","86.62","65","11","85.53","9","2","81.82","71","10","87.65","7","0","100.00","150","11","93.17","4","1","80.00","14.49","88.46","1.030","84","21","1","80","98.82","146","28","2","98.65"
"221","Morgan Rielly","TOR","D","65","196.15","383","55","87.44","302","45","87.03","217","32","87.15","40","4","90.91","37.09","2.97","92.58","264","28","90.41","138","12","92.00","25","2","92.59","126","16","88.73","13","2","86.67","125","11","91.91","2","0","100.00","18.43","87.50","1.059","96","17","0","19","100.00","195","21","4","97.99"
"91","Mike Hoffman","MTL","L","67","173.13333333333","271","39","87.42","193","35","84.65","138","29","82.63","18","1","94.74","19.63","3.85","83.60","143","20","87.73","62","12","83.78","8","0","100.00","81","8","91.01","6","0","100.00","129","6","95.56","4","0","100.00","13.04","96.55","1.096","94","10","3","45","96.91","140","16","6","95.89"
"282","MacKenzie Weegar","CGY","D","81","77.916666666667","118","17","87.41","88","15","85.44","66","12","84.62","4","3","57.14","8.29","1.07","88.57","63","12","84.00","27","3","90.00","2","2","50.00","36","9","80.00","2","1","66.67","55","3","94.83","0","0","-","6.06","75.00","0.811","31","10","4","85","88.57","62","15","5","92.54"
"239","Filip Forsberg","NSH","L","50","154.91666666667","312","45","87.39","233","40","85.35","161","32","83.42","21","2","91.30","22.62","4.38","83.77","167","24","87.43","72","10","87.80","10","2","83.33","95","14","87.16","4","0","100.00","148","10","93.67","7","0","100.00","13.04","93.75","1.068","98","7","1","11","98.99","171","12","1","99.42"
"376","Christian Dvorak","MTL","C","64","118.08333333333","180","26","87.38","120","23","83.92","88","19","82.24","11","1","91.67","14.59","2.79","83.97","104","16","86.67","39","7","84.78","2","0","100.00","65","9","87.84","7","0","100.00","85","6","93.41","2","0","100.00","12.50","94.74","1.072","68","12","1","42","98.55","109","18","5","95.61"
"35","Claude Giroux","OTT","R","82","225.28333333333","400","58","87.34","302","49","86.04","221","41","84.35","33","4","89.19","34.75","5.38","86.59","240","32","88.24","109","17","86.51","18","2","90.00","131","15","89.73","8","2","80.00","167","7","95.98","7","0","100.00","14.93","90.24","1.052","104","28","3","115","97.20","208","40","11","94.98"
