"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"731","Kirby Dach","MTL","C","58","197.85","6","10","5","5","16","69.57","16","37.50","2.43","28","20","20","8","0","1","6","3","3","0","0","1","3","0","3","11","1","3","6","33.33"
"12","Blake Wheeler","WPG","R","72","198","7","8","3","5","15","65.22","24","29.17","5.31","47","41","33","22","0","4","4","2","2","0","0","1","5","1","5","11","1","7","9","43.75"
"74","Jordan Eberle","SEA","R","82","206.1","3","12","9","3","15","62.50","20","15.00","3.31","44","29","27","16","0","5","0","0","0","0","0","0","4","1","6","4","0","8","10","44.44"
"101","Brayden Schenn","STL","C","82","214.03333333333","6","9","3","6","15","62.50","32","18.75","7.12","80","58","55","27","1","4","0","0","0","0","0","1","6","2","4","8","1","62","57","52.10"
"197","Jonathan Huberdeau","CGY","C","79","226.41666666667","4","11","6","5","15","51.72","36","11.11","5.01","74","57","38","13","0","1","2","1","1","0","0","0","10","4","2","7","0","0","0","-"
"209","Stefan Noesen","CAR","R","78","211.33333333333","7","8","3","5","15","48.39","42","16.67","11.78","70","63","62","53","0","11","10","5","5","0","0","2","6","0","5","7","0","24","24","50.00"
"245","Chandler Stephenson","VGK","C","81","200.41666666667","6","9","4","5","15","53.57","30","20.00","5.46","48","41","38","24","1","6","0","0","0","0","0","0","6","0","4","11","1","139","78","64.06"
"246","Shayne Gostisbehere","ARI, CAR","D","75","207.41666666667","5","10","5","5","15","68.18","46","10.87","4.09","91","67","26","6","0","13","4","2","2","0","0","1","5","2","2","3","4","0","0","-"
"416","Vince Dunn","SEA","D","81","229.66666666667","0","15","8","7","15","62.50","23","0.00","1.84","60","36","15","1","0","6","4","2","2","0","0","1","6","6","3","3","1","0","0","-"
"426","Sebastian Aho","CAR","C","75","239.8","7","8","5","3","15","44.12","44","15.91","6.87","83","65","59","23","0","8","2","1","1","0","0","3","13","2","4","9","0","120","69","63.49"
"431","Travis Konecny","PHI","R","60","176.85","5","10","8","2","15","68.18","27","18.52","5.41","65","47","35","10","0","6","6","3","3","0","0","1","4","0","1","14","1","2","5","28.57"
"528","Taylor Raddysh","CHI","R","78","240.05","7","8","5","3","15","48.39","25","28.00","4.39","38","33","28","20","0","3","0","0","0","0","0","0","6","1","4","7","0","1","1","50.00"
"741","Moritz Seider","DET","D","82","254.21666666667","1","14","6","8","15","48.39","34","2.94","2.55","80","54","20","0","0","6","8","4","4","0","0","1","5","4","15","4","7","0","0","-"
"68","Alex Pietrangelo","VGK","D","73","177.63333333333","1","13","6","7","14","60.87","22","4.55","2.15","49","37","18","1","0","7","2","1","1","0","0","0","2","4","1","5","4","0","0","-"
"98","Victor Hedman","T.B","D","76","197.18333333333","1","13","8","5","14","50.00","24","4.17","2.44","62","40","19","1","0","6","2","1","1","0","0","0","9","6","4","2","1","0","0","-"
"124","Anders Lee","NYI","L","82","251.85","6","8","3","5","14","50.00","40","15.00","9.81","62","59","58","52","0","5","10","5","5","0","0","1","6","1","3","10","1","2","2","50.00"
"147","Cam Fowler","ANA","D","82","207.46666666667","4","10","5","5","14","66.67","35","11.43","2.28","80","43","24","2","0","6","0","0","0","0","0","0","7","4","0","1","3","0","0","-"
"148","Vladimir Tarasenko","NYR, STL","R","69","167.86666666667","3","11","5","6","14","66.67","45","6.67","4.79","80","63","42","6","0","4","0","0","0","0","0","0","4","1","2","2","1","0","0","-"
"217","Torey Krug","STL","D","63","174.6","4","10","6","4","14","56.00","18","22.22","1.86","42","31","13","0","0","4","2","1","1","0","0","0","2","1","1","1","2","0","0","-"
"264","Erik Gustafsson","TOR, WSH","D","70","157.58333333333","0","14","7","7","14","56.00","10","0.00","0.77","31","17","8","0","0","1","0","0","0","0","0","0","4","3","1","3","3","0","0","-"
"302","Andre Burakovsky","SEA","L","49","127.2","4","10","4","6","14","73.68","22","18.18","2.04","55","36","19","1","0","1","0","0","0","0","0","1","3","2","0","3","1","0","0","-"
"308","J.T. Compher","COL","L","82","228.33333333333","5","9","5","4","14","35.90","33","15.15","6.78","60","51","53","29","1","10","0","0","0","0","0","0","3","0","3","11","1","92","86","51.69"
"415","Jack Eichel","VGK","C","67","177.53333333333","2","12","7","5","14","77.78","42","4.76","4.1","72","57","26","4","0","4","0","0","0","0","0","0","3","1","1","7","3","24","21","53.33"
"446","Daniel Sprong","SEA","R","66","127.3","6","8","5","3","14","82.35","37","16.22","3.34","74","54","21","1","0","7","0","0","0","0","0","0","3","1","1","4","0","0","0","-"
"455","Jake DeBrusk","BOS","L","64","186.81666666667","6","8","5","3","14","45.16","47","12.77","9.04","65","61","58","44","0","7","6","3","3","0","0","1","6","1","3","15","0","0","1","0.00"
"847","Mason McTavish","ANA","C","80","201.78333333333","7","7","4","3","14","63.64","60","11.67","9.02","94","80","49","20","0","12","6","3","3","0","0","0","7","0","0","10","1","17","23","42.50"
"77","Justin Schultz","SEA","D","73","165.53333333333","1","12","5","7","13","54.17","15","6.67","0.82","38","18","8","0","0","3","2","1","1","0","0","1","0","3","0","2","3","0","0","-"
"99","Matt Duchene","NSH","C","71","210.41666666667","5","8","3","5","13","54.17","42","11.90","4.84","81","57","38","13","0","6","6","3","3","0","0","0","13","2","1","0","0","23","26","46.94"
"239","Filip Forsberg","NSH","L","50","154.91666666667","4","9","4","5","13","61.90","40","10.00","5.89","97","66","49","16","0","7","6","3","3","0","0","1","6","2","3","2","0","0","0","-"
"295","Carter Verhaeghe","FLA","C","81","177.41666666667","7","6","3","3","13","61.90","57","12.28","6.84","98","70","58","19","1","9","4","2","2","0","0","2","10","0","1","5","4","0","0","-"
"550","Brandon Hagel","T.B","L","81","190.51666666667","7","6","1","5","13","50.00","23","30.43","4.75","36","30","34","23","1","2","4","2","2","0","0","0","5","2","10","21","0","2","1","66.67"
"663","Evan Bouchard","EDM","D","82","186.16666666667","2","11","4","7","13","34.21","28","7.14","2.73","72","44","21","2","0","5","2","1","1","0","0","0","6","7","7","2","0","0","0","-"
"778","Matias Maccelli","ARI","L","64","124.91666666667","1","12","7","5","13","100.00","9","11.11","0.72","19","13","10","1","0","0","0","0","0","0","0","1","4","1","1","0","1","0","0","-"
"820","Alexander Barabanov","S.J","L","68","186.66666666667","3","10","7","3","13","48.15","27","11.11","4.16","42","35","32","18","0","7","4","2","2","0","0","0","3","0","4","5","0","0","0","-"
"6","Corey Perry","T.B","R","81","144.68333333333","6","6","3","3","12","48.00","28","21.43","4.89","39","36","32","23","0","5","8","4","4","0","0","2","3","2","2","12","0","0","0","-"
"14","David Krejci","BOS","C","70","185.56666666667","4","8","3","5","12","48.00","34","11.76","3.88","58","40","26","10","0","7","2","1","1","0","0","0","5","1","1","7","2","29","25","53.70"
"40","Jonathan Toews","CHI","C","53","151.83333333333","9","3","3","0","12","57.14","28","32.14","4.82","38","37","31","22","0","0","0","0","0","0","0","0","8","2","0","3","0","127","48","72.57"
"41","Alex Killorn","T.B","L","82","174.66666666667","3","9","2","7","12","40.00","25","12.00","5.23","41","33","38","24","0","2","6","3","3","0","0","0","7","0","1","10","0","0","0","-"
"57","Mikael Backlund","CGY","C","82","158.08333333333","5","7","4","3","12","66.67","29","17.24","5.6","49","43","35","21","0","5","2","1","1","0","0","1","8","2","2","4","0","57","52","52.29"
"75","John Carlson","WSH","D","40","158.35","3","9","4","5","12","63.16","33","9.09","4.05","71","56","34","3","0","4","2","1","1","0","0","0","8","4","3","3","2","0","0","-"
"158","Mikael Granlund","NSH, PIT","C","79","210.1","1","11","8","3","12","48.00","23","4.35","5.01","41","36","30","21","1","4","2","1","1","0","0","0","9","1","3","9","0","9","12","42.86"
"322","Seth Jones","CHI","D","72","235.1","2","10","4","6","12","42.86","47","4.26","3.82","80","64","23","5","1","8","8","3","3","0","0","2","11","0","6","7","5","0","0","-"
"354","Nikolaj Ehlers","WPG","L","45","129.01666666667","3","9","3","6","12","70.59","27","11.11","2.88","61","38","26","4","0","6","0","0","0","0","0","2","5","2","1","6","0","0","0","-"
"363","Nick Schmaltz","ARI","C","63","187.55","6","6","1","5","12","63.16","36","16.67","5.52","54","47","38","18","0","5","2","1","1","0","0","0","8","0","1","6","0","18","26","40.91"
"397","Victor Olofsson","BUF","L","75","189.33333333333","7","5","2","3","12","48.00","36","19.44","3.84","70","50","24","4","0","5","2","1","1","0","0","0","3","1","1","4","0","0","0","-"
