"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"318","Tyler Bertuzzi","BOS, DET","L","50","0.81666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"319","Zach Sanford","NSH","L","16","4","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"321","Nathan MacKinnon","COL","C","71","6.2666666666667","0","0","0","0","0","-","0","-","0.04","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","50.00"
"323","Jonathan Drouin","MTL","L","58","0.76666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0.00"
"326","Sean Monahan","MTL","C","25","41.266666666667","0","0","0","0","0","-","1","0.00","0.2","4","3","4","1","0","1","10","1","0","0","1","0","3","0","1","0","1","12","10","54.55"
"331","Max Domi","CHI, DAL","C","80","1.5","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","33.33"
"332","Josh Morrissey","WPG","D","78","27.833333333333","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","2","1","1","0","0","2","1","1","0","0","3","0","0","-"
"333","Alex Wennberg","SEA","C","82","193.98333333333","0","0","0","0","0","0.00","1","0.00","0.25","3","2","3","2","1","0","2","1","1","0","0","1","3","21","0","1","11","93","135","40.79"
"334","Ryan Pulock","NYI","D","82","136.5","0","0","0","0","0","0.00","1","0.00","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","7","1","20","0","0","-"
"335","Nikita Zadorov","CGY","D","82","179.2","0","0","0","0","0","0.00","4","0.00","0.02","6","5","0","0","1","0","4","2","2","0","0","0","9","1","21","4","14","0","0","-"
"336","Curtis Lazar","N.J, VAN","C","49","52.066666666667","0","0","0","0","0","-","2","0.00","0.12","4","2","1","0","0","0","0","0","0","0","0","0","0","2","2","1","2","8","18","30.77"
"337","Anthony Mantha","WSH","R","67","2.2","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"338","Ross Johnston","NYI","L","16","0.3","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"339","Dakota Mermis","MIN","D","2","1.8333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"340","Nathan Walker","STL","L","56","29.55","0","0","0","0","0","-","4","0.00","0.89","6","6","5","4","0","2","2","1","1","0","0","1","1","2","2","3","2","4","6","40.00"
"341","Joel Hanley","DAL","D","26","1.2333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"343","Trevor van Riemsdyk","WSH","D","75","196.25","0","0","0","0","0","0.00","6","0.00","0.31","9","6","1","1","1","2","0","0","0","0","0","2","4","1","2","3","36","0","0","-"
"344","Ryan Carpenter","NYR","C","22","22.416666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","1","0","1","6","4","60.00"
"345","Jordan Oesterle","DET","D","52","11.433333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","-"
"354","Sam Bennett","FLA","C","63","79.816666666667","0","0","0","0","0","-","7","0.00","1.39","14","12","7","2","5","0","0","0","0","0","0","3","0","9","5","1","2","18","34","34.62"
"355","Haydn Fleury","T.B","D","29","26.766666666667","0","0","0","0","0","-","1","0.00","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","-"
"356","William Nylander","TOR","R","82","18.85","0","0","0","0","0","-","3","0.00","0.46","4","4","3","3","0","0","0","0","0","0","0","0","0","2","0","0","0","0","3","0.00"
"357","Nikolaj Ehlers","WPG","L","45","0.7","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
