"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"275","Buddy Robinson","CHI","R","9","0.083333333333333","0.0092592592592593","0","1440","0.00","0","1440","0.00","0","1440","0.00","0","0","-","0","344.73","0.00","0","1440","0.00","0","1440","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","720","-","0","0","0","-"
"738","Nikita Okhotiuk","N.J","D","10","0.16666666666667","0.016666666666667","0","360","0.00","0","360","0.00","0","0","-","0","0","-","0","27.92","0.00","0","360","0.00","0","0","-","0","0","-","0","480","0.00","0","0","-","0","520","0.00","0","0","-","-","-","-","0","0","720","0","0.00","0","0","720","0.00"
"839","Luke Hughes","N.J","D","2","0.18333333333333","0.091666666666667","0","327.27","0.00","0","327.27","0.00","0","327.27","0.00","0","0","-","0","7.64","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","327.27","0","0","-","0","327.27","0","-"
"700","Semyon Der-Arguchintsev","TOR","C","1","0.9","0.9","0","200","0.00","0","200","0.00","0","133.33","0.00","0","0","-","0","25.03","0.00","0","200","0.00","0","133.33","0.00","0","0","-","0","88.89","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","66.67","-","0","0","66.67","0.00"
"775","Aidan McDonough","VAN","L","6","0.78333333333333","0.13055555555556","0","153.19","0.00","0","153.19","0.00","0","153.19","0.00","0","0","-","0","3.34","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","221.28","0.00","0","0","-","-","100.00","1.00","0","153.19","0","76.6","-","0","153.19","0","-"
"52","Brendan Smith","N.J","D","60","2","0.033333333333333","0","120","0.00","0","120","0.00","0","120","0.00","0","0","-","0","12.03","0.00","0","60","0.00","0","60","0.00","0","0","-","0","0","-","0","0","-","0","130","0.00","0","0","-","-","100.00","1.00","0","30","60","120","0.00","0","30","90","0.00"
"373","Nicolas Aube-Kubel","TOR, WSH","R","53","1.05","0.019811320754717","0","114.29","0.00","0","57.14","0.00","0","57.14","0.00","0","0","-","0","0.05","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","100.00","1.00","57.14","114.29","114.29","400","33.33","57.14","114.29","171.43","25.00"
"55","Robert Bortuzzo","STL","D","43","0.55","0.012790697674419","0","109.09","0.00","0","109.09","0.00","0","109.09","0.00","0","0","-","0","0.61","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","218.18","-","0","0","0","-"
"445","Guillaume Brisebois","VAN","D","17","1.1166666666667","0.065686274509804","53.73","107.46","33.33","0","107.46","0.00","0","53.73","0.00","0","0","-","0","3.67","0.00","0","53.73","0.00","0","0","-","0","0","-","0","71.64","0.00","0","0","-","77.61","0","100.00","0","0","-","-","100.00","1.00","107.46","161.19","53.73","53.73","66.67","107.46","161.19","53.73","66.67"
"309","Laurent Dauphin","ARI","C","21","0.56666666666667","0.026984126984127","0","105.88","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","152.94","0.00","0","0","-","-","-","-","0","0","0","529.41","-","0","0","0","-"
"257","Brock McGinn","ANA, PIT","L","75","1.1666666666667","0.015555555555556","102.86","102.86","50.00","51.43","102.86","33.33","51.43","102.86","33.33","0","0","-","6.77","7.55","47.29","51.43","51.43","50.00","51.43","51.43","50.00","0","0","-","0","0","-","0","0","-","148.57","74.29","66.67","0","0","-","0.00","100.00","1.000","205.71","0","0","360","100.00","257.14","102.86","51.43","83.33"
"849","Nick Cicek","S.J","D","16","0.6","0.0375","0","100","0.00","0","100","0.00","0","100","0.00","0","0","-","0","0.01","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","300","-","0","0","0","-"
"310","Robert Hagg","DET","D","38","1.2333333333333","0.032456140350877","0","97.3","0.00","0","97.3","0.00","0","97.3","0.00","0","0","-","0","3.25","0.00","0","48.65","0.00","0","48.65","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","100.00","1.00","48.65","0","0","340.54","100.00","48.65","0","0","100.00"
"272","Liam O'Brien","ARI","C","56","2.0166666666667","0.036011904761905","0","89.26","0.00","0","59.5","0.00","0","59.5","0.00","0","0","-","0","2.86","0.00","0","29.75","0.00","0","0","-","0","0","-","0","39.67","0.00","0","0","-","0","85.95","0.00","0","0","-","-","100.00","1.00","89.26","29.75","29.75","178.51","75.00","89.26","29.75","59.5","60.00"
"537","Michael McLeod","N.J","C","80","5.7666666666667","0.072083333333333","52.02","83.24","38.46","41.62","62.43","40.00","41.62","41.62","50.00","0","0","-","5.38","3.08","63.57","31.21","20.81","60.00","10.4","10.4","50.00","0","0","-","27.75","13.87","66.67","0","0","-","105.2","105.2","50.00","0","0","-","0.00","100.00","1.000","124.86","62.43","41.62","114.45","75.00","124.86","62.43","52.02","70.59"
"605","Aleksi Heponiemi","FLA","C","10","0.76666666666667","0.076666666666667","78.26","78.26","50.00","78.26","78.26","50.00","78.26","78.26","50.00","0","0","-","5.57","5.33","51.10","78.26","78.26","50.00","0","0","-","0","0","-","104.35","104.35","50.00","0","0","-","0","0","-","0","0","-","0.00","100.00","1.000","78.26","0","0","78.26","100.00","234.78","0","0","100.00"
"488","Kyle Criscuolo","S.J","C","1","0.85","0.85","0","70.59","0.00","0","70.59","0.00","0","70.59","0.00","0","0","-","0","1.87","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","101.96","0.00","0","0","-","-","100.00","1.00","0","0","0","70.59","-","0","0","0","-"
"301","Ryan Graves","N.J","D","78","4.3333333333333","0.055555555555556","69.23","69.23","50.00","41.54","55.38","42.86","13.85","27.69","33.33","0","0","-","4.22","2.3","64.74","55.38","13.85","80.00","27.69","0","100.00","0","0","-","36.92","18.46","66.67","0","0","-","60","80","42.86","0","0","-","0.00","100.00","1.000","41.54","55.38","27.69","304.62","60.00","41.54","55.38","27.69","60.00"
"274","Jayson Megna","ANA, COL","C","55","0.88333333333333","0.016060606060606","67.92","67.92","50.00","67.92","67.92","50.00","67.92","67.92","50.00","0","0","-","4.36","2.81","60.82","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","98.11","98.11","50.00","0","0","-","0.00","100.00","1.000","67.92","0","67.92","203.77","50.00","135.85","0","135.85","50.00"
"391","Dysin Mayo","ARI","D","15","0.96666666666667","0.064444444444444","0","62.07","0.00","0","62.07","0.00","0","62.07","0.00","0","0","-","0","5.44","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","89.66","0.00","0","0","-","-","100.00","1.00","0","0","0","186.21","-","0","0","0","-"
"577","Cale Fleury","SEA","D","12","0.96666666666667","0.080555555555556","0","62.07","0.00","0","62.07","0.00","0","62.07","0.00","0","0","-","0","9.1","0.00","0","62.07","0.00","0","62.07","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","100.00","1.00","62.07","0","0","186.21","100.00","62.07","0","0","100.00"
"556","Dylan Gambrell","OTT","C","60","0.98333333333333","0.016388888888889","0","61.02","0.00","0","61.02","0.00","0","61.02","0.00","0","61.02","0.00","0","5.53","0.00","0","61.02","0.00","0","61.02","0.00","0","61.02","0.00","0","0","-","0","0","-","0","0","-","0","0","-","-","0.00","0.00","0","61.02","61.02","427.12","0.00","0","122.03","61.02","0.00"
