"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"665","Filip Chytil","NYR","C","74","1086.6","22","23","16","7","45","67.16","177","12.43","20.08","312","243","201","88","11","19","30","14","14","0","0","18","35","30","36","98","36","251","380","39.78"
"859","Lucas Raymond","DET","L","74","1285.8166666667","17","28","12","16","45","60.00","134","12.69","16.48","245","174","152","72","7","23","24","11","11","0","0","23","27","33","43","96","18","5","12","29.41"
"467","Jack Roslovic","CBJ","C","77","1266.3833333333","11","33","20","13","44","69.84","123","8.94","12.31","218","164","129","50","15","19","10","5","5","0","0","16","45","31","42","53","48","400","489","44.99"
"241","Scott Laughton","PHI","C","78","1426.2333333333","18","25","13","12","43","63.24","170","10.59","16.06","278","219","139","63","9","27","50","21","20","0","1","18","42","35","156","56","48","509","568","47.26"
"340","Darnell Nurse","EDM","D","82","1926.65","12","31","15","16","43","43.43","203","5.91","10.11","401","272","123","24","11","26","64","28","26","2","0","11","76","41","146","81","145","0","0","-"
"428","Andrew Mangiapane","CGY","L","82","1379.3833333333","17","26","17","9","43","55.84","182","9.34","25.75","343","256","247","118","22","22","40","20","20","0","0","21","32","48","86","76","23","5","9","35.71"
"454","Tommy Novak","NSH","C","51","747.31666666667","17","26","17","9","43","72.88","93","18.28","9.49","159","121","102","33","2","13","8","4","4","0","0","11","15","26","9","76","22","179","223","44.53"
"674","Eetu Luostarinen","FLA","C","82","1310.8333333333","17","26","11","15","43","61.43","132","12.88","17.72","244","188","190","100","7","27","28","12","12","0","0","14","42","47","64","117","44","175","243","41.87"
"720","K'Andre Miller","NYR","D","79","1734.2166666667","9","34","14","20","43","48.31","113","7.96","6.79","240","164","82","19","6","12","37","17","16","1","0","4","68","61","162","93","94","0","0","-"
"725","Jesperi Kotkaniemi","CAR","C","82","1208.35","18","25","8","17","43","69.35","129","13.95","17.85","243","184","157","83","2","26","50","25","25","0","0","16","48","29","105","128","21","360","340","51.43"
"737","Barrett Hayton","ARI","C","82","1434.8166666667","19","24","14","10","43","47.78","178","10.67","22.18","279","235","198","104","7","24","42","20","20","0","0","36","41","35","83","138","27","628","602","51.06"
"927","Mason McTavish","ANA","C","80","1229.95","17","26","18","8","43","66.15","161","10.56","21.29","269","216","163","83","7","34","44","21","21","0","0","22","32","29","55","47","35","307","418","42.34"
"252","Filip Forsberg","NSH","L","50","873.6","19","23","13","10","42","67.74","157","12.10","18.37","322","242","173","67","10","30","20","10","10","0","0","18","29","34","86","44","17","0","1","0.00"
"277","Erik Gustafsson","TOR, WSH","D","70","1384.1","7","35","18","17","42","48.28","122","5.74","6.61","269","188","88","19","5","16","23","10","9","1","0","10","46","26","52","116","60","0","0","-"
"313","Andrew Copp","DET","C","82","1488.7166666667","9","33","23","10","42","63.64","120","7.50","14.18","204","162","120","52","11","19","25","11","10","1","0","10","44","26","32","56","40","647","652","49.81"
"379","Tony DeAngelo","PHI","D","70","1544.1","11","31","16","15","42","50.60","174","6.32","8.59","287","216","75","15","3","21","73","19","13","3","3","15","57","25","52","50","67","0","0","-"
"806","Moritz Seider","DET","D","82","1898.2","5","37","17","20","42","40.00","140","3.57","6.84","297","201","67","6","5","18","40","20","20","0","0","20","46","29","207","87","167","0","0","-"
"24","Kris Letang","PIT","D","64","1590.8833333333","12","29","10","19","41","42.27","161","7.45","8.54","374","225","109","19","6","28","30","15","15","0","0","12","84","47","162","137","95","0","0","-"
