"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","ixG/60","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"413","Anders Bjork","BUF, CHI","L","14","176.5","12.607142857143","0.68","2.04","1.7","0.34","2.72","88.89","5.1","13.33","0.61","8.84","6.12","5.78","3.06","0.68","1.02","0.68","0.34","0.34","0","0","0.34","3.4","1.36","2.38","2.38","1.36","0","0.68","0.00"
"474","Thomas Chabot","OTT","D","68","1428.3166666667","21.004656862745","0.25","0.63","0.29","0.34","0.88","27.27","5.33","4.72","0.27","11.89","7.44","3.78","0.67","0.25","0.88","2.02","1.01","1.01","0","0","0.46","2.35","0.59","3.19","5.76","4.75","0","0","-"
"483","Ivan Provorov","PHI","D","82","1599.85","19.510365853659","0.23","0.64","0.3","0.34","0.86","34.85","3.79","5.94","0.19","8.59","5.81","2.7","0.6","0.19","0.53","0.83","0.41","0.41","0","0","0.23","2.74","0.9","3.3","5.06","3.79","0","0","-"
"527","Ryan Lindgren","NYR","D","63","1053.5166666667","16.722486772487","0","0.91","0.57","0.34","0.91","29.09","4.16","0.00","0.18","8.94","5.64","3.02","0.74","0.11","0.68","2.34","1.08","1.03","0.06","0","0.63","0.91","0.57","3.47","6.49","3.25","0","0","-"
"563","Taylor Raddysh","CHI","R","78","1052.05","13.487820512821","0.74","0.51","0.17","0.34","1.25","64.71","5.93","12.50","0.77","10.61","8.44","6.5","3.65","0.51","0.63","0.91","0.46","0.46","0","0","0.51","1.31","1.83","4.45","3.14","1.77","0.51","0.46","3.02"
"781","Jake Christiansen","CBJ","D","24","352.16666666667","14.673611111111","0","0.51","0.17","0.34","0.51","25.00","3.75","0.00","0.17","8.69","6.3","2.39","0.34","0","0.51","0.68","0.34","0.34","0","0","0.68","1.19","1.19","3.41","6.64","3.58","0","0","-"
"790","Nico Sturm","S.J","C","74","893.08333333333","12.068693693694","0.87","0.81","0.47","0.34","1.68","64.10","7.32","11.93","0.76","11.82","10.21","6.58","3.43","0.34","0.81","1.55","0.67","0.6","0.07","0","0.6","1.07","2.02","6.38","5.84","0.81","27.21","21.3","3.77"
"859","Lucas Raymond","DET","L","74","1061.6166666667","14.346171171171","0.68","0.79","0.45","0.34","1.47","59.09","5.65","12.00","0.67","10.63","7.63","6.67","3.5","0.4","0.68","1.24","0.57","0.57","0","0","1.24","1.3","1.75","2.32","4.52","1.02","0.17","0.57","1.30"
"42","Jonathan Toews","CHI","C","53","727.18333333333","13.720440251572","0.5","1.07","0.74","0.33","1.57","67.86","4.87","10.17","0.47","8","6.19","4.54","2.31","0.5","0.99","3.55","1.32","1.16","0.08","0.08","0.91","2.72","2.64","0.66","2.31","1.49","34.16","21.95","5.02"
"46","Ian Cole","T.B","D","78","1282.05","16.436538461538","0.14","0.66","0.33","0.33","0.8","27.87","4.77","2.94","0.19","9.69","6.41","2.11","0.42","0.09","0.42","2.85","1.36","1.31","0.05","0","0.28","1.87","1.22","5.19","6.74","0.8","0","0","-"
"75","Tyler Myers","VAN","D","78","1442.0333333333","18.487606837607","0.04","0.62","0.29","0.33","0.67","25.00","3.99","1.04","0.23","8.74","5.58","2.75","0.42","0.21","0.25","2.66","1.17","1.08","0.08","0","0.17","1.83","0.92","3.37","3.7","4.66","0","0","-"
"137","Chris Tanev","CGY","D","65","1103.0666666667","16.970256410256","0.05","0.6","0.27","0.33","0.65","24.00","3.54","1.54","0.09","8.27","4.84","1.25","0.11","0.05","0.65","1.14","0.49","0.44","0.05","0","0.38","1.47","0.98","2.45","7.02","4.24","0","0","-"
"141","Jason Zucker","PIT","L","78","1095.9666666667","14.050854700855","1.37","0.77","0.44","0.33","2.14","69.64","9.91","13.81","1.19","16.59","13.91","10.51","6.35","0.33","1.26","2.35","0.82","0.71","0.05","0.05","1.26","1.81","1.81","10.51","5.91","1.48","0.11","0.55","0.91"
"184","Travis Boyd","ARI","C","82","1081.4166666667","13.188008130081","0.72","0.61","0.28","0.33","1.33","52.17","3.99","18.06","0.55","7.27","5.77","5.71","3.38","0.17","0.89","1.11","0.55","0.55","0","0","0.72","1.28","1.72","1.89","5.16","2.66","21.8","28.74","2.39"
