"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","ixG/60","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"98","Victor Hedman","T.B","D","76","197.18333333333","2.5945175438596","0.3","3.96","2.43","1.52","4.26","50.00","7.3","4.17","0.74","18.87","12.17","5.78","0.3","0","1.83","0.61","0.3","0.3","0","0","0","2.74","1.83","1.22","0.61","0.3","0","0","-"
"324","Sean Monahan","MTL","C","25","78.816666666667","3.1526666666667","0.76","2.28","0.76","1.52","3.05","40.00","9.9","7.69","1.68","11.42","10.66","10.66","6.85","0","2.28","1.52","0.76","0.76","0","0","0","0","2.28","0","1.52","0","27.41","19.03","44.93"
"731","Kirby Dach","MTL","C","58","197.85","3.4112068965517","1.82","3.03","1.52","1.52","4.85","69.57","4.85","37.50","0.74","8.49","6.07","6.07","2.43","0","0.3","1.82","0.91","0.91","0","0","0.3","0.91","0","0.91","3.34","0.3","0.91","1.82","10.11"
"852","Arber Xhekaj","MTL","D","51","39.5","0.77450980392157","3.04","1.52","0","1.52","4.56","60.00","15.19","20.00","0.79","18.23","15.19","3.04","0","0","0","3.04","1.52","1.52","0","0","0","3.04","0","3.04","0","0","0","0","-"
"136","Tyler Toffoli","CGY","R","82","237.76666666667","2.899593495935","2.52","3.79","2.27","1.51","6.31","65.79","14.13","17.86","1.93","30.03","19.94","16.15","5.05","0.25","1.77","0.5","0.25","0.25","0","0","0.25","1.26","0.76","0.5","2.78","0.25","0","0","-"
"17","Sidney Crosby","PIT","C","82","319.86666666667","3.9008130081301","1.69","3.38","1.88","1.5","5.06","56.25","12.76","13.24","2.19","21.57","16.51","15.38","8.07","0.19","2.44","0.38","0.19","0.19","0","0","0.75","1.5","0.94","0.19","1.69","0.19","35.64","28.89","10.36"
"245","Chandler Stephenson","VGK","C","81","200.41666666667","2.4742798353909","1.8","2.69","1.2","1.5","4.49","53.57","8.98","20.00","1.63","14.37","12.27","11.38","7.19","0.3","1.8","0","0","0","0","0","0","1.8","0","1.2","3.29","0.3","41.61","23.35","19.18"
"803","Anton Lundell","FLA","C","73","120.36666666667","1.6488584474886","0","2.49","1","1.5","2.49","41.67","8.47","0.00","1.11","18.44","11.96","9.47","4.49","0.5","1.99","1","0.5","0.5","0","0","0.5","1","0.5","0.5","2.49","0.5","9.97","6.48","30.21"
"67","Steven Stamkos","T.B","C","81","321.95","3.9746913580247","2.61","3.91","2.42","1.49","6.52","58.33","16.96","15.38","2.05","33.17","24.97","18.08","1.68","0","2.42","1.49","0.75","0.75","0","0","0","2.8","0.19","0.75","2.42","0","20.13","16.77","10.17"
"375","Ryan Donato","SEA","C","71","40.266666666667","0.56713615023474","0","2.98","1.49","1.49","2.98","100.00","4.47","0.00","1.02","10.43","10.43","8.94","7.45","0","1.49","0","0","0","0","0","1.49","0","1.49","1.49","1.49","0","2.98","7.45","42.57"
"442","Zach Werenski","CBJ","D","13","40.25","3.0961538461538","0","2.98","1.49","1.49","2.98","100.00","11.93","0.00","0.74","20.87","13.42","8.94","0","0","0","0","0","0","0","0","0","1.49","1.49","0","1.49","0","0","0","-"
"50","Logan Couture","S.J","C","82","242.56666666667","2.9581300813008","1.24","3.71","2.23","1.48","4.95","57.14","13.85","8.93","2.32","23.5","19.79","14.84","7.92","0.25","2.23","0.49","0.25","0.25","0","0","0","1.24","0.25","0.74","1.48","0","6.93","5.94","13.32"
"384","Devon Toews","COL","D","80","162.43333333333","2.0304166666667","0.37","2.22","0.74","1.48","2.59","41.18","7.02","5.26","0.65","12.93","9.6","3.32","1.11","0","0.74","0","0","0","0","0","0","2.22","1.11","0","0.37","0.37","0","0","-"
"432","Dylan Strome","WSH","C","81","243.45","3.0055555555556","0.74","4.44","2.96","1.48","5.18","55.26","6.65","11.11","1.39","12.82","10.1","8.38","5.67","0","1.97","0.99","0.49","0.49","0","0","0","1.73","0.25","0.25","1.48","0","21.44","20.46","12.61"
"541","Jacob MacDonald","COL, S.J","D","58","41.2","0.71034482758621","0","1.46","0","1.46","1.46","33.33","10.19","0.00","1.08","13.11","13.11","8.74","1.46","0","1.46","0","0","0","0","0","0","2.91","0","2.91","2.91","0","0","0","-"
"147","Cam Fowler","ANA","D","82","207.46666666667","2.530081300813","1.16","2.89","1.45","1.45","4.05","66.67","10.12","11.43","0.66","23.14","12.44","6.94","0.58","0","1.74","0","0","0","0","0","0","2.02","1.16","0","0.29","0.87","0","0","-"
"246","Shayne Gostisbehere","ARI, CAR","D","75","207.41666666667","2.7655555555556","1.45","2.89","1.45","1.45","4.34","68.18","13.31","10.87","1.18","26.32","19.38","7.52","1.74","0","3.76","1.16","0.58","0.58","0","0","0.29","1.45","0.58","0.58","0.87","1.16","0","0","-"
"606","Martin Necas","CAR","C","82","250.33333333333","3.0528455284553","2.16","4.07","2.64","1.44","6.23","72.22","11.5","18.75","1.25","23.25","17.74","9.59","1.2","0.24","1.68","0.96","0.48","0.48","0","0","0.96","4.07","0.48","0.24","2.16","0","6.47","6.71","11.77"
"797","Jack Quinn","BUF","R","75","125.11666666667","1.6682222222222","0.48","2.4","0.96","1.44","2.88","46.15","11.51","4.17","1.8","19.18","15.83","13.91","6.23","0.48","2.4","0","0","0","0","0","0.48","2.88","0","1.92","3.84","0","0.48","1.44","11.99"
